[1259, 694]
[folio, [562.0, 18.0, 109.0, 18.0], shoonya_7sSOVLEA4Y0WIJ, 5782386]
[folio, [562.0, 36.0, 109.0, 18.0], shoonya_7sSOVLEA4Y0WIJ, 5782386]
[folio, [236.0, 74.0, 219.0, 18.0], shoonya_5sVV2KRV9YTV39, 5782386]
[ordered-list, [15.0, 113.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 131.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 149.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 167.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 185.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 203.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 221.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 239.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 257.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 275.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 293.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 311.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 329.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 347.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 365.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 383.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 401.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 419.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 437.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 455.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 473.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 491.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 509.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 527.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 545.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 563.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 581.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 599.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 617.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 635.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 653.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 671.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 689.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 707.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 725.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 743.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 761.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 779.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 797.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 815.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 833.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 851.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 869.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 887.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 905.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 923.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 941.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 959.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 977.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 995.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 1013.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 1031.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 1049.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 1067.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[ordered-list, [15.0, 1085.0, 660.0, 18.0], shoonya_6sI6WDWXXSI1S1, 5782386]
[sub-ordered-list, [25.0, 165.0, 647.0, 18.0], JiF-IwfYYL, 5782386]
[sub-ordered-list, [25.0, 183.0, 647.0, 18.0], JiF-IwfYYL, 5782386]
[sub-ordered-list, [25.0, 201.0, 647.0, 18.0], JiF-IwfYYL, 5782386]
[sub-ordered-list, [25.0, 219.0, 647.0, 18.0], JiF-IwfYYL, 5782386]
[sub-ordered-list, [25.0, 237.0, 647.0, 18.0], JiF-IwfYYL, 5782386]
[sub-ordered-list, [25.0, 255.0, 647.0, 18.0], JiF-IwfYYL, 5782386]
[sub-ordered-list, [25.0, 273.0, 647.0, 18.0], JiF-IwfYYL, 5782386]
[sub-ordered-list, [25.0, 291.0, 647.0, 18.0], JiF-IwfYYL, 5782386]
[sub-ordered-list, [25.0, 309.0, 647.0, 18.0], JiF-IwfYYL, 5782386]
[sub-ordered-list, [25.0, 327.0, 647.0, 18.0], JiF-IwfYYL, 5782386]
[sub-ordered-list, [25.0, 345.0, 647.0, 18.0], JiF-IwfYYL, 5782386]
[sub-ordered-list, [25.0, 363.0, 647.0, 18.0], JiF-IwfYYL, 5782386]
[sub-ordered-list, [25.0, 381.0, 647.0, 18.0], JiF-IwfYYL, 5782386]
[sub-ordered-list, [25.0, 399.0, 647.0, 18.0], JiF-IwfYYL, 5782386]
[sub-ordered-list, [25.0, 417.0, 647.0, 18.0], JiF-IwfYYL, 5782386]
[sub-ordered-list, [25.0, 435.0, 647.0, 18.0], JiF-IwfYYL, 5782386]
[sub-ordered-list, [25.0, 453.0, 647.0, 18.0], JiF-IwfYYL, 5782386]
[ordered-list, [10.0, 1112.0, 668.0, 18.0], shoonya_0sE3K3NQAHAOSM, 5782386]
[ordered-list, [10.0, 1130.0, 668.0, 18.0], shoonya_0sE3K3NQAHAOSM, 5782386]
[ordered-list, [10.0, 1148.0, 668.0, 18.0], shoonya_0sE3K3NQAHAOSM, 5782386]
[ordered-list, [10.0, 1166.0, 668.0, 18.0], shoonya_0sE3K3NQAHAOSM, 5782386]
[ordered-list, [10.0, 1184.0, 668.0, 18.0], shoonya_0sE3K3NQAHAOSM, 5782386]
[sub-ordered-list, [18.0, 1153.0, 652.0, 18.0], shoonya_2sCS2LN2MDQGX9, 5782386]
[sub-ordered-list, [18.0, 1171.0, 652.0, 18.0], shoonya_2sCS2LN2MDQGX9, 5782386]
