[3509, 2480]
[paragraph, [354.0, 385.0, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 437.5, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 490.0, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 542.5, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 595.0, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 647.5, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 700.0, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 752.5, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 805.0, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 857.5, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 910.0, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 962.5, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 1015.0, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 1067.5, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 1120.0, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 1172.5, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 1225.0, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 1277.5, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 1330.0, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 1382.5, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 1435.0, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [354.0, 1487.5, 1778.0, 52.5], shoonya_2sSUE7SBU4GEOE, 5724291]
[paragraph, [359.0, 1618.0, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 1670.5, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 1723.0, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 1775.5, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 1828.0, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 1880.5, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 1933.0, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 1985.5, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2038.0, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2090.5, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2143.0, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2195.5, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2248.0, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2300.5, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2353.0, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2405.5, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2458.0, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2510.5, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2563.0, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2615.5, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2668.0, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2720.5, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2773.0, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2825.5, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2878.0, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2930.5, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
[paragraph, [359.0, 2983.0, 1771.0, 52.5], shoonya_1s89T6V3KTFW1U, 5724291]
