[1263, 863]
[chapter-title, [381.0, 59.0, 208.0, 30.0], shoonya_4s0DN2CSZ6LEAW, 5775989]
[paragraph, [168.0, 100.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 118.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 136.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 154.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 172.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 190.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 208.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 226.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 244.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 262.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 280.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 298.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 316.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 334.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 352.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 370.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 388.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 406.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 424.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 442.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 460.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 478.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 496.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 514.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 532.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 550.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 568.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 586.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 604.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 622.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 640.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 658.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 676.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 694.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 712.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 730.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 748.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 766.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 784.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 802.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 820.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [168.0, 838.0, 627.0, 18.0], shoonya_2sHG42JHF8BN9S, 5775989]
[paragraph, [174.0, 851.0, 627.0, 18.0], shoonya_3s1Q71W260ZM7Y, 5775989]
[paragraph, [174.0, 869.0, 627.0, 18.0], shoonya_3s1Q71W260ZM7Y, 5775989]
[paragraph, [173.0, 900.0, 627.0, 18.0], shoonya_0sWRWQ5XI3F8GD, 5775989]
[paragraph, [173.0, 918.0, 627.0, 18.0], shoonya_0sWRWQ5XI3F8GD, 5775989]
[paragraph, [173.0, 936.0, 627.0, 18.0], shoonya_0sWRWQ5XI3F8GD, 5775989]
[paragraph, [173.0, 954.0, 627.0, 18.0], shoonya_0sWRWQ5XI3F8GD, 5775989]
[paragraph, [173.0, 972.0, 627.0, 18.0], shoonya_0sWRWQ5XI3F8GD, 5775989]
[paragraph, [173.0, 990.0, 627.0, 18.0], shoonya_0sWRWQ5XI3F8GD, 5775989]
[paragraph, [175.0, 1024.0, 628.0, 18.0], shoonya_1sDZ9VOLR3IHE5, 5775989]
[paragraph, [175.0, 1042.0, 628.0, 18.0], shoonya_1sDZ9VOLR3IHE5, 5775989]
[paragraph, [175.0, 1060.0, 628.0, 18.0], shoonya_1sDZ9VOLR3IHE5, 5775989]
[paragraph, [175.0, 1078.0, 628.0, 18.0], shoonya_1sDZ9VOLR3IHE5, 5775989]
