[1755, 1240]
[section-title, [203.0, 272.0, 215.0, 49.5], shoonya_0sUPXWXL1CAJ25, 5778568]
[paragraph, [162.0, 331.0, 872.0, 36.0], 1kR5DM5NXC, 5778568]
[paragraph, [162.0, 367.0, 872.0, 36.0], 1kR5DM5NXC, 5778568]
[paragraph, [162.0, 403.0, 872.0, 36.0], 1kR5DM5NXC, 5778568]
[paragraph, [162.0, 439.0, 872.0, 36.0], 1kR5DM5NXC, 5778568]
[paragraph, [162.0, 475.0, 872.0, 36.0], 1kR5DM5NXC, 5778568]
[paragraph, [162.0, 511.0, 872.0, 36.0], 1kR5DM5NXC, 5778568]
[paragraph, [162.0, 547.0, 872.0, 36.0], 1kR5DM5NXC, 5778568]
[paragraph, [162.0, 583.0, 872.0, 36.0], 1kR5DM5NXC, 5778568]
[paragraph, [162.0, 619.0, 872.0, 36.0], 1kR5DM5NXC, 5778568]
[paragraph, [162.0, 655.0, 872.0, 36.0], 1kR5DM5NXC, 5778568]
[paragraph, [162.0, 691.0, 872.0, 36.0], 1kR5DM5NXC, 5778568]
[paragraph, [165.0, 764.0, 875.0, 36.0], 9-qBbDUNYr, 5778568]
[paragraph, [165.0, 800.0, 875.0, 36.0], 9-qBbDUNYr, 5778568]
[paragraph, [165.0, 836.0, 875.0, 36.0], 9-qBbDUNYr, 5778568]
[paragraph, [165.0, 872.0, 875.0, 36.0], 9-qBbDUNYr, 5778568]
[paragraph, [165.0, 908.0, 875.0, 36.0], 9-qBbDUNYr, 5778568]
[paragraph, [165.0, 944.0, 875.0, 36.0], 9-qBbDUNYr, 5778568]
[paragraph, [165.0, 980.0, 875.0, 36.0], 9-qBbDUNYr, 5778568]
[paragraph, [165.0, 1016.0, 875.0, 36.0], 9-qBbDUNYr, 5778568]
[paragraph, [165.0, 1052.0, 875.0, 36.0], 9-qBbDUNYr, 5778568]
[paragraph, [165.0, 1088.0, 875.0, 36.0], 9-qBbDUNYr, 5778568]
[paragraph, [165.0, 1124.0, 875.0, 36.0], 9-qBbDUNYr, 5778568]
[paragraph, [165.0, 1160.0, 875.0, 36.0], 9-qBbDUNYr, 5778568]
[paragraph, [165.0, 1196.0, 875.0, 36.0], 9-qBbDUNYr, 5778568]
[paragraph, [165.0, 1232.0, 875.0, 36.0], 9-qBbDUNYr, 5778568]
[paragraph, [172.0, 1294.0, 878.0, 36.0], RBYDs_GOB0, 5778568]
[paragraph, [172.0, 1330.0, 878.0, 36.0], RBYDs_GOB0, 5778568]
[paragraph, [172.0, 1366.0, 878.0, 36.0], RBYDs_GOB0, 5778568]
[paragraph, [172.0, 1402.0, 878.0, 36.0], RBYDs_GOB0, 5778568]
