[3960, 3060]
[paragraph, [744.0, 378.0, 1925.0, 52.5], y26XwqWHxb, 5699130]
[paragraph, [744.0, 430.5, 1925.0, 52.5], y26XwqWHxb, 5699130]
[paragraph, [744.0, 483.0, 1925.0, 52.5], y26XwqWHxb, 5699130]
[paragraph, [744.0, 535.5, 1925.0, 52.5], y26XwqWHxb, 5699130]
[answer, [694.0, 742.0, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[answer, [694.0, 794.5, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[answer, [694.0, 847.0, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[answer, [694.0, 899.5, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[answer, [694.0, 952.0, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[answer, [694.0, 1004.5, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[answer, [694.0, 1057.0, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[answer, [694.0, 1109.5, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[answer, [694.0, 1162.0, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[answer, [694.0, 1214.5, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[answer, [694.0, 1267.0, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[answer, [694.0, 1319.5, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[answer, [694.0, 1372.0, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[answer, [694.0, 1424.5, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[answer, [694.0, 1477.0, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[answer, [694.0, 1529.5, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[answer, [694.0, 1582.0, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[answer, [694.0, 1634.5, 1944.0, 52.5], shoonya_1s2QTHYP0NPS6L, 5699130]
[paragraph, [799.0, 871.0, 1784.0, 52.5], ap067eQFXE, 5699130]
[paragraph, [799.0, 923.5, 1784.0, 52.5], ap067eQFXE, 5699130]
[paragraph, [799.0, 976.0, 1784.0, 52.5], ap067eQFXE, 5699130]
[paragraph, [799.0, 1028.5, 1784.0, 52.5], ap067eQFXE, 5699130]
[paragraph, [799.0, 1081.0, 1784.0, 52.5], ap067eQFXE, 5699130]
[paragraph, [799.0, 1133.5, 1784.0, 52.5], ap067eQFXE, 5699130]
[paragraph, [799.0, 1186.0, 1784.0, 52.5], ap067eQFXE, 5699130]
[paragraph, [799.0, 1238.5, 1784.0, 52.5], ap067eQFXE, 5699130]
[paragraph, [799.0, 1291.0, 1784.0, 52.5], ap067eQFXE, 5699130]
[paragraph, [799.0, 1343.5, 1784.0, 52.5], ap067eQFXE, 5699130]
[paragraph, [799.0, 1396.0, 1784.0, 52.5], ap067eQFXE, 5699130]
[paragraph, [853.0, 1471.0, 1707.0, 52.5], ihu-72_S3c, 5699130]
[paragraph, [853.0, 1523.5, 1707.0, 52.5], ihu-72_S3c, 5699130]
[paragraph, [853.0, 1576.0, 1707.0, 52.5], ihu-72_S3c, 5699130]
[answer, [544.0, 1814.0, 2122.0, 52.5], py0_GzvXKq, 5699130]
[answer, [544.0, 1866.5, 2122.0, 52.5], py0_GzvXKq, 5699130]
[answer, [544.0, 1919.0, 2122.0, 52.5], py0_GzvXKq, 5699130]
[answer, [544.0, 1971.5, 2122.0, 52.5], py0_GzvXKq, 5699130]
[answer, [544.0, 2024.0, 2122.0, 52.5], py0_GzvXKq, 5699130]
[answer, [544.0, 2076.5, 2122.0, 52.5], py0_GzvXKq, 5699130]
[answer, [544.0, 2129.0, 2122.0, 52.5], py0_GzvXKq, 5699130]
[answer, [544.0, 2181.5, 2122.0, 52.5], py0_GzvXKq, 5699130]
[answer, [544.0, 2234.0, 2122.0, 52.5], py0_GzvXKq, 5699130]
[answer, [754.0, 2426.0, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[answer, [754.0, 2478.5, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[answer, [754.0, 2531.0, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[answer, [754.0, 2583.5, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[answer, [754.0, 2636.0, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[answer, [754.0, 2688.5, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[answer, [754.0, 2741.0, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[answer, [754.0, 2793.5, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[answer, [754.0, 2846.0, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[answer, [754.0, 2898.5, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[answer, [754.0, 2951.0, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[answer, [754.0, 3003.5, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[answer, [754.0, 3056.0, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[answer, [754.0, 3108.5, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[answer, [754.0, 3161.0, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[answer, [754.0, 3213.5, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[answer, [754.0, 3266.0, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[answer, [754.0, 3318.5, 1857.0, 52.5], shoonya_0sWETNTIQBM8SF, 5699130]
[paragraph, [780.0, 2534.0, 1834.0, 52.5], pSfATZOJ8d, 5699130]
[paragraph, [780.0, 2586.5, 1834.0, 52.5], pSfATZOJ8d, 5699130]
[paragraph, [780.0, 2639.0, 1834.0, 52.5], pSfATZOJ8d, 5699130]
[paragraph, [780.0, 2691.5, 1834.0, 52.5], pSfATZOJ8d, 5699130]
[paragraph, [780.0, 2744.0, 1834.0, 52.5], pSfATZOJ8d, 5699130]
[paragraph, [780.0, 2796.5, 1834.0, 52.5], pSfATZOJ8d, 5699130]
[paragraph, [780.0, 2849.0, 1834.0, 52.5], pSfATZOJ8d, 5699130]
[paragraph, [780.0, 2901.5, 1834.0, 52.5], pSfATZOJ8d, 5699130]
[paragraph, [780.0, 2954.0, 1834.0, 52.5], pSfATZOJ8d, 5699130]
[paragraph, [780.0, 3006.5, 1834.0, 52.5], pSfATZOJ8d, 5699130]
[paragraph, [780.0, 3059.0, 1834.0, 52.5], pSfATZOJ8d, 5699130]
[paragraph, [780.0, 3111.5, 1834.0, 52.5], pSfATZOJ8d, 5699130]
[paragraph, [780.0, 3164.0, 1834.0, 52.5], pSfATZOJ8d, 5699130]
[paragraph, [780.0, 3216.5, 1834.0, 52.5], pSfATZOJ8d, 5699130]
[paragraph, [780.0, 3269.0, 1834.0, 52.5], pSfATZOJ8d, 5699130]
[paragraph, [780.0, 3321.5, 1834.0, 52.5], pSfATZOJ8d, 5699130]
