[1951, 1219]
[folio, [234.0, 138.0, 188.0, 36.0], BKBs7Y5kec, 5682726]
[paragraph, [147.0, 222.0, 914.0, 36.0], shoonya_0sI0UQSSNU6FDR, 5682726]
[paragraph, [147.0, 258.0, 914.0, 36.0], shoonya_0sI0UQSSNU6FDR, 5682726]
[paragraph, [147.0, 294.0, 914.0, 36.0], shoonya_0sI0UQSSNU6FDR, 5682726]
[paragraph, [147.0, 330.0, 914.0, 36.0], shoonya_0sI0UQSSNU6FDR, 5682726]
[paragraph, [147.0, 366.0, 914.0, 36.0], shoonya_0sI0UQSSNU6FDR, 5682726]
[paragraph, [147.0, 402.0, 914.0, 36.0], shoonya_0sI0UQSSNU6FDR, 5682726]
[paragraph, [147.0, 438.0, 914.0, 36.0], shoonya_0sI0UQSSNU6FDR, 5682726]
[paragraph, [147.0, 474.0, 914.0, 36.0], shoonya_0sI0UQSSNU6FDR, 5682726]
[paragraph, [147.0, 510.0, 914.0, 36.0], shoonya_0sI0UQSSNU6FDR, 5682726]
[paragraph, [147.0, 546.0, 914.0, 36.0], shoonya_0sI0UQSSNU6FDR, 5682726]
[paragraph, [147.0, 582.0, 914.0, 36.0], shoonya_0sI0UQSSNU6FDR, 5682726]
[paragraph, [147.0, 618.0, 914.0, 36.0], shoonya_0sI0UQSSNU6FDR, 5682726]
[paragraph, [147.0, 654.0, 914.0, 36.0], shoonya_0sI0UQSSNU6FDR, 5682726]
[paragraph, [147.0, 690.0, 914.0, 36.0], shoonya_0sI0UQSSNU6FDR, 5682726]
[paragraph, [147.0, 726.0, 914.0, 36.0], shoonya_0sI0UQSSNU6FDR, 5682726]
[paragraph, [147.0, 762.0, 914.0, 36.0], shoonya_0sI0UQSSNU6FDR, 5682726]
[paragraph, [147.0, 798.0, 914.0, 36.0], shoonya_0sI0UQSSNU6FDR, 5682726]
[paragraph, [153.0, 856.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 892.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 928.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 964.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1000.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1036.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1072.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1108.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1144.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1180.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1216.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1252.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1288.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1324.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1360.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1396.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1432.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1468.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1504.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1540.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1576.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1612.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1648.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1684.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1720.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
[paragraph, [153.0, 1756.0, 918.0, 36.0], SdhCqyJ9Bg, 5682726]
