[679, 512]
[chapter-title, [136.0, 33.0, 234.0, 30.0], shoonya_0sSQCGMOYEWJO4, 6496523]
[ordered-list, [40.0, 75.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 93.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 111.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 129.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 147.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 165.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 183.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 201.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 219.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 237.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 255.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 273.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 291.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 309.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 327.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 345.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 363.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 381.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 399.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 417.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 435.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 453.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 471.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 489.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 507.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 525.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 543.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 561.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[ordered-list, [40.0, 579.0, 350.0, 18.0], shoonya_44sQ38X5AZYVGX, 6496523]
[sub-ordered-list, [103.0, 94.0, 258.0, 18.0], shoonya_42sF7NU9J70LQB, 6496523]
[sub-ordered-list, [103.0, 112.0, 258.0, 18.0], shoonya_42sF7NU9J70LQB, 6496523]
[sub-ordered-list, [103.0, 130.0, 258.0, 18.0], shoonya_42sF7NU9J70LQB, 6496523]
[sub-ordered-list, [104.0, 171.0, 276.0, 18.0], da5IMNkPht, 6496523]
[sub-ordered-list, [104.0, 189.0, 276.0, 18.0], da5IMNkPht, 6496523]
[sub-ordered-list, [104.0, 207.0, 276.0, 18.0], da5IMNkPht, 6496523]
[sub-ordered-list, [104.0, 249.0, 233.0, 18.0], QBfkEWNy9d, 6496523]
[sub-ordered-list, [104.0, 267.0, 233.0, 18.0], QBfkEWNy9d, 6496523]
[sub-ordered-list, [104.0, 285.0, 233.0, 18.0], QBfkEWNy9d, 6496523]
[sub-ordered-list, [102.0, 325.0, 211.0, 18.0], es07FGggWd, 6496523]
[sub-ordered-list, [102.0, 343.0, 211.0, 18.0], es07FGggWd, 6496523]
[sub-ordered-list, [105.0, 376.0, 209.0, 18.0], aOaj6sWpWm, 6496523]
[sub-ordered-list, [105.0, 394.0, 209.0, 18.0], aOaj6sWpWm, 6496523]
[sub-ordered-list, [105.0, 428.0, 190.0, 18.0], u9ZqOmekB4, 6496523]
[sub-ordered-list, [105.0, 446.0, 190.0, 18.0], u9ZqOmekB4, 6496523]
[sub-ordered-list, [105.0, 480.0, 195.0, 18.0], n8NbuWepr1, 6496523]
[sub-ordered-list, [105.0, 498.0, 195.0, 18.0], n8NbuWepr1, 6496523]
[sub-ordered-list, [105.0, 516.0, 195.0, 18.0], n8NbuWepr1, 6496523]
[sub-ordered-list, [99.0, 556.0, 212.0, 18.0], _iMwGu12od, 6496523]
[sub-ordered-list, [99.0, 574.0, 212.0, 18.0], _iMwGu12od, 6496523]
[folio, [152.0, 606.0, 159.0, 18.0], rcSZV4YQER, 6496523]
