[670, 1322]
[contact-info, [689.0, 79.0, 150.0, 18.0], oXURU4SGIg, 5656802]
[contact-info, [689.0, 97.0, 150.0, 18.0], oXURU4SGIg, 5656802]
[contact-info, [689.0, 115.0, 150.0, 18.0], oXURU4SGIg, 5656802]
[paragraph, [74.0, 167.0, 174.0, 18.0], shoonya_2sN128Z06MICTF, 5656802]
[paragraph, [74.0, 185.0, 174.0, 18.0], shoonya_2sN128Z06MICTF, 5656802]
[paragraph, [257.0, 183.0, 174.0, 18.0], shoonya_1sXT63N2U04805, 5656802]
[paragraph, [257.0, 201.0, 174.0, 18.0], shoonya_1sXT63N2U04805, 5656802]
[paragraph, [257.0, 219.0, 174.0, 18.0], shoonya_1sXT63N2U04805, 5656802]
[paragraph, [75.0, 204.0, 174.0, 18.0], shoonya_3sMAIBW833TVVZ, 5656802]
[paragraph, [75.0, 222.0, 174.0, 18.0], shoonya_3sMAIBW833TVVZ, 5656802]
[paragraph, [641.0, 205.0, 198.0, 18.0], shoonya_9sUBXOVRSVE98J, 5656802]
[paragraph, [256.0, 241.0, 175.0, 18.0], shoonya_8sI8MLOHPSW5UX, 5656802]
[paragraph, [256.0, 259.0, 175.0, 18.0], shoonya_8sI8MLOHPSW5UX, 5656802]
[paragraph, [256.0, 277.0, 175.0, 18.0], shoonya_8sI8MLOHPSW5UX, 5656802]
[paragraph, [256.0, 295.0, 175.0, 18.0], shoonya_8sI8MLOHPSW5UX, 5656802]
[paragraph, [74.0, 251.0, 174.0, 18.0], shoonya_0sXRVN3QRE46SA, 5656802]
[paragraph, [74.0, 269.0, 174.0, 18.0], shoonya_0sXRVN3QRE46SA, 5656802]
[paragraph, [74.0, 287.0, 174.0, 18.0], shoonya_0sXRVN3QRE46SA, 5656802]
[paragraph, [74.0, 305.0, 174.0, 18.0], shoonya_0sXRVN3QRE46SA, 5656802]
[paragraph, [74.0, 323.0, 174.0, 18.0], shoonya_0sXRVN3QRE46SA, 5656802]
[paragraph, [642.0, 252.0, 196.0, 18.0], shoonya_10s1EMLYRCHCYI, 5656802]
[unordered-list, [644.0, 302.0, 196.0, 18.0], shoonya_6sMGOAFCBKILGH, 5656802]
[unordered-list, [644.0, 320.0, 196.0, 18.0], shoonya_6sMGOAFCBKILGH, 5656802]
[unordered-list, [644.0, 338.0, 196.0, 18.0], shoonya_6sMGOAFCBKILGH, 5656802]
[unordered-list, [644.0, 356.0, 196.0, 18.0], shoonya_6sMGOAFCBKILGH, 5656802]
[unordered-list, [644.0, 374.0, 196.0, 18.0], shoonya_6sMGOAFCBKILGH, 5656802]
[unordered-list, [644.0, 392.0, 196.0, 18.0], shoonya_6sMGOAFCBKILGH, 5656802]
[unordered-list, [644.0, 410.0, 196.0, 18.0], shoonya_6sMGOAFCBKILGH, 5656802]
[paragraph, [257.0, 327.0, 174.0, 18.0], shoonya_13sAWSNIWUNJAV, 5656802]
[paragraph, [257.0, 345.0, 174.0, 18.0], shoonya_13sAWSNIWUNJAV, 5656802]
[paragraph, [257.0, 363.0, 174.0, 18.0], shoonya_13sAWSNIWUNJAV, 5656802]
[paragraph, [257.0, 388.0, 174.0, 18.0], shoonya_18sZ3BON0UH4CS, 5656802]
[paragraph, [257.0, 406.0, 174.0, 18.0], shoonya_18sZ3BON0UH4CS, 5656802]
[paragraph, [257.0, 424.0, 174.0, 18.0], shoonya_18sZ3BON0UH4CS, 5656802]
[folio, [597.0, 561.0, 249.0, 18.0], YZiPo5vMji, 5656802]
[folio, [597.0, 579.0, 249.0, 18.0], YZiPo5vMji, 5656802]
