[2200, 1700]
[paragraph, [290.0, 61.0, 1119.0, 36.0], shoonya_1sUOKO47LIG3YN, 5730954]
[paragraph, [290.0, 97.0, 1119.0, 36.0], shoonya_1sUOKO47LIG3YN, 5730954]
[paragraph, [290.0, 133.0, 1119.0, 36.0], shoonya_1sUOKO47LIG3YN, 5730954]
[paragraph, [290.0, 169.0, 1119.0, 36.0], shoonya_1sUOKO47LIG3YN, 5730954]
[paragraph, [290.0, 205.0, 1119.0, 36.0], shoonya_1sUOKO47LIG3YN, 5730954]
[paragraph, [290.0, 241.0, 1119.0, 36.0], shoonya_1sUOKO47LIG3YN, 5730954]
[paragraph, [290.0, 277.0, 1119.0, 36.0], shoonya_1sUOKO47LIG3YN, 5730954]
[paragraph, [290.0, 313.0, 1119.0, 36.0], shoonya_1sUOKO47LIG3YN, 5730954]
[paragraph, [290.0, 349.0, 1119.0, 36.0], shoonya_1sUOKO47LIG3YN, 5730954]
[paragraph, [290.0, 385.0, 1119.0, 36.0], shoonya_1sUOKO47LIG3YN, 5730954]
[paragraph, [290.0, 421.0, 1119.0, 36.0], shoonya_1sUOKO47LIG3YN, 5730954]
[paragraph, [290.0, 457.0, 1119.0, 36.0], shoonya_1sUOKO47LIG3YN, 5730954]
[paragraph, [290.0, 493.0, 1119.0, 36.0], shoonya_1sUOKO47LIG3YN, 5730954]
[paragraph, [290.0, 529.0, 1119.0, 36.0], shoonya_1sUOKO47LIG3YN, 5730954]
[paragraph, [290.0, 565.0, 1119.0, 36.0], shoonya_1sUOKO47LIG3YN, 5730954]
[paragraph, [290.0, 601.0, 1119.0, 36.0], shoonya_1sUOKO47LIG3YN, 5730954]
[paragraph, [290.0, 637.0, 1119.0, 36.0], shoonya_1sUOKO47LIG3YN, 5730954]
[section-title, [301.0, 700.0, 335.0, 52.5], 4AZi9Htxr_, 5730954]
[paragraph, [293.0, 769.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 805.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 841.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 877.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 913.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 949.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 985.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1021.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1057.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1093.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1129.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1165.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1201.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1237.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1273.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1309.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1345.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1381.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1417.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1453.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1489.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1525.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1561.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1597.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1633.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1669.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1705.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1741.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1777.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1813.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1849.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[paragraph, [293.0, 1885.0, 1124.0, 36.0], shoonya_0s790YFNG4P7DI, 5730954]
[folio, [944.0, 2019.0, 375.0, 36.0], rPNo_4Umoc, 5730954]
