[1273, 911]
[chapter-title, [323.0, 34.0, 138.0, 30.0], shoonya_0sH20KW1TENNYF, 5776394]
[paragraph, [51.0, 82.0, 656.0, 18.0], o8gcSusEig, 5776394]
[paragraph, [51.0, 100.0, 656.0, 18.0], o8gcSusEig, 5776394]
[paragraph, [51.0, 118.0, 656.0, 18.0], o8gcSusEig, 5776394]
[paragraph, [51.0, 136.0, 656.0, 18.0], o8gcSusEig, 5776394]
[paragraph, [50.0, 158.0, 657.0, 18.0], xisqUrsdg6, 5776394]
[paragraph, [50.0, 176.0, 657.0, 18.0], xisqUrsdg6, 5776394]
[paragraph, [50.0, 194.0, 657.0, 18.0], xisqUrsdg6, 5776394]
[paragraph, [50.0, 212.0, 657.0, 18.0], xisqUrsdg6, 5776394]
[paragraph, [50.0, 230.0, 657.0, 18.0], xisqUrsdg6, 5776394]
[paragraph, [51.0, 260.0, 653.0, 18.0], URpUw9Y9K2, 5776394]
[paragraph, [51.0, 278.0, 653.0, 18.0], URpUw9Y9K2, 5776394]
[paragraph, [51.0, 296.0, 653.0, 18.0], URpUw9Y9K2, 5776394]
[paragraph, [51.0, 314.0, 653.0, 18.0], URpUw9Y9K2, 5776394]
[paragraph, [51.0, 332.0, 653.0, 18.0], URpUw9Y9K2, 5776394]
[paragraph, [53.0, 360.0, 655.0, 18.0], qRbDucuNJX, 5776394]
[paragraph, [53.0, 378.0, 655.0, 18.0], qRbDucuNJX, 5776394]
[paragraph, [53.0, 396.0, 655.0, 18.0], qRbDucuNJX, 5776394]
[paragraph, [53.0, 414.0, 655.0, 18.0], qRbDucuNJX, 5776394]
[paragraph, [53.0, 432.0, 655.0, 18.0], qRbDucuNJX, 5776394]
[paragraph, [53.0, 450.0, 655.0, 18.0], qRbDucuNJX, 5776394]
[paragraph, [53.0, 468.0, 655.0, 18.0], qRbDucuNJX, 5776394]
[paragraph, [53.0, 486.0, 655.0, 18.0], qRbDucuNJX, 5776394]
[paragraph, [53.0, 511.0, 657.0, 18.0], wSPE1kExKR, 5776394]
[paragraph, [53.0, 529.0, 657.0, 18.0], wSPE1kExKR, 5776394]
[paragraph, [53.0, 547.0, 657.0, 18.0], wSPE1kExKR, 5776394]
[paragraph, [53.0, 565.0, 657.0, 18.0], wSPE1kExKR, 5776394]
[paragraph, [53.0, 583.0, 657.0, 18.0], wSPE1kExKR, 5776394]
[paragraph, [53.0, 601.0, 657.0, 18.0], wSPE1kExKR, 5776394]
[paragraph, [54.0, 634.0, 661.0, 18.0], x-pWrz1ldZ, 5776394]
[paragraph, [54.0, 652.0, 661.0, 18.0], x-pWrz1ldZ, 5776394]
[paragraph, [54.0, 670.0, 661.0, 18.0], x-pWrz1ldZ, 5776394]
[paragraph, [54.0, 688.0, 661.0, 18.0], x-pWrz1ldZ, 5776394]
[paragraph, [54.0, 706.0, 661.0, 18.0], x-pWrz1ldZ, 5776394]
[paragraph, [54.0, 724.0, 661.0, 18.0], x-pWrz1ldZ, 5776394]
[paragraph, [54.0, 742.0, 661.0, 18.0], x-pWrz1ldZ, 5776394]
[paragraph, [54.0, 760.0, 661.0, 18.0], x-pWrz1ldZ, 5776394]
[paragraph, [54.0, 778.0, 661.0, 18.0], x-pWrz1ldZ, 5776394]
[paragraph, [54.0, 796.0, 661.0, 18.0], x-pWrz1ldZ, 5776394]
[paragraph, [54.0, 814.0, 661.0, 18.0], x-pWrz1ldZ, 5776394]
[paragraph, [54.0, 832.0, 661.0, 18.0], x-pWrz1ldZ, 5776394]
[paragraph, [54.0, 850.0, 661.0, 18.0], x-pWrz1ldZ, 5776394]
[paragraph, [55.0, 886.0, 660.0, 18.0], 8o10RoFwhp, 5776394]
[paragraph, [55.0, 904.0, 660.0, 18.0], 8o10RoFwhp, 5776394]
[paragraph, [55.0, 922.0, 660.0, 18.0], 8o10RoFwhp, 5776394]
[paragraph, [55.0, 940.0, 660.0, 18.0], 8o10RoFwhp, 5776394]
[paragraph, [55.0, 958.0, 660.0, 18.0], 8o10RoFwhp, 5776394]
[paragraph, [55.0, 976.0, 660.0, 18.0], 8o10RoFwhp, 5776394]
[paragraph, [55.0, 994.0, 660.0, 18.0], 8o10RoFwhp, 5776394]
[paragraph, [55.0, 1012.0, 660.0, 18.0], 8o10RoFwhp, 5776394]
[paragraph, [56.0, 1038.0, 656.0, 18.0], ftZTI-ueiq, 5776394]
[paragraph, [56.0, 1056.0, 656.0, 18.0], ftZTI-ueiq, 5776394]
[paragraph, [56.0, 1074.0, 656.0, 18.0], ftZTI-ueiq, 5776394]
