[1372, 849]
[section-title, [354.0, 69.0, 143.0, 30.0], shoonya_2sVU0KG2U3RMXX, 5709715]
[paragraph, [60.0, 124.0, 723.0, 18.0], shoonya_1sHZSEW6UUZX61, 5709715]
[paragraph, [60.0, 142.0, 723.0, 18.0], shoonya_1sHZSEW6UUZX61, 5709715]
[paragraph, [60.0, 160.0, 723.0, 18.0], shoonya_1sHZSEW6UUZX61, 5709715]
[paragraph, [60.0, 178.0, 723.0, 18.0], shoonya_1sHZSEW6UUZX61, 5709715]
[paragraph, [60.0, 196.0, 723.0, 18.0], shoonya_1sHZSEW6UUZX61, 5709715]
[paragraph, [60.0, 214.0, 723.0, 18.0], shoonya_1sHZSEW6UUZX61, 5709715]
[paragraph, [60.0, 232.0, 723.0, 18.0], shoonya_1sHZSEW6UUZX61, 5709715]
[paragraph, [60.0, 250.0, 723.0, 18.0], shoonya_1sHZSEW6UUZX61, 5709715]
[paragraph, [60.0, 268.0, 723.0, 18.0], shoonya_1sHZSEW6UUZX61, 5709715]
[paragraph, [60.0, 286.0, 723.0, 18.0], shoonya_1sHZSEW6UUZX61, 5709715]
[paragraph, [60.0, 304.0, 723.0, 18.0], shoonya_1sHZSEW6UUZX61, 5709715]
[paragraph, [60.0, 322.0, 723.0, 18.0], shoonya_1sHZSEW6UUZX61, 5709715]
[paragraph, [60.0, 340.0, 723.0, 18.0], shoonya_1sHZSEW6UUZX61, 5709715]
[paragraph, [60.0, 358.0, 723.0, 18.0], shoonya_1sHZSEW6UUZX61, 5709715]
[paragraph, [59.0, 384.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 402.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 420.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 438.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 456.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 474.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 492.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 510.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 528.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 546.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 564.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 582.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 600.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 618.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 636.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 654.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 672.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 690.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 708.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 726.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 744.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 762.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 780.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 798.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 816.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 834.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 852.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 870.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 888.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 906.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 924.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 942.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 960.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 978.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 996.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 1014.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 1032.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 1050.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 1068.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 1086.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 1104.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 1122.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 1140.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 1158.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 1176.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 1194.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 1212.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [59.0, 1230.0, 726.0, 18.0], FLW0LVs8k1, 5709715]
[paragraph, [121.0, 1257.0, 664.0, 18.0], shoonya_0sIL89COZD45E7, 5709715]
