[1625, 1211]
[paragraph, [787.0, 92.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 128.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 164.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 200.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 236.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 272.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 308.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 344.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 380.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 416.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 452.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 488.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 524.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 560.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 596.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 632.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 668.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 704.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 740.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 776.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [787.0, 812.0, 349.0, 36.0], aZA15aCuhP, 5742922]
[paragraph, [74.0, 96.0, 340.0, 36.0], Wtx0MAfEBS, 5742922]
[paragraph, [74.0, 132.0, 340.0, 36.0], Wtx0MAfEBS, 5742922]
[paragraph, [74.0, 168.0, 340.0, 36.0], Wtx0MAfEBS, 5742922]
[paragraph, [74.0, 204.0, 340.0, 36.0], Wtx0MAfEBS, 5742922]
[paragraph, [74.0, 240.0, 340.0, 36.0], Wtx0MAfEBS, 5742922]
[paragraph, [74.0, 276.0, 340.0, 36.0], Wtx0MAfEBS, 5742922]
[paragraph, [74.0, 312.0, 340.0, 36.0], Wtx0MAfEBS, 5742922]
[paragraph, [74.0, 348.0, 340.0, 36.0], Wtx0MAfEBS, 5742922]
[paragraph, [74.0, 384.0, 340.0, 36.0], Wtx0MAfEBS, 5742922]
[paragraph, [429.0, 98.0, 341.0, 36.0], 6oUyQZQcs1, 5742922]
[paragraph, [429.0, 134.0, 341.0, 36.0], 6oUyQZQcs1, 5742922]
[paragraph, [429.0, 170.0, 341.0, 36.0], 6oUyQZQcs1, 5742922]
[paragraph, [429.0, 206.0, 341.0, 36.0], 6oUyQZQcs1, 5742922]
[paragraph, [435.0, 276.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 312.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 348.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 384.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 420.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 456.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 492.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 528.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 564.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 600.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 636.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 672.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 708.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 744.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 780.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 816.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 852.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 888.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 924.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 960.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 996.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 1032.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 1068.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 1104.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 1140.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 1176.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 1212.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 1248.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 1284.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 1320.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 1356.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 1392.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [435.0, 1428.0, 341.0, 36.0], MpG-yoM3AJ, 5742922]
[paragraph, [69.0, 458.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 494.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 530.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 566.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 602.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 638.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 674.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 710.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 746.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 782.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 818.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 854.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 890.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 926.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 962.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 998.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 1034.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 1070.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 1106.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 1142.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 1178.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 1214.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 1250.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 1286.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 1322.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 1358.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 1394.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [69.0, 1430.0, 346.0, 36.0], -24IGudd4E, 5742922]
[paragraph, [798.0, 879.0, 338.0, 36.0], shoonya_3s4JLC6SEP1VOP, 5742922]
[paragraph, [798.0, 915.0, 338.0, 36.0], shoonya_3s4JLC6SEP1VOP, 5742922]
[paragraph, [798.0, 951.0, 338.0, 36.0], shoonya_3s4JLC6SEP1VOP, 5742922]
[paragraph, [798.0, 987.0, 338.0, 36.0], shoonya_3s4JLC6SEP1VOP, 5742922]
[paragraph, [798.0, 1023.0, 338.0, 36.0], shoonya_3s4JLC6SEP1VOP, 5742922]
[paragraph, [798.0, 1059.0, 338.0, 36.0], shoonya_3s4JLC6SEP1VOP, 5742922]
[paragraph, [798.0, 1095.0, 338.0, 36.0], shoonya_3s4JLC6SEP1VOP, 5742922]
[paragraph, [798.0, 1131.0, 338.0, 36.0], shoonya_3s4JLC6SEP1VOP, 5742922]
[paragraph, [798.0, 1167.0, 338.0, 36.0], shoonya_3s4JLC6SEP1VOP, 5742922]
[paragraph, [798.0, 1203.0, 338.0, 36.0], shoonya_3s4JLC6SEP1VOP, 5742922]
[paragraph, [798.0, 1239.0, 338.0, 36.0], shoonya_3s4JLC6SEP1VOP, 5742922]
[paragraph, [798.0, 1275.0, 338.0, 36.0], shoonya_3s4JLC6SEP1VOP, 5742922]
[paragraph, [792.0, 1354.0, 335.0, 36.0], shoonya_1s9DTDO72SZIT1, 5742922]
