[2334, 1650]
[paragraph, [300.0, 167.0, 1151.0, 36.0], shoonya_6sYXAYPRD1BFE6, 5652333]
[paragraph, [300.0, 203.0, 1151.0, 36.0], shoonya_6sYXAYPRD1BFE6, 5652333]
[paragraph, [300.0, 239.0, 1151.0, 36.0], shoonya_6sYXAYPRD1BFE6, 5652333]
[paragraph, [300.0, 275.0, 1151.0, 36.0], shoonya_6sYXAYPRD1BFE6, 5652333]
[paragraph, [300.0, 311.0, 1151.0, 36.0], shoonya_6sYXAYPRD1BFE6, 5652333]
[paragraph, [311.0, 330.0, 1141.0, 36.0], shoonya_4sM5JUXXQ0T194, 5652333]
[paragraph, [311.0, 366.0, 1141.0, 36.0], shoonya_4sM5JUXXQ0T194, 5652333]
[paragraph, [311.0, 402.0, 1141.0, 36.0], shoonya_4sM5JUXXQ0T194, 5652333]
[paragraph, [311.0, 438.0, 1141.0, 36.0], shoonya_4sM5JUXXQ0T194, 5652333]
[paragraph, [311.0, 474.0, 1141.0, 36.0], shoonya_4sM5JUXXQ0T194, 5652333]
[paragraph, [311.0, 510.0, 1141.0, 36.0], shoonya_4sM5JUXXQ0T194, 5652333]
[paragraph, [314.0, 555.0, 1139.0, 36.0], shoonya_1sO522EFHPMM03, 5652333]
[paragraph, [314.0, 591.0, 1139.0, 36.0], shoonya_1sO522EFHPMM03, 5652333]
[paragraph, [314.0, 627.0, 1139.0, 36.0], shoonya_1sO522EFHPMM03, 5652333]
[paragraph, [314.0, 663.0, 1139.0, 36.0], shoonya_1sO522EFHPMM03, 5652333]
[paragraph, [314.0, 699.0, 1139.0, 36.0], shoonya_1sO522EFHPMM03, 5652333]
[paragraph, [314.0, 735.0, 1139.0, 36.0], shoonya_1sO522EFHPMM03, 5652333]
[paragraph, [314.0, 771.0, 1139.0, 36.0], shoonya_1sO522EFHPMM03, 5652333]
[paragraph, [314.0, 807.0, 1139.0, 36.0], shoonya_1sO522EFHPMM03, 5652333]
[paragraph, [314.0, 843.0, 1139.0, 36.0], shoonya_1sO522EFHPMM03, 5652333]
[paragraph, [314.0, 879.0, 1139.0, 36.0], shoonya_1sO522EFHPMM03, 5652333]
[paragraph, [319.0, 902.0, 1132.0, 36.0], shoonya_0s0ZXOZ6Y4XB7R, 5652333]
[paragraph, [319.0, 938.0, 1132.0, 36.0], shoonya_0s0ZXOZ6Y4XB7R, 5652333]
[paragraph, [319.0, 974.0, 1132.0, 36.0], shoonya_0s0ZXOZ6Y4XB7R, 5652333]
[paragraph, [319.0, 1010.0, 1132.0, 36.0], shoonya_0s0ZXOZ6Y4XB7R, 5652333]
[paragraph, [319.0, 1046.0, 1132.0, 36.0], shoonya_0s0ZXOZ6Y4XB7R, 5652333]
[paragraph, [319.0, 1082.0, 1132.0, 36.0], shoonya_0s0ZXOZ6Y4XB7R, 5652333]
[paragraph, [319.0, 1118.0, 1132.0, 36.0], shoonya_0s0ZXOZ6Y4XB7R, 5652333]
[paragraph, [319.0, 1154.0, 1132.0, 36.0], shoonya_0s0ZXOZ6Y4XB7R, 5652333]
[paragraph, [319.0, 1190.0, 1132.0, 36.0], shoonya_0s0ZXOZ6Y4XB7R, 5652333]
[paragraph, [319.0, 1226.0, 1132.0, 36.0], shoonya_0s0ZXOZ6Y4XB7R, 5652333]
[paragraph, [319.0, 1262.0, 1132.0, 36.0], shoonya_0s0ZXOZ6Y4XB7R, 5652333]
[paragraph, [319.0, 1298.0, 1132.0, 36.0], shoonya_0s0ZXOZ6Y4XB7R, 5652333]
[paragraph, [319.0, 1334.0, 1132.0, 36.0], shoonya_0s0ZXOZ6Y4XB7R, 5652333]
[paragraph, [319.0, 1370.0, 1132.0, 36.0], shoonya_0s0ZXOZ6Y4XB7R, 5652333]
[paragraph, [319.0, 1406.0, 1132.0, 36.0], shoonya_0s0ZXOZ6Y4XB7R, 5652333]
[paragraph, [316.0, 1479.0, 1139.0, 36.0], shoonya_2sLBXZVG24GQW3, 5652333]
[paragraph, [316.0, 1515.0, 1139.0, 36.0], shoonya_2sLBXZVG24GQW3, 5652333]
[paragraph, [316.0, 1551.0, 1139.0, 36.0], shoonya_2sLBXZVG24GQW3, 5652333]
[paragraph, [316.0, 1587.0, 1139.0, 36.0], shoonya_2sLBXZVG24GQW3, 5652333]
[paragraph, [316.0, 1623.0, 1139.0, 36.0], shoonya_2sLBXZVG24GQW3, 5652333]
[paragraph, [316.0, 1659.0, 1139.0, 36.0], shoonya_2sLBXZVG24GQW3, 5652333]
[paragraph, [316.0, 1695.0, 1139.0, 36.0], shoonya_2sLBXZVG24GQW3, 5652333]
[paragraph, [317.0, 1764.0, 1137.0, 36.0], shoonya_3sX9WNWBEPCGAS, 5652333]
[paragraph, [317.0, 1800.0, 1137.0, 36.0], shoonya_3sX9WNWBEPCGAS, 5652333]
[paragraph, [317.0, 1836.0, 1137.0, 36.0], shoonya_3sX9WNWBEPCGAS, 5652333]
[paragraph, [317.0, 1872.0, 1137.0, 36.0], shoonya_3sX9WNWBEPCGAS, 5652333]
[paragraph, [318.0, 1933.0, 1135.0, 36.0], shoonya_5sVL2M3LKUTQ6X, 5652333]
[paragraph, [318.0, 1969.0, 1135.0, 36.0], shoonya_5sVL2M3LKUTQ6X, 5652333]
[paragraph, [318.0, 2005.0, 1135.0, 36.0], shoonya_5sVL2M3LKUTQ6X, 5652333]
[folio, [383.0, 2100.0, 346.0, 36.0], ys1VXfnmZB, 5652333]
