[2339, 1653]
[paragraph, [247.0, 245.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 281.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 317.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 353.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 389.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 425.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 461.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 497.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 533.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 569.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 605.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 641.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 677.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 713.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 749.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 785.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 821.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 857.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 893.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 929.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 965.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [247.0, 1001.0, 1156.0, 36.0], shoonya_0sAJI0DGBO9RB5, 5686258]
[paragraph, [244.0, 1082.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [244.0, 1118.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [244.0, 1154.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [244.0, 1190.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [244.0, 1226.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [244.0, 1262.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [244.0, 1298.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [244.0, 1334.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [244.0, 1370.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [244.0, 1406.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [244.0, 1442.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [244.0, 1478.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [244.0, 1514.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [244.0, 1550.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [244.0, 1586.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [244.0, 1622.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [244.0, 1658.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [244.0, 1694.0, 1154.0, 36.0], shoonya_1sSACCRM223ADC, 5686258]
[paragraph, [240.0, 1774.0, 1159.0, 36.0], NPfl-JdzRE, 5686258]
[paragraph, [240.0, 1810.0, 1159.0, 36.0], NPfl-JdzRE, 5686258]
[paragraph, [240.0, 1846.0, 1159.0, 36.0], NPfl-JdzRE, 5686258]
[paragraph, [240.0, 1882.0, 1159.0, 36.0], NPfl-JdzRE, 5686258]
[paragraph, [240.0, 1918.0, 1159.0, 36.0], NPfl-JdzRE, 5686258]
[paragraph, [240.0, 1954.0, 1159.0, 36.0], NPfl-JdzRE, 5686258]
[paragraph, [240.0, 1990.0, 1159.0, 36.0], NPfl-JdzRE, 5686258]
[paragraph, [240.0, 2026.0, 1159.0, 36.0], NPfl-JdzRE, 5686258]
[paragraph, [240.0, 2062.0, 1159.0, 36.0], NPfl-JdzRE, 5686258]
