[1275, 750]
[folio, [299.0, 94.0, 147.0, 18.0], shoonya_3s9LFGZWDQ56W0, 5767244]
[paragraph, [71.0, 160.0, 601.0, 18.0], shoonya_1sQCQZDKMKCU8B, 5767244]
[paragraph, [71.0, 178.0, 601.0, 18.0], shoonya_1sQCQZDKMKCU8B, 5767244]
[paragraph, [71.0, 196.0, 601.0, 18.0], shoonya_1sQCQZDKMKCU8B, 5767244]
[paragraph, [71.0, 214.0, 601.0, 18.0], shoonya_1sQCQZDKMKCU8B, 5767244]
[paragraph, [71.0, 232.0, 601.0, 18.0], shoonya_1sQCQZDKMKCU8B, 5767244]
[section-title, [183.0, 273.0, 380.0, 30.0], shoonya_5s9UY7KEX5330E, 5767244]
[paragraph, [71.0, 344.0, 602.0, 18.0], shoonya_4sS99OD566IB2C, 5767244]
[paragraph, [71.0, 362.0, 602.0, 18.0], shoonya_4sS99OD566IB2C, 5767244]
[paragraph, [71.0, 380.0, 602.0, 18.0], shoonya_4sS99OD566IB2C, 5767244]
[paragraph, [71.0, 398.0, 602.0, 18.0], shoonya_4sS99OD566IB2C, 5767244]
[paragraph, [71.0, 416.0, 602.0, 18.0], shoonya_4sS99OD566IB2C, 5767244]
[paragraph, [71.0, 434.0, 602.0, 18.0], shoonya_4sS99OD566IB2C, 5767244]
[paragraph, [71.0, 452.0, 602.0, 18.0], shoonya_4sS99OD566IB2C, 5767244]
[paragraph, [71.0, 470.0, 602.0, 18.0], shoonya_4sS99OD566IB2C, 5767244]
[paragraph, [71.0, 488.0, 602.0, 18.0], shoonya_4sS99OD566IB2C, 5767244]
[paragraph, [71.0, 506.0, 602.0, 18.0], shoonya_4sS99OD566IB2C, 5767244]
[paragraph, [71.0, 524.0, 602.0, 18.0], shoonya_4sS99OD566IB2C, 5767244]
[paragraph, [71.0, 542.0, 602.0, 18.0], shoonya_4sS99OD566IB2C, 5767244]
[paragraph, [86.0, 562.0, 495.0, 18.0], RWTe_fCnQu, 5767244]
[paragraph, [86.0, 580.0, 495.0, 18.0], RWTe_fCnQu, 5767244]
[paragraph, [86.0, 598.0, 495.0, 18.0], RWTe_fCnQu, 5767244]
[paragraph, [86.0, 616.0, 495.0, 18.0], RWTe_fCnQu, 5767244]
[paragraph, [86.0, 634.0, 495.0, 18.0], RWTe_fCnQu, 5767244]
[paragraph, [348.0, 655.0, 326.0, 18.0], LEPzVv9l-G, 5767244]
[paragraph, [348.0, 673.0, 326.0, 18.0], LEPzVv9l-G, 5767244]
[paragraph, [70.0, 699.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 717.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 735.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 753.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 771.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 789.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 807.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 825.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 843.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 861.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 879.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 897.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 915.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 933.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 951.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 969.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 987.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 1005.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 1023.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 1041.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 1059.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 1077.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 1095.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 1113.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 1131.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 1149.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
[paragraph, [70.0, 1167.0, 604.0, 18.0], shoonya_6sWS98M3OZPXJS, 5767244]
