[2806, 1983]
[folio, [218.0, 230.0, 805.0, 46.5], q7sGObXtJc, 5683163]
[folio, [218.0, 276.5, 805.0, 46.5], q7sGObXtJc, 5683163]
[paragraph, [210.0, 426.0, 1541.0, 46.5], rMtbCtT9cQ, 5683163]
[paragraph, [210.0, 472.5, 1541.0, 46.5], rMtbCtT9cQ, 5683163]
[paragraph, [210.0, 519.0, 1541.0, 46.5], rMtbCtT9cQ, 5683163]
[paragraph, [210.0, 565.5, 1541.0, 46.5], rMtbCtT9cQ, 5683163]
[paragraph, [210.0, 612.0, 1541.0, 46.5], rMtbCtT9cQ, 5683163]
[paragraph, [210.0, 658.5, 1541.0, 46.5], rMtbCtT9cQ, 5683163]
[paragraph, [210.0, 705.0, 1541.0, 46.5], rMtbCtT9cQ, 5683163]
[paragraph, [210.0, 751.5, 1541.0, 46.5], rMtbCtT9cQ, 5683163]
[paragraph, [210.0, 798.0, 1541.0, 46.5], rMtbCtT9cQ, 5683163]
[paragraph, [210.0, 844.5, 1541.0, 46.5], rMtbCtT9cQ, 5683163]
[paragraph, [210.0, 891.0, 1541.0, 46.5], rMtbCtT9cQ, 5683163]
[paragraph, [210.0, 937.5, 1541.0, 46.5], rMtbCtT9cQ, 5683163]
[paragraph, [210.0, 984.0, 1541.0, 46.5], rMtbCtT9cQ, 5683163]
[paragraph, [210.0, 1030.5, 1541.0, 46.5], rMtbCtT9cQ, 5683163]
[paragraph, [218.0, 1235.0, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 1281.5, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 1328.0, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 1374.5, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 1421.0, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 1467.5, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 1514.0, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 1560.5, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 1607.0, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 1653.5, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 1700.0, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 1746.5, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 1793.0, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 1839.5, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 1886.0, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 1932.5, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 1979.0, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 2025.5, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 2072.0, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 2118.5, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 2165.0, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 2211.5, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 2258.0, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 2304.5, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 2351.0, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 2397.5, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 2444.0, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
[paragraph, [218.0, 2490.5, 1558.0, 46.5], shoonya_0sBGQDEPGXUUHO, 5683163]
