[2334, 1650]
[paragraph, [153.0, 758.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [153.0, 794.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [153.0, 830.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [153.0, 866.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [153.0, 902.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [153.0, 938.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [153.0, 974.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [153.0, 1010.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [153.0, 1046.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [153.0, 1082.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [153.0, 1118.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [153.0, 1154.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [153.0, 1190.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [153.0, 1226.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [153.0, 1262.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [153.0, 1298.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [153.0, 1334.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [153.0, 1370.0, 1207.0, 36.0], shoonya_0s6IKQ5D8Q79Z7, 5652229]
[paragraph, [150.0, 1437.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
[paragraph, [150.0, 1473.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
[paragraph, [150.0, 1509.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
[paragraph, [150.0, 1545.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
[paragraph, [150.0, 1581.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
[paragraph, [150.0, 1617.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
[paragraph, [150.0, 1653.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
[paragraph, [150.0, 1689.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
[paragraph, [150.0, 1725.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
[paragraph, [150.0, 1761.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
[paragraph, [150.0, 1797.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
[paragraph, [150.0, 1833.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
[paragraph, [150.0, 1869.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
[paragraph, [150.0, 1905.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
[paragraph, [150.0, 1941.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
[paragraph, [150.0, 1977.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
[paragraph, [150.0, 2013.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
[paragraph, [150.0, 2049.0, 1186.0, 36.0], shoonya_1sQ79W7A1NPU1P, 5652229]
