[2339, 1656]
[paragraph, [186.0, 189.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 225.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 261.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 297.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 333.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 369.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 405.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 441.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 477.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 513.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 549.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 585.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 621.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 657.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 693.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 729.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 765.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 801.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 837.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 873.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 909.0, 1286.0, 36.0], shoonya_0sWXTJE1BUHRMV, 5752293]
[paragraph, [186.0, 995.0, 1282.0, 36.0], shoonya_3s73U9672DJ04D, 5752293]
[paragraph, [186.0, 1031.0, 1282.0, 36.0], shoonya_3s73U9672DJ04D, 5752293]
[paragraph, [186.0, 1067.0, 1282.0, 36.0], shoonya_3s73U9672DJ04D, 5752293]
[paragraph, [186.0, 1103.0, 1282.0, 36.0], shoonya_3s73U9672DJ04D, 5752293]
[paragraph, [186.0, 1139.0, 1282.0, 36.0], shoonya_3s73U9672DJ04D, 5752293]
[paragraph, [186.0, 1175.0, 1282.0, 36.0], shoonya_3s73U9672DJ04D, 5752293]
[paragraph, [186.0, 1211.0, 1282.0, 36.0], shoonya_3s73U9672DJ04D, 5752293]
[paragraph, [186.0, 1247.0, 1282.0, 36.0], shoonya_3s73U9672DJ04D, 5752293]
[paragraph, [186.0, 1283.0, 1282.0, 36.0], shoonya_3s73U9672DJ04D, 5752293]
[paragraph, [186.0, 1319.0, 1282.0, 36.0], shoonya_3s73U9672DJ04D, 5752293]
[paragraph, [184.0, 1410.0, 1282.0, 36.0], shoonya_1sKK9Q6IS6LRPD, 5752293]
[paragraph, [184.0, 1446.0, 1282.0, 36.0], shoonya_1sKK9Q6IS6LRPD, 5752293]
[paragraph, [184.0, 1482.0, 1282.0, 36.0], shoonya_1sKK9Q6IS6LRPD, 5752293]
[paragraph, [184.0, 1518.0, 1282.0, 36.0], shoonya_1sKK9Q6IS6LRPD, 5752293]
[paragraph, [184.0, 1554.0, 1282.0, 36.0], shoonya_1sKK9Q6IS6LRPD, 5752293]
[paragraph, [184.0, 1590.0, 1282.0, 36.0], shoonya_1sKK9Q6IS6LRPD, 5752293]
[paragraph, [184.0, 1626.0, 1282.0, 36.0], shoonya_1sKK9Q6IS6LRPD, 5752293]
[paragraph, [184.0, 1662.0, 1282.0, 36.0], shoonya_1sKK9Q6IS6LRPD, 5752293]
[paragraph, [184.0, 1698.0, 1282.0, 36.0], shoonya_1sKK9Q6IS6LRPD, 5752293]
[paragraph, [184.0, 1734.0, 1282.0, 36.0], shoonya_1sKK9Q6IS6LRPD, 5752293]
[paragraph, [184.0, 1770.0, 1282.0, 36.0], shoonya_1sKK9Q6IS6LRPD, 5752293]
[paragraph, [184.0, 1806.0, 1282.0, 36.0], shoonya_1sKK9Q6IS6LRPD, 5752293]
[paragraph, [190.0, 1891.0, 1283.0, 36.0], mRMh6id1Ca, 5752293]
[paragraph, [190.0, 1927.0, 1283.0, 36.0], mRMh6id1Ca, 5752293]
[paragraph, [190.0, 1963.0, 1283.0, 36.0], mRMh6id1Ca, 5752293]
[paragraph, [190.0, 1999.0, 1283.0, 36.0], mRMh6id1Ca, 5752293]
[folio, [293.0, 2138.0, 480.0, 36.0], cOH45Lc3JF, 5752293]
