[2339, 1653]
[paragraph, [221.0, 179.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 215.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 251.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 287.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 323.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 359.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 395.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 431.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 467.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 503.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 539.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 575.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 611.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 647.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 683.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 719.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 755.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 791.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 827.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 863.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 899.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 935.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 971.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 1007.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 1043.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 1079.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 1115.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 1151.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 1187.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 1223.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 1259.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 1295.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 1331.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 1367.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [221.0, 1403.0, 1211.0, 36.0], shoonya_0s4DKZH6RXT5Y3, 5753502]
[paragraph, [734.0, 1497.0, 691.0, 36.0], shoonya_3s1DP6YE35JGTD, 5753502]
[paragraph, [734.0, 1533.0, 691.0, 36.0], shoonya_3s1DP6YE35JGTD, 5753502]
[paragraph, [734.0, 1569.0, 691.0, 36.0], shoonya_3s1DP6YE35JGTD, 5753502]
[paragraph, [734.0, 1605.0, 691.0, 36.0], shoonya_3s1DP6YE35JGTD, 5753502]
[paragraph, [734.0, 1641.0, 691.0, 36.0], shoonya_3s1DP6YE35JGTD, 5753502]
[paragraph, [734.0, 1677.0, 691.0, 36.0], shoonya_3s1DP6YE35JGTD, 5753502]
[paragraph, [734.0, 1713.0, 691.0, 36.0], shoonya_3s1DP6YE35JGTD, 5753502]
[paragraph, [734.0, 1749.0, 691.0, 36.0], shoonya_3s1DP6YE35JGTD, 5753502]
[paragraph, [734.0, 1785.0, 691.0, 36.0], shoonya_3s1DP6YE35JGTD, 5753502]
[paragraph, [734.0, 1821.0, 691.0, 36.0], shoonya_3s1DP6YE35JGTD, 5753502]
[reference, [231.0, 1952.0, 1201.0, 36.0], AaOdQYVuSk, 5753502]
[reference, [231.0, 1988.0, 1201.0, 36.0], AaOdQYVuSk, 5753502]
[reference, [231.0, 2024.0, 1201.0, 36.0], AaOdQYVuSk, 5753502]
[reference, [231.0, 2060.0, 1201.0, 36.0], AaOdQYVuSk, 5753502]
[reference, [231.0, 2096.0, 1201.0, 36.0], AaOdQYVuSk, 5753502]
