[1492, 1000]
[folio, [321.0, 157.0, 361.0, 18.0], shoonya_2sDUU1QQVA2PT0, 5720743]
[paragraph, [127.0, 214.0, 744.0, 18.0], shoonya_0sR96Y3I9MAULC, 5720743]
[paragraph, [127.0, 232.0, 744.0, 18.0], shoonya_0sR96Y3I9MAULC, 5720743]
[paragraph, [127.0, 250.0, 744.0, 18.0], shoonya_0sR96Y3I9MAULC, 5720743]
[paragraph, [127.0, 268.0, 744.0, 18.0], shoonya_0sR96Y3I9MAULC, 5720743]
[paragraph, [127.0, 286.0, 744.0, 18.0], shoonya_0sR96Y3I9MAULC, 5720743]
[paragraph, [127.0, 304.0, 744.0, 18.0], shoonya_0sR96Y3I9MAULC, 5720743]
[paragraph, [127.0, 322.0, 744.0, 18.0], shoonya_0sR96Y3I9MAULC, 5720743]
[paragraph, [127.0, 340.0, 744.0, 18.0], shoonya_0sR96Y3I9MAULC, 5720743]
[paragraph, [127.0, 358.0, 744.0, 18.0], shoonya_0sR96Y3I9MAULC, 5720743]
[paragraph, [127.0, 376.0, 744.0, 18.0], shoonya_0sR96Y3I9MAULC, 5720743]
[paragraph, [127.0, 394.0, 744.0, 18.0], shoonya_0sR96Y3I9MAULC, 5720743]
[paragraph, [127.0, 412.0, 744.0, 18.0], shoonya_0sR96Y3I9MAULC, 5720743]
[paragraph, [127.0, 430.0, 744.0, 18.0], shoonya_0sR96Y3I9MAULC, 5720743]
[paragraph, [127.0, 448.0, 744.0, 18.0], shoonya_0sR96Y3I9MAULC, 5720743]
[paragraph, [127.0, 466.0, 744.0, 18.0], shoonya_0sR96Y3I9MAULC, 5720743]
[paragraph, [138.0, 491.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 509.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 527.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 545.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 563.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 581.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 599.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 617.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 635.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 653.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 671.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 689.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 707.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 725.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 743.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 761.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 779.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 797.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 815.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 833.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 851.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 869.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 887.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 905.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 923.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 941.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 959.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 977.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 995.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 1013.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 1031.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 1049.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 1067.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 1085.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 1103.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 1121.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 1139.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 1157.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 1175.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 1193.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 1211.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 1229.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 1247.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 1265.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 1283.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
[paragraph, [138.0, 1301.0, 756.0, 18.0], JtGc8-tUkn, 5720743]
