[1755, 1240]
[folio, [634.0, 76.0, 484.0, 36.0], 7dvcmxYoBD, 5743629]
[paragraph, [198.0, 208.0, 927.0, 36.0], shoonya_1s0ZWEG6XU3UXS, 5743629]
[paragraph, [198.0, 244.0, 927.0, 36.0], shoonya_1s0ZWEG6XU3UXS, 5743629]
[paragraph, [198.0, 280.0, 927.0, 36.0], shoonya_1s0ZWEG6XU3UXS, 5743629]
[paragraph, [198.0, 316.0, 927.0, 36.0], shoonya_1s0ZWEG6XU3UXS, 5743629]
[paragraph, [198.0, 352.0, 927.0, 36.0], shoonya_1s0ZWEG6XU3UXS, 5743629]
[paragraph, [198.0, 388.0, 927.0, 36.0], shoonya_1s0ZWEG6XU3UXS, 5743629]
[paragraph, [198.0, 424.0, 927.0, 36.0], shoonya_1s0ZWEG6XU3UXS, 5743629]
[paragraph, [198.0, 460.0, 927.0, 36.0], shoonya_1s0ZWEG6XU3UXS, 5743629]
[paragraph, [198.0, 496.0, 927.0, 36.0], shoonya_1s0ZWEG6XU3UXS, 5743629]
[paragraph, [198.0, 532.0, 927.0, 36.0], shoonya_1s0ZWEG6XU3UXS, 5743629]
[paragraph, [198.0, 568.0, 927.0, 36.0], shoonya_1s0ZWEG6XU3UXS, 5743629]
[paragraph, [198.0, 604.0, 927.0, 36.0], shoonya_1s0ZWEG6XU3UXS, 5743629]
[paragraph, [193.0, 658.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 694.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 730.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 766.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 802.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 838.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 874.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 910.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 946.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 982.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 1018.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 1054.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 1090.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 1126.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 1162.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 1198.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 1234.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 1270.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 1306.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 1342.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 1378.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 1414.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 1450.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 1486.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 1522.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
[paragraph, [193.0, 1558.0, 927.0, 36.0], shoonya_2sE4MANAY8LDCN, 5743629]
