[1862, 1450]
[folio, [190.0, 161.0, 136.0, 36.0], shoonya_12sSOFVBEPOXMM, 5771310]
[headline, [163.0, 205.0, 1110.0, 37.5], sTIAUNSxQn, 5771310]
[headline, [163.0, 242.5, 1110.0, 37.5], sTIAUNSxQn, 5771310]
[headline, [163.0, 280.0, 1110.0, 37.5], sTIAUNSxQn, 5771310]
[paragraph, [190.0, 344.0, 530.0, 36.0], shoonya_0sNH29LIRPT9ZX, 5771310]
[paragraph, [190.0, 380.0, 530.0, 36.0], shoonya_0sNH29LIRPT9ZX, 5771310]
[paragraph, [190.0, 416.0, 530.0, 36.0], shoonya_0sNH29LIRPT9ZX, 5771310]
[paragraph, [190.0, 452.0, 530.0, 36.0], shoonya_0sNH29LIRPT9ZX, 5771310]
[paragraph, [190.0, 488.0, 530.0, 36.0], shoonya_0sNH29LIRPT9ZX, 5771310]
[paragraph, [190.0, 524.0, 530.0, 36.0], shoonya_0sNH29LIRPT9ZX, 5771310]
[paragraph, [190.0, 560.0, 530.0, 36.0], shoonya_0sNH29LIRPT9ZX, 5771310]
[paragraph, [190.0, 596.0, 530.0, 36.0], shoonya_0sNH29LIRPT9ZX, 5771310]
[paragraph, [729.0, 344.0, 524.0, 36.0], shoonya_2sVUTM9CU4OMD5, 5771310]
[paragraph, [729.0, 380.0, 524.0, 36.0], shoonya_2sVUTM9CU4OMD5, 5771310]
[paragraph, [729.0, 416.0, 524.0, 36.0], shoonya_2sVUTM9CU4OMD5, 5771310]
[paragraph, [729.0, 452.0, 524.0, 36.0], shoonya_2sVUTM9CU4OMD5, 5771310]
[paragraph, [730.0, 498.0, 525.0, 36.0], shoonya_1s5ZNUYT157JGR, 5771310]
[paragraph, [730.0, 534.0, 525.0, 36.0], shoonya_1s5ZNUYT157JGR, 5771310]
[paragraph, [730.0, 570.0, 525.0, 36.0], shoonya_1s5ZNUYT157JGR, 5771310]
[paragraph, [730.0, 606.0, 525.0, 36.0], shoonya_1s5ZNUYT157JGR, 5771310]
[paragraph, [730.0, 642.0, 525.0, 36.0], shoonya_1s5ZNUYT157JGR, 5771310]
[paragraph, [730.0, 678.0, 525.0, 36.0], shoonya_1s5ZNUYT157JGR, 5771310]
[paragraph, [730.0, 714.0, 525.0, 36.0], shoonya_1s5ZNUYT157JGR, 5771310]
[sidebar, [196.0, 673.0, 502.0, 36.0], shoonya_7sX56IOGWFKX8E, 5771310]
[sidebar, [196.0, 709.0, 502.0, 36.0], shoonya_7sX56IOGWFKX8E, 5771310]
[sidebar, [196.0, 745.0, 502.0, 36.0], shoonya_7sX56IOGWFKX8E, 5771310]
[sidebar, [196.0, 781.0, 502.0, 36.0], shoonya_7sX56IOGWFKX8E, 5771310]
[sidebar, [196.0, 817.0, 502.0, 36.0], shoonya_7sX56IOGWFKX8E, 5771310]
[sidebar, [196.0, 853.0, 502.0, 36.0], shoonya_7sX56IOGWFKX8E, 5771310]
[sidebar, [196.0, 889.0, 502.0, 36.0], shoonya_7sX56IOGWFKX8E, 5771310]
[sidebar, [196.0, 925.0, 502.0, 36.0], shoonya_7sX56IOGWFKX8E, 5771310]
[sidebar, [196.0, 961.0, 502.0, 36.0], shoonya_7sX56IOGWFKX8E, 5771310]
[sidebar, [196.0, 997.0, 502.0, 36.0], shoonya_7sX56IOGWFKX8E, 5771310]
[paragraph, [733.0, 767.0, 521.0, 36.0], shoonya_11sCLG58GXCL4G, 5771310]
[paragraph, [733.0, 803.0, 521.0, 36.0], shoonya_11sCLG58GXCL4G, 5771310]
[paragraph, [733.0, 839.0, 521.0, 36.0], shoonya_11sCLG58GXCL4G, 5771310]
[paragraph, [733.0, 875.0, 521.0, 36.0], shoonya_11sCLG58GXCL4G, 5771310]
[paragraph, [733.0, 911.0, 521.0, 36.0], shoonya_11sCLG58GXCL4G, 5771310]
[paragraph, [733.0, 947.0, 521.0, 36.0], shoonya_11sCLG58GXCL4G, 5771310]
[paragraph, [733.0, 983.0, 521.0, 36.0], shoonya_11sCLG58GXCL4G, 5771310]
[paragraph, [732.0, 1041.0, 522.0, 36.0], shoonya_8s5DTTPILD6CXT, 5771310]
[paragraph, [732.0, 1077.0, 522.0, 36.0], shoonya_8s5DTTPILD6CXT, 5771310]
[paragraph, [732.0, 1113.0, 522.0, 36.0], shoonya_8s5DTTPILD6CXT, 5771310]
[paragraph, [193.0, 1077.0, 524.0, 36.0], shoonya_3sACE6MOCZKB7D, 5771310]
[paragraph, [193.0, 1113.0, 524.0, 36.0], shoonya_3sACE6MOCZKB7D, 5771310]
[paragraph, [193.0, 1149.0, 524.0, 36.0], shoonya_3sACE6MOCZKB7D, 5771310]
[paragraph, [193.0, 1185.0, 524.0, 36.0], shoonya_3sACE6MOCZKB7D, 5771310]
[paragraph, [193.0, 1221.0, 524.0, 36.0], shoonya_3sACE6MOCZKB7D, 5771310]
[paragraph, [193.0, 1257.0, 524.0, 36.0], shoonya_3sACE6MOCZKB7D, 5771310]
[paragraph, [193.0, 1293.0, 524.0, 36.0], shoonya_3sACE6MOCZKB7D, 5771310]
[paragraph, [193.0, 1329.0, 524.0, 36.0], shoonya_3sACE6MOCZKB7D, 5771310]
[paragraph, [193.0, 1365.0, 524.0, 36.0], shoonya_3sACE6MOCZKB7D, 5771310]
[paragraph, [193.0, 1401.0, 524.0, 36.0], shoonya_3sACE6MOCZKB7D, 5771310]
[sidebar, [749.0, 1170.0, 498.0, 36.0], shoonya_9sJ2YKCEQGMLMF, 5771310]
[sidebar, [749.0, 1206.0, 498.0, 36.0], shoonya_9sJ2YKCEQGMLMF, 5771310]
[sidebar, [749.0, 1242.0, 498.0, 36.0], shoonya_9sJ2YKCEQGMLMF, 5771310]
[sidebar, [749.0, 1278.0, 498.0, 36.0], shoonya_9sJ2YKCEQGMLMF, 5771310]
[sidebar, [749.0, 1314.0, 498.0, 36.0], shoonya_9sJ2YKCEQGMLMF, 5771310]
[sidebar, [749.0, 1350.0, 498.0, 36.0], shoonya_9sJ2YKCEQGMLMF, 5771310]
[sidebar, [749.0, 1386.0, 498.0, 36.0], shoonya_9sJ2YKCEQGMLMF, 5771310]
[sidebar, [749.0, 1422.0, 498.0, 36.0], shoonya_9sJ2YKCEQGMLMF, 5771310]
[sidebar, [749.0, 1458.0, 498.0, 36.0], shoonya_9sJ2YKCEQGMLMF, 5771310]
[sidebar, [749.0, 1494.0, 498.0, 36.0], shoonya_9sJ2YKCEQGMLMF, 5771310]
[sidebar, [749.0, 1530.0, 498.0, 36.0], shoonya_9sJ2YKCEQGMLMF, 5771310]
[sidebar, [749.0, 1566.0, 498.0, 36.0], shoonya_9sJ2YKCEQGMLMF, 5771310]
[paragraph, [190.0, 1446.0, 521.0, 36.0], shoonya_5s0BS314OJZJLL, 5771310]
[paragraph, [191.0, 1506.0, 523.0, 36.0], shoonya_6sGGUEH9ENWNUZ, 5771310]
