[1736, 1323]
[section-title, [170.0, 563.0, 420.0, 49.5], mIeu4_2c4x, 5771467]
[paragraph, [667.0, 563.0, 524.0, 36.0], shoonya_11sASSP9LSKPHB, 5771467]
[paragraph, [667.0, 599.0, 524.0, 36.0], shoonya_11sASSP9LSKPHB, 5771467]
[paragraph, [667.0, 635.0, 524.0, 36.0], shoonya_11sASSP9LSKPHB, 5771467]
[paragraph, [667.0, 671.0, 524.0, 36.0], shoonya_11sASSP9LSKPHB, 5771467]
[paragraph, [110.0, 627.0, 555.0, 36.0], shoonya_12sAH1TZXF0Q5B, 5771467]
[paragraph, [110.0, 663.0, 555.0, 36.0], shoonya_12sAH1TZXF0Q5B, 5771467]
[paragraph, [110.0, 699.0, 555.0, 36.0], shoonya_12sAH1TZXF0Q5B, 5771467]
[paragraph, [110.0, 735.0, 555.0, 36.0], shoonya_12sAH1TZXF0Q5B, 5771467]
[paragraph, [110.0, 771.0, 555.0, 36.0], shoonya_12sAH1TZXF0Q5B, 5771467]
[paragraph, [669.0, 725.0, 529.0, 36.0], shoonya_5s8QLU3LOKRBSW, 5771467]
[section-title, [507.0, 803.0, 317.0, 49.5], shoonya_13sH134N2EOXRW, 5771467]
[section-title, [507.0, 852.5, 317.0, 49.5], shoonya_13sH134N2EOXRW, 5771467]
[section-title, [507.0, 902.0, 317.0, 49.5], shoonya_13sH134N2EOXRW, 5771467]
[section-title, [507.0, 951.5, 317.0, 49.5], shoonya_13sH134N2EOXRW, 5771467]
[paragraph, [112.0, 809.0, 371.0, 36.0], shoonya_0sWV3LWYX59KVA, 5771467]
[paragraph, [112.0, 845.0, 371.0, 36.0], shoonya_0sWV3LWYX59KVA, 5771467]
[paragraph, [112.0, 881.0, 371.0, 36.0], shoonya_0sWV3LWYX59KVA, 5771467]
[paragraph, [112.0, 917.0, 371.0, 36.0], shoonya_0sWV3LWYX59KVA, 5771467]
[paragraph, [112.0, 953.0, 371.0, 36.0], shoonya_0sWV3LWYX59KVA, 5771467]
[paragraph, [112.0, 989.0, 371.0, 36.0], shoonya_0sWV3LWYX59KVA, 5771467]
[paragraph, [112.0, 1025.0, 371.0, 36.0], shoonya_0sWV3LWYX59KVA, 5771467]
[paragraph, [840.0, 813.0, 354.0, 36.0], shoonya_6sN5U05VIHHVHO, 5771467]
[paragraph, [840.0, 849.0, 354.0, 36.0], shoonya_6sN5U05VIHHVHO, 5771467]
[paragraph, [840.0, 885.0, 354.0, 36.0], shoonya_6sN5U05VIHHVHO, 5771467]
[paragraph, [840.0, 921.0, 354.0, 36.0], shoonya_6sN5U05VIHHVHO, 5771467]
[paragraph, [840.0, 957.0, 354.0, 36.0], shoonya_6sN5U05VIHHVHO, 5771467]
[paragraph, [840.0, 993.0, 354.0, 36.0], shoonya_6sN5U05VIHHVHO, 5771467]
[paragraph, [840.0, 1029.0, 354.0, 36.0], shoonya_6sN5U05VIHHVHO, 5771467]
[paragraph, [120.0, 1067.0, 536.0, 36.0], shoonya_3sMWFGAKI5EBVH, 5771467]
[paragraph, [120.0, 1103.0, 536.0, 36.0], shoonya_3sMWFGAKI5EBVH, 5771467]
[paragraph, [120.0, 1139.0, 536.0, 36.0], shoonya_3sMWFGAKI5EBVH, 5771467]
[paragraph, [120.0, 1175.0, 536.0, 36.0], shoonya_3sMWFGAKI5EBVH, 5771467]
[paragraph, [120.0, 1211.0, 536.0, 36.0], shoonya_3sMWFGAKI5EBVH, 5771467]
[section-title, [697.0, 1095.0, 487.0, 49.5], shoonya_17s9X9C79W46JZ, 5771467]
[section-title, [697.0, 1144.5, 487.0, 49.5], shoonya_17s9X9C79W46JZ, 5771467]
[paragraph, [667.0, 1213.0, 526.0, 36.0], shoonya_9sSWV11DRVGUUQ, 5771467]
[paragraph, [667.0, 1249.0, 526.0, 36.0], shoonya_9sSWV11DRVGUUQ, 5771467]
[paragraph, [667.0, 1285.0, 526.0, 36.0], shoonya_9sSWV11DRVGUUQ, 5771467]
[paragraph, [667.0, 1321.0, 526.0, 36.0], shoonya_9sSWV11DRVGUUQ, 5771467]
[paragraph, [667.0, 1357.0, 526.0, 36.0], shoonya_9sSWV11DRVGUUQ, 5771467]
[paragraph, [667.0, 1393.0, 526.0, 36.0], shoonya_9sSWV11DRVGUUQ, 5771467]
[paragraph, [118.0, 1258.0, 539.0, 36.0], shoonya_7s291UP6634KGN, 5771467]
[paragraph, [118.0, 1294.0, 539.0, 36.0], shoonya_7s291UP6634KGN, 5771467]
[paragraph, [118.0, 1330.0, 539.0, 36.0], shoonya_7s291UP6634KGN, 5771467]
[paragraph, [118.0, 1366.0, 539.0, 36.0], shoonya_7s291UP6634KGN, 5771467]
[paragraph, [118.0, 1402.0, 539.0, 36.0], shoonya_7s291UP6634KGN, 5771467]
[paragraph, [118.0, 1438.0, 539.0, 36.0], shoonya_7s291UP6634KGN, 5771467]
[paragraph, [118.0, 1474.0, 539.0, 36.0], shoonya_7s291UP6634KGN, 5771467]
[paragraph, [667.0, 1471.0, 527.0, 36.0], shoonya_1s82WH095RM0G8, 5771467]
[paragraph, [667.0, 1507.0, 527.0, 36.0], shoonya_1s82WH095RM0G8, 5771467]
[folio, [567.0, 1568.0, 211.0, 36.0], shoonya_8sWAP7ZOQYCAA6, 5771467]
[folio, [59.0, 1689.0, 202.0, 36.0], shoonya_21sQYL1U5YQGV0, 5771467]
