[2200, 1700]
[paragraph, [396.0, 125.0, 895.0, 36.0], 9IIQ5ezoN9, 5660255]
[paragraph, [396.0, 161.0, 895.0, 36.0], 9IIQ5ezoN9, 5660255]
[paragraph, [396.0, 197.0, 895.0, 36.0], 9IIQ5ezoN9, 5660255]
[paragraph, [396.0, 233.0, 895.0, 36.0], 9IIQ5ezoN9, 5660255]
[paragraph, [411.0, 293.0, 872.0, 36.0], shoonya_2sVWJTPS1UIF8H, 5660255]
[paragraph, [411.0, 329.0, 872.0, 36.0], shoonya_2sVWJTPS1UIF8H, 5660255]
[paragraph, [411.0, 365.0, 872.0, 36.0], shoonya_2sVWJTPS1UIF8H, 5660255]
[paragraph, [411.0, 401.0, 872.0, 36.0], shoonya_2sVWJTPS1UIF8H, 5660255]
[paragraph, [415.0, 584.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 620.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 656.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 692.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 728.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 764.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 800.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 836.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 872.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 908.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 944.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 980.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1016.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1052.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1088.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1124.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1160.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1196.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1232.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1268.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1304.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1340.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1376.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1412.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1448.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1484.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1520.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1556.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1592.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
[paragraph, [415.0, 1628.0, 866.0, 36.0], shoonya_0sAHUM59O9J2KL, 5660255]
