[3509, 2480]
[paragraph, [358.0, 370.0, 1754.0, 52.5], shoonya_2sKL63HBFRW00B, 5724156]
[paragraph, [358.0, 422.5, 1754.0, 52.5], shoonya_2sKL63HBFRW00B, 5724156]
[paragraph, [358.0, 475.0, 1754.0, 52.5], shoonya_2sKL63HBFRW00B, 5724156]
[paragraph, [358.0, 527.5, 1754.0, 52.5], shoonya_2sKL63HBFRW00B, 5724156]
[paragraph, [344.0, 650.0, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [344.0, 702.5, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [344.0, 755.0, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [344.0, 807.5, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [344.0, 860.0, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [344.0, 912.5, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [344.0, 965.0, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [344.0, 1017.5, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [344.0, 1070.0, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [344.0, 1122.5, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [344.0, 1175.0, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [344.0, 1227.5, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [344.0, 1280.0, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [344.0, 1332.5, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [344.0, 1385.0, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [344.0, 1437.5, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [344.0, 1490.0, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [344.0, 1542.5, 1788.0, 52.5], dsMxGNw7sb, 5724156]
[paragraph, [334.0, 1658.0, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 1710.5, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 1763.0, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 1815.5, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 1868.0, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 1920.5, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 1973.0, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2025.5, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2078.0, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2130.5, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2183.0, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2235.5, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2288.0, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2340.5, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2393.0, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2445.5, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2498.0, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2550.5, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2603.0, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2655.5, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2708.0, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2760.5, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2813.0, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2865.5, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
[paragraph, [334.0, 2918.0, 1857.0, 52.5], shoonya_0sCFHOQBY4CWPB, 5724156]
