[2200, 1700]
[paragraph, [372.0, 115.0, 1134.0, 36.0], shoonya_3sRRCC67JIT5JW, 5733850]
[paragraph, [372.0, 151.0, 1134.0, 36.0], shoonya_3sRRCC67JIT5JW, 5733850]
[paragraph, [372.0, 187.0, 1134.0, 36.0], shoonya_3sRRCC67JIT5JW, 5733850]
[paragraph, [372.0, 223.0, 1134.0, 36.0], shoonya_3sRRCC67JIT5JW, 5733850]
[paragraph, [372.0, 259.0, 1134.0, 36.0], shoonya_3sRRCC67JIT5JW, 5733850]
[paragraph, [372.0, 295.0, 1134.0, 36.0], shoonya_3sRRCC67JIT5JW, 5733850]
[paragraph, [372.0, 331.0, 1134.0, 36.0], shoonya_3sRRCC67JIT5JW, 5733850]
[paragraph, [372.0, 367.0, 1134.0, 36.0], shoonya_3sRRCC67JIT5JW, 5733850]
[paragraph, [372.0, 403.0, 1134.0, 36.0], shoonya_3sRRCC67JIT5JW, 5733850]
[paragraph, [372.0, 472.0, 1134.0, 36.0], shoonya_0sBWHTNUXNTM67, 5733850]
[paragraph, [372.0, 508.0, 1134.0, 36.0], shoonya_0sBWHTNUXNTM67, 5733850]
[paragraph, [372.0, 544.0, 1134.0, 36.0], shoonya_0sBWHTNUXNTM67, 5733850]
[paragraph, [372.0, 580.0, 1134.0, 36.0], shoonya_0sBWHTNUXNTM67, 5733850]
[paragraph, [372.0, 616.0, 1134.0, 36.0], shoonya_0sBWHTNUXNTM67, 5733850]
[paragraph, [372.0, 652.0, 1134.0, 36.0], shoonya_0sBWHTNUXNTM67, 5733850]
[paragraph, [372.0, 688.0, 1134.0, 36.0], shoonya_0sBWHTNUXNTM67, 5733850]
[paragraph, [372.0, 724.0, 1134.0, 36.0], shoonya_0sBWHTNUXNTM67, 5733850]
[paragraph, [372.0, 760.0, 1134.0, 36.0], shoonya_0sBWHTNUXNTM67, 5733850]
[paragraph, [372.0, 796.0, 1134.0, 36.0], shoonya_0sBWHTNUXNTM67, 5733850]
[paragraph, [372.0, 832.0, 1134.0, 36.0], shoonya_0sBWHTNUXNTM67, 5733850]
[paragraph, [372.0, 868.0, 1134.0, 36.0], shoonya_0sBWHTNUXNTM67, 5733850]
[paragraph, [372.0, 904.0, 1134.0, 36.0], shoonya_0sBWHTNUXNTM67, 5733850]
[paragraph, [372.0, 940.0, 1134.0, 36.0], shoonya_0sBWHTNUXNTM67, 5733850]
[paragraph, [372.0, 976.0, 1134.0, 36.0], shoonya_0sBWHTNUXNTM67, 5733850]
[paragraph, [372.0, 1012.0, 1134.0, 36.0], shoonya_0sBWHTNUXNTM67, 5733850]
[paragraph, [376.0, 1181.0, 1129.0, 36.0], shoonya_2s29EWHR6KQ7LO, 5733850]
[paragraph, [376.0, 1217.0, 1129.0, 36.0], shoonya_2s29EWHR6KQ7LO, 5733850]
[paragraph, [376.0, 1253.0, 1129.0, 36.0], shoonya_2s29EWHR6KQ7LO, 5733850]
[paragraph, [376.0, 1289.0, 1129.0, 36.0], shoonya_2s29EWHR6KQ7LO, 5733850]
[paragraph, [378.0, 1429.0, 1132.0, 36.0], shoonya_1sT0VYIDIWA0EB, 5733850]
[paragraph, [378.0, 1465.0, 1132.0, 36.0], shoonya_1sT0VYIDIWA0EB, 5733850]
[paragraph, [378.0, 1501.0, 1132.0, 36.0], shoonya_1sT0VYIDIWA0EB, 5733850]
[paragraph, [378.0, 1537.0, 1132.0, 36.0], shoonya_1sT0VYIDIWA0EB, 5733850]
[paragraph, [378.0, 1573.0, 1132.0, 36.0], shoonya_1sT0VYIDIWA0EB, 5733850]
[paragraph, [378.0, 1609.0, 1132.0, 36.0], shoonya_1sT0VYIDIWA0EB, 5733850]
[paragraph, [378.0, 1645.0, 1132.0, 36.0], shoonya_1sT0VYIDIWA0EB, 5733850]
[paragraph, [378.0, 1681.0, 1132.0, 36.0], shoonya_1sT0VYIDIWA0EB, 5733850]
[paragraph, [378.0, 1717.0, 1132.0, 36.0], shoonya_1sT0VYIDIWA0EB, 5733850]
[paragraph, [378.0, 1753.0, 1132.0, 36.0], shoonya_1sT0VYIDIWA0EB, 5733850]
[paragraph, [378.0, 1789.0, 1132.0, 36.0], shoonya_1sT0VYIDIWA0EB, 5733850]
[paragraph, [378.0, 1825.0, 1132.0, 36.0], shoonya_1sT0VYIDIWA0EB, 5733850]
[paragraph, [378.0, 1861.0, 1132.0, 36.0], shoonya_1sT0VYIDIWA0EB, 5733850]
[paragraph, [372.0, 1947.0, 1131.0, 36.0], shoonya_4sTZVCMTU5SX45, 5733850]
[paragraph, [372.0, 1983.0, 1131.0, 36.0], shoonya_4sTZVCMTU5SX45, 5733850]
[paragraph, [372.0, 2019.0, 1131.0, 36.0], shoonya_4sTZVCMTU5SX45, 5733850]
