[2339, 1656]
[paragraph, [189.0, 100.0, 494.0, 36.0], shoonya_4s5HBEMOYHDICJ, 5750189]
[paragraph, [189.0, 136.0, 494.0, 36.0], shoonya_4s5HBEMOYHDICJ, 5750189]
[paragraph, [189.0, 172.0, 494.0, 36.0], shoonya_4s5HBEMOYHDICJ, 5750189]
[paragraph, [857.0, 105.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 141.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 177.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 213.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 249.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 285.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 321.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 357.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 393.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 429.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 465.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 501.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 537.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 573.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 609.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 645.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 681.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 717.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 753.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 789.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 825.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 861.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 897.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 933.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
[paragraph, [857.0, 969.0, 702.0, 36.0], shoonya_1s8U5JECOX9HKE, 5750189]
