[1242, 913]
[chapter-title, [273.0, 24.0, 215.0, 30.0], shoonya_0s5OEIJ780ZY07, 5776080]
[paragraph, [60.0, 81.0, 654.0, 18.0], nlGgVfNCY1, 5776080]
[paragraph, [60.0, 99.0, 654.0, 18.0], nlGgVfNCY1, 5776080]
[paragraph, [60.0, 117.0, 654.0, 18.0], nlGgVfNCY1, 5776080]
[paragraph, [60.0, 135.0, 654.0, 18.0], nlGgVfNCY1, 5776080]
[paragraph, [61.0, 160.0, 654.0, 18.0], Ee8PXl8mIv, 5776080]
[paragraph, [61.0, 178.0, 654.0, 18.0], Ee8PXl8mIv, 5776080]
[paragraph, [61.0, 196.0, 654.0, 18.0], Ee8PXl8mIv, 5776080]
[paragraph, [61.0, 214.0, 654.0, 18.0], Ee8PXl8mIv, 5776080]
[paragraph, [61.0, 232.0, 654.0, 18.0], Ee8PXl8mIv, 5776080]
[paragraph, [61.0, 250.0, 654.0, 18.0], Ee8PXl8mIv, 5776080]
[paragraph, [62.0, 285.0, 653.0, 18.0], IQOGV3nrAh, 5776080]
[paragraph, [62.0, 303.0, 653.0, 18.0], IQOGV3nrAh, 5776080]
[paragraph, [62.0, 321.0, 653.0, 18.0], IQOGV3nrAh, 5776080]
[paragraph, [62.0, 339.0, 653.0, 18.0], IQOGV3nrAh, 5776080]
[paragraph, [62.0, 357.0, 653.0, 18.0], IQOGV3nrAh, 5776080]
[paragraph, [62.0, 375.0, 653.0, 18.0], IQOGV3nrAh, 5776080]
[paragraph, [61.0, 407.0, 655.0, 18.0], HF4kWImZN0, 5776080]
[paragraph, [61.0, 425.0, 655.0, 18.0], HF4kWImZN0, 5776080]
[paragraph, [61.0, 443.0, 655.0, 18.0], HF4kWImZN0, 5776080]
[paragraph, [67.0, 459.0, 649.0, 18.0], 0LQuoR-5US, 5776080]
[paragraph, [67.0, 477.0, 649.0, 18.0], 0LQuoR-5US, 5776080]
[paragraph, [67.0, 495.0, 649.0, 18.0], 0LQuoR-5US, 5776080]
[paragraph, [67.0, 513.0, 649.0, 18.0], 0LQuoR-5US, 5776080]
[paragraph, [67.0, 531.0, 649.0, 18.0], 0LQuoR-5US, 5776080]
[paragraph, [67.0, 549.0, 649.0, 18.0], 0LQuoR-5US, 5776080]
[paragraph, [67.0, 567.0, 649.0, 18.0], 0LQuoR-5US, 5776080]
[paragraph, [66.0, 584.0, 653.0, 18.0], rfHpEO15lk, 5776080]
[paragraph, [66.0, 602.0, 653.0, 18.0], rfHpEO15lk, 5776080]
[paragraph, [66.0, 620.0, 653.0, 18.0], rfHpEO15lk, 5776080]
[paragraph, [66.0, 638.0, 653.0, 18.0], rfHpEO15lk, 5776080]
[paragraph, [66.0, 656.0, 653.0, 18.0], rfHpEO15lk, 5776080]
[paragraph, [66.0, 674.0, 653.0, 18.0], rfHpEO15lk, 5776080]
[paragraph, [66.0, 692.0, 653.0, 18.0], rfHpEO15lk, 5776080]
[paragraph, [66.0, 710.0, 653.0, 18.0], rfHpEO15lk, 5776080]
[paragraph, [64.0, 734.0, 660.0, 18.0], 9Ce2KnVxEl, 5776080]
[paragraph, [64.0, 752.0, 660.0, 18.0], 9Ce2KnVxEl, 5776080]
[paragraph, [64.0, 770.0, 660.0, 18.0], 9Ce2KnVxEl, 5776080]
[paragraph, [64.0, 788.0, 660.0, 18.0], 9Ce2KnVxEl, 5776080]
[paragraph, [64.0, 806.0, 660.0, 18.0], 9Ce2KnVxEl, 5776080]
[paragraph, [64.0, 824.0, 660.0, 18.0], 9Ce2KnVxEl, 5776080]
[paragraph, [64.0, 842.0, 660.0, 18.0], 9Ce2KnVxEl, 5776080]
[paragraph, [64.0, 860.0, 660.0, 18.0], 9Ce2KnVxEl, 5776080]
[paragraph, [64.0, 878.0, 660.0, 18.0], 9Ce2KnVxEl, 5776080]
[paragraph, [64.0, 896.0, 660.0, 18.0], 9Ce2KnVxEl, 5776080]
[paragraph, [64.0, 914.0, 660.0, 18.0], 9Ce2KnVxEl, 5776080]
[paragraph, [64.0, 932.0, 660.0, 18.0], 9Ce2KnVxEl, 5776080]
[paragraph, [61.0, 957.0, 667.0, 18.0], Vp0N9bAZPp, 5776080]
[paragraph, [61.0, 975.0, 667.0, 18.0], Vp0N9bAZPp, 5776080]
[paragraph, [56.0, 1006.0, 675.0, 18.0], CokdwoigPo, 5776080]
[paragraph, [56.0, 1024.0, 675.0, 18.0], CokdwoigPo, 5776080]
[paragraph, [56.0, 1042.0, 675.0, 18.0], CokdwoigPo, 5776080]
[paragraph, [56.0, 1060.0, 675.0, 18.0], CokdwoigPo, 5776080]
[paragraph, [56.0, 1078.0, 675.0, 18.0], CokdwoigPo, 5776080]
