[1271, 919]
[chapter-title, [272.0, 64.0, 266.0, 30.0], shoonya_5sU11YYATIWZJT, 5776513]
[paragraph, [91.0, 102.0, 631.0, 18.0], shoonya_0sMV93OQZVH9PU, 5776513]
[paragraph, [91.0, 120.0, 631.0, 18.0], shoonya_0sMV93OQZVH9PU, 5776513]
[paragraph, [91.0, 138.0, 631.0, 18.0], shoonya_0sMV93OQZVH9PU, 5776513]
[paragraph, [91.0, 156.0, 631.0, 18.0], shoonya_0sMV93OQZVH9PU, 5776513]
[paragraph, [91.0, 174.0, 631.0, 18.0], shoonya_0sMV93OQZVH9PU, 5776513]
[paragraph, [91.0, 192.0, 631.0, 18.0], shoonya_0sMV93OQZVH9PU, 5776513]
[paragraph, [91.0, 210.0, 631.0, 18.0], shoonya_0sMV93OQZVH9PU, 5776513]
[paragraph, [91.0, 228.0, 631.0, 18.0], shoonya_0sMV93OQZVH9PU, 5776513]
[paragraph, [91.0, 246.0, 631.0, 18.0], shoonya_0sMV93OQZVH9PU, 5776513]
[paragraph, [91.0, 264.0, 631.0, 18.0], shoonya_0sMV93OQZVH9PU, 5776513]
[paragraph, [91.0, 282.0, 631.0, 18.0], shoonya_0sMV93OQZVH9PU, 5776513]
[paragraph, [91.0, 300.0, 631.0, 18.0], shoonya_0sMV93OQZVH9PU, 5776513]
[paragraph, [91.0, 318.0, 631.0, 18.0], shoonya_0sMV93OQZVH9PU, 5776513]
[paragraph, [91.0, 336.0, 631.0, 18.0], shoonya_0sMV93OQZVH9PU, 5776513]
[paragraph, [94.0, 355.0, 627.0, 18.0], shoonya_2sZUQLHXGKXYUW, 5776513]
[paragraph, [94.0, 373.0, 627.0, 18.0], shoonya_2sZUQLHXGKXYUW, 5776513]
[paragraph, [94.0, 391.0, 627.0, 18.0], shoonya_2sZUQLHXGKXYUW, 5776513]
[paragraph, [94.0, 409.0, 627.0, 18.0], shoonya_2sZUQLHXGKXYUW, 5776513]
[paragraph, [94.0, 427.0, 627.0, 18.0], shoonya_2sZUQLHXGKXYUW, 5776513]
[paragraph, [94.0, 445.0, 627.0, 18.0], shoonya_2sZUQLHXGKXYUW, 5776513]
[paragraph, [97.0, 479.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 497.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 515.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 533.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 551.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 569.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 587.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 605.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 623.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 641.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 659.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 677.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 695.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 713.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 731.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 749.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 767.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 785.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 803.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 821.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 839.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 857.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 875.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 893.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 911.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 929.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 947.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 965.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 983.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 1001.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 1019.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [97.0, 1037.0, 640.0, 18.0], shoonya_1s10HP1G8X1OH9, 5776513]
[paragraph, [105.0, 1054.0, 627.0, 18.0], shoonya_3sM2G6A5HA9UW9, 5776513]
[paragraph, [105.0, 1072.0, 627.0, 18.0], shoonya_3sM2G6A5HA9UW9, 5776513]
[paragraph, [105.0, 1090.0, 627.0, 18.0], shoonya_3sM2G6A5HA9UW9, 5776513]
