[1625, 1211]
[headline, [272.0, 71.0, 678.0, 37.5], H_RiAjG5C2, 5742509]
[sub-headline, [102.0, 134.0, 1012.0, 36.0], 2YrqwiyT3c, 5742509]
[paragraph, [796.0, 190.0, 336.0, 36.0], shoonya_1sQFKWLHL620ZG, 5742509]
[paragraph, [796.0, 226.0, 336.0, 36.0], shoonya_1sQFKWLHL620ZG, 5742509]
[paragraph, [796.0, 262.0, 336.0, 36.0], shoonya_1sQFKWLHL620ZG, 5742509]
[paragraph, [796.0, 298.0, 336.0, 36.0], shoonya_1sQFKWLHL620ZG, 5742509]
[paragraph, [796.0, 334.0, 336.0, 36.0], shoonya_1sQFKWLHL620ZG, 5742509]
[paragraph, [796.0, 370.0, 336.0, 36.0], shoonya_1sQFKWLHL620ZG, 5742509]
[paragraph, [796.0, 406.0, 336.0, 36.0], shoonya_1sQFKWLHL620ZG, 5742509]
[paragraph, [796.0, 442.0, 336.0, 36.0], shoonya_1sQFKWLHL620ZG, 5742509]
[paragraph, [796.0, 478.0, 336.0, 36.0], shoonya_1sQFKWLHL620ZG, 5742509]
[paragraph, [796.0, 514.0, 336.0, 36.0], shoonya_1sQFKWLHL620ZG, 5742509]
[paragraph, [796.0, 550.0, 336.0, 36.0], shoonya_1sQFKWLHL620ZG, 5742509]
[paragraph, [796.0, 586.0, 336.0, 36.0], shoonya_1sQFKWLHL620ZG, 5742509]
[paragraph, [796.0, 622.0, 336.0, 36.0], shoonya_1sQFKWLHL620ZG, 5742509]
[author, [122.0, 195.0, 225.0, 36.0], ZcH2pNAj8X, 5742509]
[paragraph, [432.0, 198.0, 333.0, 36.0], 180qPcIf6e, 5742509]
[paragraph, [432.0, 234.0, 333.0, 36.0], 180qPcIf6e, 5742509]
[paragraph, [432.0, 270.0, 333.0, 36.0], 180qPcIf6e, 5742509]
[paragraph, [432.0, 306.0, 333.0, 36.0], 180qPcIf6e, 5742509]
[paragraph, [432.0, 342.0, 333.0, 36.0], 180qPcIf6e, 5742509]
[paragraph, [432.0, 378.0, 333.0, 36.0], 180qPcIf6e, 5742509]
[paragraph, [432.0, 414.0, 333.0, 36.0], 180qPcIf6e, 5742509]
[paragraph, [432.0, 450.0, 333.0, 36.0], 180qPcIf6e, 5742509]
[paragraph, [432.0, 486.0, 333.0, 36.0], 180qPcIf6e, 5742509]
[paragraph, [432.0, 522.0, 333.0, 36.0], 180qPcIf6e, 5742509]
[paragraph, [432.0, 558.0, 333.0, 36.0], 180qPcIf6e, 5742509]
[paragraph, [58.0, 248.0, 353.0, 36.0], shoonya_0sXI3VFO9MS9I2, 5742509]
[paragraph, [58.0, 284.0, 353.0, 36.0], shoonya_0sXI3VFO9MS9I2, 5742509]
[paragraph, [58.0, 320.0, 353.0, 36.0], shoonya_0sXI3VFO9MS9I2, 5742509]
[paragraph, [58.0, 356.0, 353.0, 36.0], shoonya_0sXI3VFO9MS9I2, 5742509]
[paragraph, [58.0, 392.0, 353.0, 36.0], shoonya_0sXI3VFO9MS9I2, 5742509]
[paragraph, [69.0, 477.0, 348.0, 36.0], nGg2aI9ywf, 5742509]
[paragraph, [69.0, 513.0, 348.0, 36.0], nGg2aI9ywf, 5742509]
[paragraph, [69.0, 549.0, 348.0, 36.0], nGg2aI9ywf, 5742509]
[paragraph, [69.0, 585.0, 348.0, 36.0], nGg2aI9ywf, 5742509]
[paragraph, [69.0, 621.0, 348.0, 36.0], nGg2aI9ywf, 5742509]
[paragraph, [69.0, 657.0, 348.0, 36.0], nGg2aI9ywf, 5742509]
[paragraph, [434.0, 612.0, 339.0, 36.0], OsN7W1zb6v, 5742509]
