[1787, 1218]
[author, [838.0, 376.0, 271.0, 36.0], 7PpeEH0vJD, 5651153]
[paragraph, [105.0, 475.0, 1018.0, 36.0], shoonya_1s2IF4LBX5O2O3, 5651153]
[paragraph, [105.0, 511.0, 1018.0, 36.0], shoonya_1s2IF4LBX5O2O3, 5651153]
[paragraph, [105.0, 547.0, 1018.0, 36.0], shoonya_1s2IF4LBX5O2O3, 5651153]
[paragraph, [105.0, 583.0, 1018.0, 36.0], shoonya_1s2IF4LBX5O2O3, 5651153]
[paragraph, [107.0, 637.0, 1012.0, 36.0], shoonya_2sLLZ5BDBWJ2RL, 5651153]
[paragraph, [107.0, 673.0, 1012.0, 36.0], shoonya_2sLLZ5BDBWJ2RL, 5651153]
[paragraph, [107.0, 709.0, 1012.0, 36.0], shoonya_2sLLZ5BDBWJ2RL, 5651153]
[paragraph, [107.0, 745.0, 1012.0, 36.0], shoonya_2sLLZ5BDBWJ2RL, 5651153]
[paragraph, [107.0, 781.0, 1012.0, 36.0], shoonya_2sLLZ5BDBWJ2RL, 5651153]
[paragraph, [107.0, 817.0, 1012.0, 36.0], shoonya_2sLLZ5BDBWJ2RL, 5651153]
[paragraph, [86.0, 872.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 908.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 944.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 980.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 1016.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 1052.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 1088.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 1124.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 1160.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 1196.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 1232.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 1268.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 1304.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 1340.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 1376.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 1412.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 1448.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 1484.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 1520.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[paragraph, [86.0, 1556.0, 1023.0, 36.0], shoonya_0sCI5NWVU85O6L, 5651153]
[footnote, [446.0, 1636.0, 223.0, 36.0], cD-kTwBqk8, 5651153]
