[1259, 894]
[chapter-title, [249.0, 53.0, 294.0, 30.0], shoonya_0sNOZU1T3IWHMA, 5775744]
[paragraph, [81.0, 101.0, 653.0, 18.0], IdvjAJ-juN, 5775744]
[paragraph, [81.0, 119.0, 653.0, 18.0], IdvjAJ-juN, 5775744]
[paragraph, [81.0, 137.0, 653.0, 18.0], IdvjAJ-juN, 5775744]
[paragraph, [81.0, 155.0, 653.0, 18.0], IdvjAJ-juN, 5775744]
[paragraph, [82.0, 176.0, 652.0, 18.0], yyFE3vZF6W, 5775744]
[paragraph, [82.0, 194.0, 652.0, 18.0], yyFE3vZF6W, 5775744]
[paragraph, [82.0, 212.0, 652.0, 18.0], yyFE3vZF6W, 5775744]
[paragraph, [82.0, 230.0, 652.0, 18.0], yyFE3vZF6W, 5775744]
[paragraph, [82.0, 248.0, 652.0, 18.0], yyFE3vZF6W, 5775744]
[paragraph, [82.0, 266.0, 652.0, 18.0], yyFE3vZF6W, 5775744]
[paragraph, [82.0, 284.0, 652.0, 18.0], yyFE3vZF6W, 5775744]
[paragraph, [82.0, 302.0, 652.0, 18.0], yyFE3vZF6W, 5775744]
[paragraph, [82.0, 320.0, 652.0, 18.0], yyFE3vZF6W, 5775744]
[paragraph, [82.0, 352.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 370.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 388.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 406.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 424.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 442.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 460.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 478.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 496.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 514.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 532.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 550.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 568.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 586.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 604.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 622.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 640.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 658.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 676.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 694.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [82.0, 712.0, 652.0, 18.0], wIQf2LkWyy, 5775744]
[paragraph, [80.0, 735.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 753.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 771.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 789.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 807.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 825.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 843.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 861.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 879.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 897.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 915.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 933.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 951.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 969.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 987.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 1005.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 1023.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 1041.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 1059.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 1077.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
[paragraph, [80.0, 1095.0, 655.0, 18.0], IbhHvSwJO5, 5775744]
