[1200, 825]
[paragraph, [147.0, 107.0, 540.0, 18.0], shoonya_0sKHZIWDJ8ZMGE, 5691113]
[paragraph, [147.0, 125.0, 540.0, 18.0], shoonya_0sKHZIWDJ8ZMGE, 5691113]
[paragraph, [147.0, 143.0, 540.0, 18.0], shoonya_0sKHZIWDJ8ZMGE, 5691113]
[paragraph, [147.0, 161.0, 540.0, 18.0], shoonya_0sKHZIWDJ8ZMGE, 5691113]
[paragraph, [147.0, 179.0, 540.0, 18.0], shoonya_0sKHZIWDJ8ZMGE, 5691113]
[paragraph, [147.0, 197.0, 540.0, 18.0], shoonya_0sKHZIWDJ8ZMGE, 5691113]
[paragraph, [139.0, 232.0, 547.0, 18.0], Izswg4Ldeg, 5691113]
[paragraph, [139.0, 250.0, 547.0, 18.0], Izswg4Ldeg, 5691113]
[paragraph, [139.0, 268.0, 547.0, 18.0], Izswg4Ldeg, 5691113]
[paragraph, [139.0, 286.0, 547.0, 18.0], Izswg4Ldeg, 5691113]
[paragraph, [139.0, 304.0, 547.0, 18.0], Izswg4Ldeg, 5691113]
[paragraph, [139.0, 322.0, 547.0, 18.0], Izswg4Ldeg, 5691113]
[paragraph, [139.0, 340.0, 547.0, 18.0], Izswg4Ldeg, 5691113]
[paragraph, [139.0, 358.0, 547.0, 18.0], Izswg4Ldeg, 5691113]
[paragraph, [139.0, 376.0, 547.0, 18.0], Izswg4Ldeg, 5691113]
[paragraph, [139.0, 394.0, 547.0, 18.0], Izswg4Ldeg, 5691113]
[paragraph, [139.0, 412.0, 547.0, 18.0], Izswg4Ldeg, 5691113]
[paragraph, [136.0, 448.0, 547.0, 18.0], wkeLrJ4ZM1, 5691113]
[paragraph, [136.0, 466.0, 547.0, 18.0], wkeLrJ4ZM1, 5691113]
[paragraph, [136.0, 484.0, 547.0, 18.0], wkeLrJ4ZM1, 5691113]
[paragraph, [136.0, 502.0, 547.0, 18.0], wkeLrJ4ZM1, 5691113]
[paragraph, [136.0, 520.0, 547.0, 18.0], wkeLrJ4ZM1, 5691113]
[paragraph, [136.0, 538.0, 547.0, 18.0], wkeLrJ4ZM1, 5691113]
[paragraph, [136.0, 556.0, 547.0, 18.0], wkeLrJ4ZM1, 5691113]
[paragraph, [136.0, 574.0, 547.0, 18.0], wkeLrJ4ZM1, 5691113]
[paragraph, [136.0, 592.0, 547.0, 18.0], wkeLrJ4ZM1, 5691113]
[paragraph, [136.0, 610.0, 547.0, 18.0], wkeLrJ4ZM1, 5691113]
[paragraph, [136.0, 628.0, 547.0, 18.0], wkeLrJ4ZM1, 5691113]
[paragraph, [136.0, 646.0, 547.0, 18.0], wkeLrJ4ZM1, 5691113]
[paragraph, [136.0, 664.0, 547.0, 18.0], wkeLrJ4ZM1, 5691113]
[paragraph, [131.0, 692.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 710.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 728.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 746.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 764.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 782.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 800.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 818.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 836.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 854.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 872.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 890.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 908.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 926.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 944.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 962.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 980.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 998.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 1016.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
[paragraph, [131.0, 1034.0, 552.0, 18.0], Cvk-_zqfJx, 5691113]
