[842, 595]
[paragraph, [75.0, 112.0, 218.0, 18.0], shoonya_2sMV0OPD6JT73S, 5739947]
[paragraph, [75.0, 130.0, 218.0, 18.0], shoonya_2sMV0OPD6JT73S, 5739947]
[paragraph, [75.0, 148.0, 218.0, 18.0], shoonya_2sMV0OPD6JT73S, 5739947]
[paragraph, [75.0, 166.0, 218.0, 18.0], shoonya_2sMV0OPD6JT73S, 5739947]
[paragraph, [75.0, 184.0, 218.0, 18.0], shoonya_2sMV0OPD6JT73S, 5739947]
[paragraph, [301.0, 113.0, 219.0, 18.0], shoonya_3sMQZXVE1OC0BA, 5739947]
[paragraph, [301.0, 131.0, 219.0, 18.0], shoonya_3sMQZXVE1OC0BA, 5739947]
[paragraph, [301.0, 149.0, 219.0, 18.0], shoonya_3sMQZXVE1OC0BA, 5739947]
[paragraph, [301.0, 167.0, 219.0, 18.0], shoonya_3sMQZXVE1OC0BA, 5739947]
[paragraph, [301.0, 185.0, 219.0, 18.0], shoonya_3sMQZXVE1OC0BA, 5739947]
[paragraph, [301.0, 203.0, 219.0, 18.0], shoonya_3sMQZXVE1OC0BA, 5739947]
[paragraph, [72.0, 218.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 236.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 254.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 272.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 290.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 308.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 326.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 344.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 362.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 380.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 398.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 416.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 434.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 452.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 470.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 488.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 506.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 524.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 542.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 560.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 578.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 596.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 614.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 632.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [72.0, 650.0, 220.0, 18.0], shoonya_0sXHY4J9RN0U37, 5739947]
[paragraph, [301.0, 239.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 257.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 275.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 293.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 311.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 329.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 347.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 365.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 383.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 401.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 419.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 437.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 455.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 473.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 491.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 509.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 527.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 545.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 563.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 581.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 599.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 617.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 635.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[paragraph, [301.0, 653.0, 219.0, 18.0], shoonya_1s68BFAOBRVZ07, 5739947]
[footnote, [79.0, 691.0, 452.0, 18.0], FSMJju01xG, 5739947]
[footnote, [79.0, 709.0, 452.0, 18.0], FSMJju01xG, 5739947]
[website-link, [228.0, 802.0, 137.0, 18.0], -PP_4VrObo, 5739947]
