[2717, 1772]
[folio, [626.0, 232.0, 524.0, 46.5], M7RmZx2c_d, 5721366]
[paragraph, [174.0, 333.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 379.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 426.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 472.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 519.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 565.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 612.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 658.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 705.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 751.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 798.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 844.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 891.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 937.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 984.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1030.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1077.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1123.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1170.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1216.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1263.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1309.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1356.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1402.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1449.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1495.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1542.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1588.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1635.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1681.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1728.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1774.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1821.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1867.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1914.0, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [174.0, 1960.5, 1425.0, 46.5], shoonya_0sY8AJEC1IT6RV, 5721366]
[paragraph, [177.0, 2034.0, 1422.0, 46.5], 4HCHUkgHI4, 5721366]
[paragraph, [177.0, 2080.5, 1422.0, 46.5], 4HCHUkgHI4, 5721366]
[paragraph, [177.0, 2127.0, 1422.0, 46.5], 4HCHUkgHI4, 5721366]
[paragraph, [181.0, 2225.0, 1422.0, 46.5], 2WS3q7xlIb, 5721366]
[paragraph, [181.0, 2271.5, 1422.0, 46.5], 2WS3q7xlIb, 5721366]
[paragraph, [181.0, 2358.0, 1419.0, 46.5], b7tZRAe7gD, 5721366]
[paragraph, [181.0, 2404.5, 1419.0, 46.5], b7tZRAe7gD, 5721366]
[paragraph, [181.0, 2451.0, 1419.0, 46.5], b7tZRAe7gD, 5721366]
