[872, 605]
[section-title, [271.0, 35.0, 75.0, 30.0], yZ88Vs007N, 6456954]
[folio, [32.0, 37.0, 84.0, 18.0], m_tr17Byro, 6456954]
[folio, [32.0, 55.0, 84.0, 18.0], m_tr17Byro, 6456954]
[paragraph, [298.0, 72.0, 258.0, 18.0], 931LR5BxH1, 6456954]
[paragraph, [35.0, 75.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 93.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 111.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 129.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 147.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 165.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 183.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 201.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 219.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 237.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 255.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 273.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 291.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 309.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 327.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 345.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 363.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 381.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 399.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 417.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 435.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [35.0, 453.0, 265.0, 18.0], shoonya_0sUN1NOXTC80F0, 6456954]
[paragraph, [298.0, 93.0, 259.0, 18.0], 1h6SYuCUE1, 6456954]
[paragraph, [298.0, 111.0, 259.0, 18.0], 1h6SYuCUE1, 6456954]
[paragraph, [298.0, 129.0, 259.0, 18.0], 1h6SYuCUE1, 6456954]
[paragraph, [298.0, 147.0, 259.0, 18.0], 1h6SYuCUE1, 6456954]
[paragraph, [298.0, 164.0, 261.0, 18.0], v0FA1Li1ZX, 6456954]
[paragraph, [298.0, 182.0, 261.0, 18.0], v0FA1Li1ZX, 6456954]
[paragraph, [298.0, 200.0, 261.0, 18.0], v0FA1Li1ZX, 6456954]
[paragraph, [297.0, 215.0, 219.0, 18.0], 0HOAU-wdG7, 6456954]
[paragraph, [299.0, 232.0, 262.0, 18.0], iwqSt3Y6iV, 6456954]
[paragraph, [299.0, 250.0, 262.0, 18.0], iwqSt3Y6iV, 6456954]
[paragraph, [298.0, 265.0, 262.0, 18.0], _bTL1A9-m-, 6456954]
[paragraph, [298.0, 283.0, 262.0, 18.0], _bTL1A9-m-, 6456954]
[paragraph, [298.0, 301.0, 262.0, 18.0], _bTL1A9-m-, 6456954]
[paragraph, [299.0, 319.0, 256.0, 18.0], ez15tCPY-b, 6456954]
[paragraph, [303.0, 333.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 351.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 369.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 387.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 405.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 423.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 441.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 459.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 477.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 495.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 513.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 531.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 549.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 567.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 585.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 603.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 621.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 639.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [303.0, 657.0, 259.0, 18.0], JrywuWXPzG, 6456954]
[paragraph, [34.0, 475.0, 267.0, 18.0], Jkrc1ULt0v, 6456954]
[paragraph, [34.0, 493.0, 267.0, 18.0], Jkrc1ULt0v, 6456954]
[paragraph, [34.0, 511.0, 267.0, 18.0], Jkrc1ULt0v, 6456954]
[paragraph, [34.0, 529.0, 267.0, 18.0], Jkrc1ULt0v, 6456954]
[paragraph, [34.0, 547.0, 267.0, 18.0], Jkrc1ULt0v, 6456954]
[paragraph, [34.0, 565.0, 267.0, 18.0], Jkrc1ULt0v, 6456954]
