[1259, 871]
[chapter-title, [379.0, 42.0, 208.0, 30.0], shoonya_2s7W2U0NZ49NGM, 5776249]
[paragraph, [173.0, 82.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 100.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 118.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 136.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 154.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 172.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 190.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 208.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 226.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 244.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 262.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 280.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 298.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 316.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 334.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 352.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 370.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 388.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 406.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 424.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 442.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 460.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 478.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 496.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 514.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 532.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 550.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 568.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 586.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 604.0, 620.0, 18.0], shoonya_0s9V1KQDIVK1BB, 5776249]
[paragraph, [173.0, 633.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 651.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 669.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 687.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 705.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 723.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 741.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 759.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 777.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 795.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 813.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 831.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 849.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 867.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 885.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 903.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 921.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 939.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 957.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 975.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 993.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 1011.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 1029.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 1047.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
[paragraph, [173.0, 1065.0, 621.0, 18.0], shoonya_1sCMIG2OXDX8OY, 5776249]
