[1754, 1241]
[paragraph, [177.0, 133.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [177.0, 169.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [177.0, 205.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [177.0, 241.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [177.0, 277.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [177.0, 313.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [177.0, 349.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [177.0, 385.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [177.0, 421.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [177.0, 457.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [177.0, 493.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [177.0, 529.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [177.0, 565.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [177.0, 601.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [177.0, 637.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [177.0, 673.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [177.0, 709.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [177.0, 745.0, 931.0, 36.0], shoonya_1sNPE6TP79P5GX, 5714184]
[paragraph, [200.0, 799.0, 913.0, 36.0], shoonya_0sJ4N696JA56LT, 5714184]
[paragraph, [200.0, 835.0, 913.0, 36.0], shoonya_0sJ4N696JA56LT, 5714184]
[paragraph, [200.0, 871.0, 913.0, 36.0], shoonya_0sJ4N696JA56LT, 5714184]
[paragraph, [200.0, 907.0, 913.0, 36.0], shoonya_0sJ4N696JA56LT, 5714184]
[paragraph, [200.0, 943.0, 913.0, 36.0], shoonya_0sJ4N696JA56LT, 5714184]
[paragraph, [200.0, 979.0, 913.0, 36.0], shoonya_0sJ4N696JA56LT, 5714184]
[paragraph, [200.0, 1015.0, 913.0, 36.0], shoonya_0sJ4N696JA56LT, 5714184]
[paragraph, [200.0, 1051.0, 913.0, 36.0], shoonya_0sJ4N696JA56LT, 5714184]
[paragraph, [200.0, 1087.0, 913.0, 36.0], shoonya_0sJ4N696JA56LT, 5714184]
[paragraph, [200.0, 1123.0, 913.0, 36.0], shoonya_0sJ4N696JA56LT, 5714184]
[paragraph, [200.0, 1159.0, 913.0, 36.0], shoonya_0sJ4N696JA56LT, 5714184]
[paragraph, [200.0, 1195.0, 913.0, 36.0], shoonya_0sJ4N696JA56LT, 5714184]
[paragraph, [200.0, 1231.0, 913.0, 36.0], shoonya_0sJ4N696JA56LT, 5714184]
[paragraph, [205.0, 1300.0, 912.0, 36.0], shoonya_3sHG2BV7IPF5NT, 5714184]
[paragraph, [205.0, 1336.0, 912.0, 36.0], shoonya_3sHG2BV7IPF5NT, 5714184]
[paragraph, [205.0, 1372.0, 912.0, 36.0], shoonya_3sHG2BV7IPF5NT, 5714184]
[paragraph, [205.0, 1408.0, 912.0, 36.0], shoonya_3sHG2BV7IPF5NT, 5714184]
[paragraph, [205.0, 1444.0, 912.0, 36.0], shoonya_3sHG2BV7IPF5NT, 5714184]
[paragraph, [205.0, 1480.0, 912.0, 36.0], shoonya_3sHG2BV7IPF5NT, 5714184]
[paragraph, [205.0, 1516.0, 912.0, 36.0], shoonya_3sHG2BV7IPF5NT, 5714184]
