[7015, 4961]
[section-title, [494.0, 117.0, 3984.0, 93.0], shoonya_1s6YGB9CA588UZ, 5695437]
[section-title, [494.0, 210.0, 3984.0, 93.0], shoonya_1s6YGB9CA588UZ, 5695437]
[section-title, [494.0, 303.0, 3984.0, 93.0], shoonya_1s6YGB9CA588UZ, 5695437]
[section-title, [494.0, 396.0, 3984.0, 93.0], shoonya_1s6YGB9CA588UZ, 5695437]
[section-title, [494.0, 489.0, 3984.0, 93.0], shoonya_1s6YGB9CA588UZ, 5695437]
[section-title, [494.0, 582.0, 3984.0, 93.0], shoonya_1s6YGB9CA588UZ, 5695437]
[section-title, [494.0, 675.0, 3984.0, 93.0], shoonya_1s6YGB9CA588UZ, 5695437]
[quote, [788.0, 1050.0, 1713.0, 52.5], fvg2b9PW4b, 5695437]
[quote, [788.0, 1102.5, 1713.0, 52.5], fvg2b9PW4b, 5695437]
[quote, [788.0, 1155.0, 1713.0, 52.5], fvg2b9PW4b, 5695437]
[quote, [788.0, 1207.5, 1713.0, 52.5], fvg2b9PW4b, 5695437]
[quote, [788.0, 1260.0, 1713.0, 52.5], fvg2b9PW4b, 5695437]
[quote, [788.0, 1312.5, 1713.0, 52.5], fvg2b9PW4b, 5695437]
[quote, [788.0, 1365.0, 1713.0, 52.5], fvg2b9PW4b, 5695437]
[quote, [788.0, 1417.5, 1713.0, 52.5], fvg2b9PW4b, 5695437]
[quote, [788.0, 1470.0, 1713.0, 52.5], fvg2b9PW4b, 5695437]
[quote, [788.0, 1522.5, 1713.0, 52.5], fvg2b9PW4b, 5695437]
[quote, [3433.0, 2280.0, 1341.0, 52.5], 1Ds_hhOkBp, 5695437]
[quote, [3433.0, 2332.5, 1341.0, 52.5], 1Ds_hhOkBp, 5695437]
[quote, [3433.0, 2385.0, 1341.0, 52.5], 1Ds_hhOkBp, 5695437]
[quote, [3433.0, 2437.5, 1341.0, 52.5], 1Ds_hhOkBp, 5695437]
[quote, [3433.0, 2490.0, 1341.0, 52.5], 1Ds_hhOkBp, 5695437]
[quote, [3433.0, 2542.5, 1341.0, 52.5], 1Ds_hhOkBp, 5695437]
[quote, [3433.0, 2595.0, 1341.0, 52.5], 1Ds_hhOkBp, 5695437]
[quote, [3433.0, 2647.5, 1341.0, 52.5], 1Ds_hhOkBp, 5695437]
[quote, [3433.0, 2700.0, 1341.0, 52.5], 1Ds_hhOkBp, 5695437]
[quote, [589.0, 2628.0, 1216.0, 52.5], TJEksOotEh, 5695437]
[quote, [589.0, 2680.5, 1216.0, 52.5], TJEksOotEh, 5695437]
[quote, [589.0, 2733.0, 1216.0, 52.5], TJEksOotEh, 5695437]
[quote, [589.0, 2785.5, 1216.0, 52.5], TJEksOotEh, 5695437]
[quote, [589.0, 2838.0, 1216.0, 52.5], TJEksOotEh, 5695437]
[quote, [589.0, 2890.5, 1216.0, 52.5], TJEksOotEh, 5695437]
[quote, [589.0, 2943.0, 1216.0, 52.5], TJEksOotEh, 5695437]
[quote, [589.0, 2995.5, 1216.0, 52.5], TJEksOotEh, 5695437]
[quote, [589.0, 3048.0, 1216.0, 52.5], TJEksOotEh, 5695437]
[quote, [589.0, 3100.5, 1216.0, 52.5], TJEksOotEh, 5695437]
[quote, [589.0, 3153.0, 1216.0, 52.5], TJEksOotEh, 5695437]
[quote, [589.0, 3205.5, 1216.0, 52.5], TJEksOotEh, 5695437]
[quote, [304.0, 5020.0, 1974.0, 52.5], cYUFwREyKK, 5695437]
[quote, [304.0, 5072.5, 1974.0, 52.5], cYUFwREyKK, 5695437]
[quote, [304.0, 5125.0, 1974.0, 52.5], cYUFwREyKK, 5695437]
[quote, [304.0, 5177.5, 1974.0, 52.5], cYUFwREyKK, 5695437]
[quote, [304.0, 5230.0, 1974.0, 52.5], cYUFwREyKK, 5695437]
[quote, [304.0, 5282.5, 1974.0, 52.5], cYUFwREyKK, 5695437]
[quote, [304.0, 5335.0, 1974.0, 52.5], cYUFwREyKK, 5695437]
[quote, [304.0, 5387.5, 1974.0, 52.5], cYUFwREyKK, 5695437]
[quote, [304.0, 5440.0, 1974.0, 52.5], cYUFwREyKK, 5695437]
[quote, [304.0, 5492.5, 1974.0, 52.5], cYUFwREyKK, 5695437]
[quote, [304.0, 5545.0, 1974.0, 52.5], cYUFwREyKK, 5695437]
[quote, [304.0, 5597.5, 1974.0, 52.5], cYUFwREyKK, 5695437]
[quote, [304.0, 5650.0, 1974.0, 52.5], cYUFwREyKK, 5695437]
[quote, [304.0, 5702.5, 1974.0, 52.5], cYUFwREyKK, 5695437]
