[1754, 1241]
[section-title, [110.0, 102.0, 1047.0, 49.5], shoonya_3sDAI0DNA3V382, 5715834]
[section-title, [110.0, 151.5, 1047.0, 49.5], shoonya_3sDAI0DNA3V382, 5715834]
[ordered-list, [621.0, 251.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 287.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 323.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 359.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 395.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 431.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 467.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 503.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 539.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 575.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 611.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 647.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 683.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 719.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 755.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 791.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 827.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 863.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 899.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 935.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 971.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 1007.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 1043.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 1079.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 1115.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 1151.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 1187.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 1223.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 1259.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 1295.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [621.0, 1331.0, 531.0, 36.0], shoonya_0sQ08621VHP7R5, 5715834]
[ordered-list, [104.0, 254.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 290.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 326.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 362.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 398.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 434.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 470.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 506.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 542.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 578.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 614.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 650.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 686.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
[ordered-list, [104.0, 722.0, 497.0, 36.0], shoonya_1s7RYDX8PF808W, 5715834]
