[1248, 892]
[chapter-title, [288.0, 43.0, 185.0, 30.0], shoonya_0s9TCE2TXPHB2I, 5776673]
[paragraph, [60.0, 80.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 98.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 116.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 134.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 152.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 170.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 188.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 206.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 224.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 242.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 260.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 278.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 296.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 314.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 332.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 350.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 368.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 386.0, 654.0, 18.0], kIADmTAfO8, 5776673]
[paragraph, [60.0, 412.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 430.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 448.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 466.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 484.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 502.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 520.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 538.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 556.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 574.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 592.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 610.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 628.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 646.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 664.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 682.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 700.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 718.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 736.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 754.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 772.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 790.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 808.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 826.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 844.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 862.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 880.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 898.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 916.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 934.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 952.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 970.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 988.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 1006.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 1024.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 1042.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 1060.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 1078.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
[paragraph, [60.0, 1096.0, 655.0, 18.0], 08qMJLpRyO, 5776673]
