[3509, 2482]
[folio, [853.0, 204.0, 467.0, 52.5], shoonya_1sPGQLLAS3V1FD, 5691525]
[folio, [853.0, 256.5, 467.0, 52.5], shoonya_1sPGQLLAS3V1FD, 5691525]
[paragraph, [182.0, 346.0, 1790.0, 52.5], shoonya_4sXQEVINNFO0HG, 5691525]
[paragraph, [182.0, 398.5, 1790.0, 52.5], shoonya_4sXQEVINNFO0HG, 5691525]
[paragraph, [182.0, 451.0, 1790.0, 52.5], shoonya_4sXQEVINNFO0HG, 5691525]
[paragraph, [182.0, 503.5, 1790.0, 52.5], shoonya_4sXQEVINNFO0HG, 5691525]
[paragraph, [182.0, 556.0, 1790.0, 52.5], shoonya_4sXQEVINNFO0HG, 5691525]
[paragraph, [182.0, 608.5, 1790.0, 52.5], shoonya_4sXQEVINNFO0HG, 5691525]
[paragraph, [262.0, 663.0, 1082.0, 52.5], XY4aRrn7oE, 5691525]
[paragraph, [188.0, 738.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 790.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 843.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 895.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 948.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1000.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1053.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1105.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1158.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1210.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1263.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1315.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1368.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1420.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1473.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1525.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1578.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1630.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1683.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1735.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1788.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1840.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1893.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1945.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 1998.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 2050.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 2103.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 2155.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 2208.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 2260.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 2313.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 2365.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 2418.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 2470.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 2523.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 2575.5, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [188.0, 2628.0, 1833.0, 52.5], shoonya_0s6JDMB2YHHR4S, 5691525]
[paragraph, [203.0, 2742.0, 1813.0, 52.5], shoonya_2sVVZQ7XEM7045, 5691525]
[paragraph, [203.0, 2794.5, 1813.0, 52.5], shoonya_2sVVZQ7XEM7045, 5691525]
[paragraph, [203.0, 2847.0, 1813.0, 52.5], shoonya_2sVVZQ7XEM7045, 5691525]
[paragraph, [203.0, 2899.5, 1813.0, 52.5], shoonya_2sVVZQ7XEM7045, 5691525]
[paragraph, [203.0, 2952.0, 1813.0, 52.5], shoonya_2sVVZQ7XEM7045, 5691525]
[paragraph, [203.0, 3004.5, 1813.0, 52.5], shoonya_2sVVZQ7XEM7045, 5691525]
[paragraph, [203.0, 3057.0, 1813.0, 52.5], shoonya_2sVVZQ7XEM7045, 5691525]
[paragraph, [203.0, 3109.5, 1813.0, 52.5], shoonya_2sVVZQ7XEM7045, 5691525]
[paragraph, [203.0, 3162.0, 1813.0, 52.5], shoonya_2sVVZQ7XEM7045, 5691525]
[paragraph, [203.0, 3214.5, 1813.0, 52.5], shoonya_2sVVZQ7XEM7045, 5691525]
[paragraph, [203.0, 3267.0, 1813.0, 52.5], shoonya_2sVVZQ7XEM7045, 5691525]
