[2339, 1653]
[section-title, [730.0, 207.0, 188.0, 52.5], shoonya_0s7PTPK14J46IM, 5687021]
[sub-section-title, [388.0, 274.0, 871.0, 55.5], shoonya_1sWHSPXOHEBSSQ, 5687021]
[subsub-section-title, [662.0, 343.0, 335.0, 58.5], shoonya_2s1G8VMBF57DWK, 5687021]
[paragraph, [235.0, 494.0, 1188.0, 36.0], b5sdAWC632, 5687021]
[paragraph, [235.0, 530.0, 1188.0, 36.0], b5sdAWC632, 5687021]
[paragraph, [235.0, 566.0, 1188.0, 36.0], b5sdAWC632, 5687021]
[paragraph, [235.0, 602.0, 1188.0, 36.0], b5sdAWC632, 5687021]
[paragraph, [235.0, 638.0, 1188.0, 36.0], b5sdAWC632, 5687021]
[paragraph, [235.0, 674.0, 1188.0, 36.0], b5sdAWC632, 5687021]
[paragraph, [235.0, 710.0, 1188.0, 36.0], b5sdAWC632, 5687021]
[paragraph, [235.0, 746.0, 1188.0, 36.0], b5sdAWC632, 5687021]
[paragraph, [235.0, 782.0, 1188.0, 36.0], b5sdAWC632, 5687021]
[paragraph, [235.0, 818.0, 1188.0, 36.0], b5sdAWC632, 5687021]
[paragraph, [235.0, 854.0, 1188.0, 36.0], b5sdAWC632, 5687021]
[paragraph, [235.0, 890.0, 1188.0, 36.0], b5sdAWC632, 5687021]
[paragraph, [235.0, 926.0, 1188.0, 36.0], b5sdAWC632, 5687021]
[paragraph, [235.0, 962.0, 1188.0, 36.0], b5sdAWC632, 5687021]
[section-title, [237.0, 1052.0, 287.0, 52.5], ue5X4LIpC6, 5687021]
[paragraph, [229.0, 1127.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1163.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1199.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1235.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1271.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1307.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1343.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1379.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1415.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1451.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1487.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1523.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1559.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1595.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1631.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1667.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1703.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1739.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1775.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1811.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1847.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1883.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1919.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1955.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 1991.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
[paragraph, [229.0, 2027.0, 1190.0, 36.0], K0WyFOFXoI, 5687021]
