[2338, 1654]
[paragraph, [267.0, 234.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [267.0, 270.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [267.0, 306.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [267.0, 342.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [267.0, 378.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [267.0, 414.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [267.0, 450.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [267.0, 486.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [267.0, 522.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [267.0, 558.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [267.0, 594.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [267.0, 630.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [267.0, 666.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [267.0, 702.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [267.0, 738.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [267.0, 774.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [267.0, 810.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [267.0, 846.0, 1198.0, 36.0], shoonya_1sRI55TG09SVVJ, 5754221]
[paragraph, [266.0, 908.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 944.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 980.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1016.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1052.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1088.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1124.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1160.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1196.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1232.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1268.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1304.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1340.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1376.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1412.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1448.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1484.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1520.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1556.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1592.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1628.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1664.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1700.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1736.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1772.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1808.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1844.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1880.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1916.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1952.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 1988.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
[paragraph, [266.0, 2024.0, 1199.0, 36.0], shoonya_0s6FSE147QSB59, 5754221]
