[792, 612]
[headline, [232.0, 74.0, 148.0, 25.5], shoonya_10sLF9BQ5IUPJE, 6514578]
[author, [247.0, 117.0, 118.0, 18.0], IZbUCJ2XtT, 6514578]
[author, [247.0, 135.0, 118.0, 18.0], IZbUCJ2XtT, 6514578]
[paragraph, [60.0, 173.0, 163.0, 18.0], shoonya_2s8A63FNTPEIF6, 6514578]
[paragraph, [60.0, 191.0, 163.0, 18.0], shoonya_2s8A63FNTPEIF6, 6514578]
[paragraph, [60.0, 209.0, 163.0, 18.0], shoonya_2s8A63FNTPEIF6, 6514578]
[paragraph, [60.0, 227.0, 163.0, 18.0], shoonya_2s8A63FNTPEIF6, 6514578]
[paragraph, [60.0, 245.0, 163.0, 18.0], shoonya_2s8A63FNTPEIF6, 6514578]
[paragraph, [60.0, 263.0, 163.0, 18.0], shoonya_2s8A63FNTPEIF6, 6514578]
[paragraph, [60.0, 281.0, 163.0, 18.0], shoonya_2s8A63FNTPEIF6, 6514578]
[paragraph, [60.0, 299.0, 163.0, 18.0], shoonya_2s8A63FNTPEIF6, 6514578]
[paragraph, [60.0, 317.0, 163.0, 18.0], shoonya_2s8A63FNTPEIF6, 6514578]
[paragraph, [60.0, 335.0, 163.0, 18.0], shoonya_2s8A63FNTPEIF6, 6514578]
[paragraph, [60.0, 353.0, 163.0, 18.0], shoonya_2s8A63FNTPEIF6, 6514578]
[paragraph, [60.0, 371.0, 163.0, 18.0], shoonya_2s8A63FNTPEIF6, 6514578]
[paragraph, [225.0, 178.0, 129.0, 18.0], shoonya_7s0YCE33ACR5ID, 6514578]
[paragraph, [225.0, 196.0, 129.0, 18.0], shoonya_7s0YCE33ACR5ID, 6514578]
[paragraph, [225.0, 214.0, 129.0, 18.0], shoonya_7s0YCE33ACR5ID, 6514578]
[paragraph, [225.0, 232.0, 129.0, 18.0], shoonya_7s0YCE33ACR5ID, 6514578]
[paragraph, [225.0, 250.0, 129.0, 18.0], shoonya_7s0YCE33ACR5ID, 6514578]
[paragraph, [225.0, 268.0, 129.0, 18.0], shoonya_7s0YCE33ACR5ID, 6514578]
[paragraph, [225.0, 286.0, 129.0, 18.0], shoonya_7s0YCE33ACR5ID, 6514578]
[paragraph, [225.0, 304.0, 129.0, 18.0], shoonya_7s0YCE33ACR5ID, 6514578]
[paragraph, [225.0, 322.0, 129.0, 18.0], shoonya_7s0YCE33ACR5ID, 6514578]
[paragraph, [225.0, 340.0, 129.0, 18.0], shoonya_7s0YCE33ACR5ID, 6514578]
[paragraph, [225.0, 358.0, 129.0, 18.0], shoonya_7s0YCE33ACR5ID, 6514578]
[paragraph, [226.0, 391.0, 127.0, 18.0], shoonya_5sOMBR6SJI1DEG, 6514578]
[paragraph, [226.0, 409.0, 127.0, 18.0], shoonya_5sOMBR6SJI1DEG, 6514578]
[paragraph, [226.0, 427.0, 127.0, 18.0], shoonya_5sOMBR6SJI1DEG, 6514578]
[paragraph, [60.0, 406.0, 162.0, 18.0], shoonya_6sY38R78QTK4IP, 6514578]
[paragraph, [60.0, 424.0, 162.0, 18.0], shoonya_6sY38R78QTK4IP, 6514578]
[paragraph, [60.0, 442.0, 162.0, 18.0], shoonya_6sY38R78QTK4IP, 6514578]
[paragraph, [60.0, 460.0, 162.0, 18.0], shoonya_6sY38R78QTK4IP, 6514578]
[paragraph, [60.0, 478.0, 162.0, 18.0], shoonya_6sY38R78QTK4IP, 6514578]
[paragraph, [60.0, 496.0, 162.0, 18.0], shoonya_6sY38R78QTK4IP, 6514578]
[paragraph, [60.0, 514.0, 162.0, 18.0], shoonya_6sY38R78QTK4IP, 6514578]
[paragraph, [60.0, 532.0, 162.0, 18.0], shoonya_6sY38R78QTK4IP, 6514578]
[paragraph, [60.0, 550.0, 162.0, 18.0], shoonya_6sY38R78QTK4IP, 6514578]
[paragraph, [60.0, 568.0, 162.0, 18.0], shoonya_6sY38R78QTK4IP, 6514578]
[paragraph, [60.0, 586.0, 162.0, 18.0], shoonya_6sY38R78QTK4IP, 6514578]
[paragraph, [60.0, 604.0, 162.0, 18.0], shoonya_6sY38R78QTK4IP, 6514578]
[paragraph, [60.0, 622.0, 162.0, 18.0], shoonya_6sY38R78QTK4IP, 6514578]
[paragraph, [60.0, 640.0, 162.0, 18.0], shoonya_6sY38R78QTK4IP, 6514578]
[paragraph, [60.0, 658.0, 162.0, 18.0], shoonya_6sY38R78QTK4IP, 6514578]
[paragraph, [60.0, 676.0, 162.0, 18.0], shoonya_6sY38R78QTK4IP, 6514578]
[paragraph, [60.0, 694.0, 162.0, 18.0], shoonya_6sY38R78QTK4IP, 6514578]
[paragraph, [391.0, 446.0, 160.0, 18.0], shoonya_1s6UF9JT0WMR5Q, 6514578]
[paragraph, [391.0, 464.0, 160.0, 18.0], shoonya_1s6UF9JT0WMR5Q, 6514578]
[paragraph, [391.0, 482.0, 160.0, 18.0], shoonya_1s6UF9JT0WMR5Q, 6514578]
[paragraph, [391.0, 500.0, 160.0, 18.0], shoonya_1s6UF9JT0WMR5Q, 6514578]
[paragraph, [391.0, 518.0, 160.0, 18.0], shoonya_1s6UF9JT0WMR5Q, 6514578]
[paragraph, [391.0, 536.0, 160.0, 18.0], shoonya_1s6UF9JT0WMR5Q, 6514578]
[paragraph, [391.0, 554.0, 160.0, 18.0], shoonya_1s6UF9JT0WMR5Q, 6514578]
[paragraph, [391.0, 572.0, 160.0, 18.0], shoonya_1s6UF9JT0WMR5Q, 6514578]
[paragraph, [391.0, 590.0, 160.0, 18.0], shoonya_1s6UF9JT0WMR5Q, 6514578]
[paragraph, [391.0, 608.0, 160.0, 18.0], shoonya_1s6UF9JT0WMR5Q, 6514578]
[paragraph, [226.0, 447.0, 160.0, 18.0], shoonya_3sN3S2X6CIM486, 6514578]
[paragraph, [226.0, 465.0, 160.0, 18.0], shoonya_3sN3S2X6CIM486, 6514578]
[paragraph, [226.0, 483.0, 160.0, 18.0], shoonya_3sN3S2X6CIM486, 6514578]
[paragraph, [226.0, 501.0, 160.0, 18.0], shoonya_3sN3S2X6CIM486, 6514578]
[paragraph, [226.0, 519.0, 160.0, 18.0], shoonya_3sN3S2X6CIM486, 6514578]
[paragraph, [226.0, 537.0, 160.0, 18.0], shoonya_3sN3S2X6CIM486, 6514578]
[paragraph, [226.0, 555.0, 160.0, 18.0], shoonya_3sN3S2X6CIM486, 6514578]
[paragraph, [225.0, 573.0, 161.0, 18.0], shoonya_4sP2MFJT3UULY3, 6514578]
[paragraph, [225.0, 591.0, 161.0, 18.0], shoonya_4sP2MFJT3UULY3, 6514578]
[paragraph, [225.0, 609.0, 161.0, 18.0], shoonya_4sP2MFJT3UULY3, 6514578]
