[1238, 765]
[sub-headline, [88.0, 89.0, 146.0, 25.5], khG-y7lhH9, 5770347]
[headline, [121.0, 131.0, 519.0, 25.5], shoonya_0sKY3CRTJPMMCN, 5770347]
[headline, [121.0, 156.5, 519.0, 25.5], shoonya_0sKY3CRTJPMMCN, 5770347]
[author, [300.0, 199.0, 173.0, 18.0], YV-JZ22ReK, 5770347]
[author, [300.0, 217.0, 173.0, 18.0], YV-JZ22ReK, 5770347]
[paragraph, [386.0, 277.0, 297.0, 18.0], Z-CiB-Op6_, 5770347]
[paragraph, [386.0, 295.0, 297.0, 18.0], Z-CiB-Op6_, 5770347]
[paragraph, [386.0, 313.0, 297.0, 18.0], Z-CiB-Op6_, 5770347]
[paragraph, [386.0, 331.0, 297.0, 18.0], Z-CiB-Op6_, 5770347]
[paragraph, [386.0, 349.0, 297.0, 18.0], Z-CiB-Op6_, 5770347]
[paragraph, [386.0, 367.0, 297.0, 18.0], Z-CiB-Op6_, 5770347]
[paragraph, [386.0, 385.0, 297.0, 18.0], Z-CiB-Op6_, 5770347]
[paragraph, [386.0, 403.0, 297.0, 18.0], Z-CiB-Op6_, 5770347]
[paragraph, [386.0, 421.0, 297.0, 18.0], Z-CiB-Op6_, 5770347]
[paragraph, [386.0, 439.0, 297.0, 18.0], Z-CiB-Op6_, 5770347]
[paragraph, [386.0, 457.0, 297.0, 18.0], Z-CiB-Op6_, 5770347]
[paragraph, [386.0, 475.0, 297.0, 18.0], Z-CiB-Op6_, 5770347]
[paragraph, [386.0, 493.0, 297.0, 18.0], Z-CiB-Op6_, 5770347]
[paragraph, [386.0, 511.0, 297.0, 18.0], Z-CiB-Op6_, 5770347]
[paragraph, [386.0, 529.0, 297.0, 18.0], Z-CiB-Op6_, 5770347]
[paragraph, [84.0, 281.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 299.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 317.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 335.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 353.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 371.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 389.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 407.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 425.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 443.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 461.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 479.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 497.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 515.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 533.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 551.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 569.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 587.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 605.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 623.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 641.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 659.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 677.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 695.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [84.0, 713.0, 295.0, 18.0], nvyKWTcUbC, 5770347]
[paragraph, [389.0, 544.0, 292.0, 18.0], BLwZXTc8at, 5770347]
[paragraph, [389.0, 562.0, 292.0, 18.0], BLwZXTc8at, 5770347]
[paragraph, [389.0, 580.0, 292.0, 18.0], BLwZXTc8at, 5770347]
[paragraph, [389.0, 598.0, 292.0, 18.0], BLwZXTc8at, 5770347]
[paragraph, [389.0, 616.0, 292.0, 18.0], BLwZXTc8at, 5770347]
[paragraph, [389.0, 634.0, 292.0, 18.0], BLwZXTc8at, 5770347]
[paragraph, [389.0, 652.0, 292.0, 18.0], BLwZXTc8at, 5770347]
[paragraph, [389.0, 670.0, 292.0, 18.0], BLwZXTc8at, 5770347]
[paragraph, [389.0, 688.0, 292.0, 18.0], BLwZXTc8at, 5770347]
[paragraph, [389.0, 706.0, 292.0, 18.0], BLwZXTc8at, 5770347]
[paragraph, [389.0, 724.0, 292.0, 18.0], BLwZXTc8at, 5770347]
[paragraph, [389.0, 742.0, 292.0, 18.0], BLwZXTc8at, 5770347]
[paragraph, [389.0, 760.0, 292.0, 18.0], BLwZXTc8at, 5770347]
[paragraph, [389.0, 778.0, 292.0, 18.0], BLwZXTc8at, 5770347]
[paragraph, [389.0, 796.0, 292.0, 18.0], BLwZXTc8at, 5770347]
[paragraph, [83.0, 743.0, 295.0, 18.0], 6djPex2bR3, 5770347]
[paragraph, [83.0, 761.0, 295.0, 18.0], 6djPex2bR3, 5770347]
[paragraph, [83.0, 779.0, 295.0, 18.0], 6djPex2bR3, 5770347]
[paragraph, [83.0, 797.0, 295.0, 18.0], 6djPex2bR3, 5770347]
[paragraph, [106.0, 814.0, 249.0, 18.0], CcJ48ndgm8, 5770347]
[paragraph, [106.0, 832.0, 249.0, 18.0], CcJ48ndgm8, 5770347]
[paragraph, [106.0, 850.0, 249.0, 18.0], CcJ48ndgm8, 5770347]
[paragraph, [106.0, 868.0, 249.0, 18.0], CcJ48ndgm8, 5770347]
[paragraph, [106.0, 886.0, 249.0, 18.0], CcJ48ndgm8, 5770347]
[paragraph, [106.0, 904.0, 249.0, 18.0], CcJ48ndgm8, 5770347]
[paragraph, [106.0, 922.0, 249.0, 18.0], CcJ48ndgm8, 5770347]
