[2200, 1700]
[paragraph, [298.0, 76.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 112.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 148.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 184.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 220.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 256.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 292.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 328.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 364.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 400.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 436.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 472.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 508.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 544.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 580.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 616.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 652.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 688.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 724.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 760.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 796.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 832.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 868.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 904.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 940.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 976.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1012.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1048.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1084.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1120.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1156.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1192.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1228.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1264.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1300.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1336.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1372.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1408.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1444.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1480.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1516.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1552.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1588.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1624.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1660.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1696.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1732.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1768.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1804.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1840.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1876.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[paragraph, [298.0, 1912.0, 1128.0, 36.0], shoonya_0s6JTD51FWGZU8, 5731036]
[folio, [946.0, 2042.0, 369.0, 36.0], h2mOmILBzo, 5731036]
