[2338, 1654]
[paragraph, [185.0, 191.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 227.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 263.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 299.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 335.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 371.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 407.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 443.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 479.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 515.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 551.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 587.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 623.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 659.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 695.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 731.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 767.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 803.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [185.0, 839.0, 1293.0, 36.0], shoonya_0sWNAZGZZXN2Q6, 5753605]
[paragraph, [187.0, 897.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 933.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 969.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1005.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1041.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1077.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1113.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1149.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1185.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1221.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1257.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1293.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1329.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1365.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1401.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1437.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1473.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1509.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1545.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1581.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1617.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1653.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1689.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1725.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1761.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1797.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1833.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1869.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1905.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1941.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
[paragraph, [187.0, 1977.0, 1281.0, 36.0], shoonya_1s5L6W0KQ3ZEG0, 5753605]
