[679, 512]
[contact-info, [358.0, 48.0, 91.0, 18.0], xlSUKPbej_, 6493232]
[contact-info, [358.0, 66.0, 91.0, 18.0], xlSUKPbej_, 6493232]
[section-title, [166.0, 52.0, 159.0, 30.0], tZ8dER5YmS, 6493232]
[contact-info, [357.0, 92.0, 91.0, 18.0], GhvJIzbgxg, 6493232]
[contact-info, [357.0, 110.0, 91.0, 18.0], GhvJIzbgxg, 6493232]
[paragraph, [50.0, 211.0, 417.0, 18.0], CeIUNw7BYY, 6493232]
[paragraph, [50.0, 229.0, 417.0, 18.0], CeIUNw7BYY, 6493232]
[author, [282.0, 266.0, 167.0, 18.0], VvYsnAzbzO, 6493232]
[paragraph, [49.0, 357.0, 416.0, 18.0], -2arNgxKFF, 6493232]
[paragraph, [49.0, 375.0, 416.0, 18.0], -2arNgxKFF, 6493232]
[paragraph, [49.0, 393.0, 416.0, 18.0], -2arNgxKFF, 6493232]
[paragraph, [49.0, 411.0, 416.0, 18.0], -2arNgxKFF, 6493232]
[ordered-list, [48.0, 440.0, 416.0, 18.0], atl-skqG-I, 6493232]
[ordered-list, [48.0, 458.0, 416.0, 18.0], atl-skqG-I, 6493232]
[ordered-list, [48.0, 476.0, 416.0, 18.0], atl-skqG-I, 6493232]
[ordered-list, [48.0, 494.0, 416.0, 18.0], atl-skqG-I, 6493232]
[ordered-list, [48.0, 512.0, 416.0, 18.0], atl-skqG-I, 6493232]
[ordered-list, [48.0, 530.0, 416.0, 18.0], atl-skqG-I, 6493232]
[ordered-list, [48.0, 548.0, 416.0, 18.0], atl-skqG-I, 6493232]
[ordered-list, [48.0, 566.0, 416.0, 18.0], atl-skqG-I, 6493232]
[ordered-list, [48.0, 584.0, 416.0, 18.0], atl-skqG-I, 6493232]
[folio, [157.0, 618.0, 170.0, 18.0], 84oMwdi_wy, 6493232]
[contact-info, [35800.0, 4600.0, 9200.0, 18.0], hpjtpCAWbj, 6493232]
[contact-info, [35800.0, 4618.0, 9200.0, 18.0], hpjtpCAWbj, 6493232]
