[1461, 1106]
[section-title, [135.0, 131.0, 197.0, 30.0], shoonya_9sDQU1KDQLS63C, 5758715]
[unordered-list, [164.0, 196.0, 774.0, 18.0], shoonya_2sYYSYJ6L9F7LP, 5758715]
[unordered-list, [164.0, 214.0, 774.0, 18.0], shoonya_2sYYSYJ6L9F7LP, 5758715]
[unordered-list, [164.0, 232.0, 774.0, 18.0], shoonya_2sYYSYJ6L9F7LP, 5758715]
[unordered-list, [164.0, 250.0, 774.0, 18.0], shoonya_2sYYSYJ6L9F7LP, 5758715]
[unordered-list, [164.0, 268.0, 774.0, 18.0], shoonya_2sYYSYJ6L9F7LP, 5758715]
[unordered-list, [164.0, 286.0, 774.0, 18.0], shoonya_2sYYSYJ6L9F7LP, 5758715]
[unordered-list, [164.0, 304.0, 774.0, 18.0], shoonya_2sYYSYJ6L9F7LP, 5758715]
[unordered-list, [164.0, 322.0, 774.0, 18.0], shoonya_2sYYSYJ6L9F7LP, 5758715]
[unordered-list, [164.0, 340.0, 774.0, 18.0], shoonya_2sYYSYJ6L9F7LP, 5758715]
[unordered-list, [164.0, 358.0, 774.0, 18.0], shoonya_2sYYSYJ6L9F7LP, 5758715]
[unordered-list, [164.0, 376.0, 774.0, 18.0], shoonya_2sYYSYJ6L9F7LP, 5758715]
[unordered-list, [164.0, 394.0, 774.0, 18.0], shoonya_2sYYSYJ6L9F7LP, 5758715]
[unordered-list, [164.0, 412.0, 774.0, 18.0], shoonya_2sYYSYJ6L9F7LP, 5758715]
[section-title, [120.0, 450.0, 88.0, 30.0], 77V-DqHq04, 5758715]
[paragraph, [122.0, 506.0, 516.0, 18.0], shoonya_7sPTTH1R3IMVGV, 5758715]
[paragraph, [122.0, 524.0, 516.0, 18.0], shoonya_7sPTTH1R3IMVGV, 5758715]
[paragraph, [122.0, 542.0, 516.0, 18.0], shoonya_7sPTTH1R3IMVGV, 5758715]
[paragraph, [122.0, 560.0, 516.0, 18.0], shoonya_7sPTTH1R3IMVGV, 5758715]
[paragraph, [122.0, 578.0, 516.0, 18.0], shoonya_7sPTTH1R3IMVGV, 5758715]
[paragraph, [122.0, 596.0, 516.0, 18.0], shoonya_7sPTTH1R3IMVGV, 5758715]
[paragraph, [122.0, 614.0, 516.0, 18.0], shoonya_7sPTTH1R3IMVGV, 5758715]
[paragraph, [122.0, 632.0, 516.0, 18.0], shoonya_7sPTTH1R3IMVGV, 5758715]
[paragraph, [122.0, 650.0, 516.0, 18.0], shoonya_7sPTTH1R3IMVGV, 5758715]
[paragraph, [122.0, 668.0, 516.0, 18.0], shoonya_7sPTTH1R3IMVGV, 5758715]
[paragraph, [122.0, 686.0, 516.0, 18.0], shoonya_7sPTTH1R3IMVGV, 5758715]
[paragraph, [122.0, 704.0, 516.0, 18.0], shoonya_7sPTTH1R3IMVGV, 5758715]
[figure-caption, [634.0, 727.0, 323.0, 18.0], shoonya_8sEP2ESIMK39LO, 5758715]
[figure-caption, [634.0, 745.0, 323.0, 18.0], shoonya_8sEP2ESIMK39LO, 5758715]
[paragraph, [124.0, 821.0, 522.0, 18.0], Hl3eYTwXTZ, 5758715]
[paragraph, [124.0, 839.0, 522.0, 18.0], Hl3eYTwXTZ, 5758715]
[paragraph, [124.0, 857.0, 522.0, 18.0], Hl3eYTwXTZ, 5758715]
[unordered-list, [118.0, 886.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 904.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 922.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 940.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 958.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 976.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 994.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 1012.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 1030.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 1048.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 1066.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 1084.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 1102.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 1120.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 1138.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 1156.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 1174.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 1192.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 1210.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 1228.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 1246.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 1264.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 1282.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[unordered-list, [118.0, 1300.0, 529.0, 18.0], shoonya_0sB0U36UYGDI32, 5758715]
[figure-caption, [653.0, 1009.0, 308.0, 18.0], shoonya_4s76EP4YFMYS03, 5758715]
[figure-caption, [676.0, 1306.0, 264.0, 18.0], shoonya_6sEBYO58C40C6Y, 5758715]
[folio, [747.0, 1348.0, 159.0, 18.0], shoonya_11sSGK2FKR66SR, 5758715]
