[792, 612]
[section-title, [232.0, 114.0, 140.0, 30.0], cuMtlSq92n, 6493009]
[paragraph, [92.0, 174.0, 417.0, 18.0], w5Njai2rWr, 6493009]
[paragraph, [92.0, 192.0, 417.0, 18.0], w5Njai2rWr, 6493009]
[paragraph, [92.0, 210.0, 417.0, 18.0], w5Njai2rWr, 6493009]
[paragraph, [92.0, 228.0, 417.0, 18.0], w5Njai2rWr, 6493009]
[paragraph, [92.0, 246.0, 417.0, 18.0], w5Njai2rWr, 6493009]
[paragraph, [95.0, 269.0, 418.0, 18.0], v0nAe1H19x, 6493009]
[paragraph, [95.0, 287.0, 418.0, 18.0], v0nAe1H19x, 6493009]
[paragraph, [95.0, 305.0, 418.0, 18.0], v0nAe1H19x, 6493009]
[paragraph, [95.0, 323.0, 418.0, 18.0], v0nAe1H19x, 6493009]
[paragraph, [95.0, 359.0, 424.0, 18.0], iVAvsJurTu, 6493009]
[paragraph, [95.0, 377.0, 424.0, 18.0], iVAvsJurTu, 6493009]
[paragraph, [95.0, 395.0, 424.0, 18.0], iVAvsJurTu, 6493009]
[paragraph, [95.0, 413.0, 424.0, 18.0], iVAvsJurTu, 6493009]
[paragraph, [95.0, 431.0, 424.0, 18.0], iVAvsJurTu, 6493009]
[paragraph, [95.0, 449.0, 424.0, 18.0], iVAvsJurTu, 6493009]
[paragraph, [95.0, 467.0, 424.0, 18.0], iVAvsJurTu, 6493009]
[paragraph, [95.0, 485.0, 424.0, 18.0], iVAvsJurTu, 6493009]
[paragraph, [95.0, 503.0, 424.0, 18.0], iVAvsJurTu, 6493009]
[paragraph, [95.0, 521.0, 424.0, 18.0], iVAvsJurTu, 6493009]
[paragraph, [95.0, 539.0, 424.0, 18.0], iVAvsJurTu, 6493009]
[paragraph, [95.0, 557.0, 424.0, 18.0], iVAvsJurTu, 6493009]
[paragraph, [99.0, 588.0, 414.0, 18.0], 2elHdXua5y, 6493009]
[paragraph, [99.0, 606.0, 414.0, 18.0], 2elHdXua5y, 6493009]
[paragraph, [99.0, 624.0, 414.0, 18.0], 2elHdXua5y, 6493009]
[paragraph, [99.0, 642.0, 414.0, 18.0], 2elHdXua5y, 6493009]
[paragraph, [99.0, 660.0, 414.0, 18.0], 2elHdXua5y, 6493009]
[paragraph, [99.0, 678.0, 414.0, 18.0], 2elHdXua5y, 6493009]
[paragraph, [99.0, 696.0, 414.0, 18.0], 2elHdXua5y, 6493009]
[paragraph, [99.0, 714.0, 414.0, 18.0], 2elHdXua5y, 6493009]
[paragraph, [99.0, 732.0, 414.0, 18.0], 2elHdXua5y, 6493009]
