[1818, 1374]
[folio, [623.0, 217.0, 120.0, 36.0], shoonya_9sHA6A486OVQFT, 5682307]
[paragraph, [690.0, 294.0, 573.0, 36.0], VNsDg_J-F8, 5682307]
[paragraph, [690.0, 330.0, 573.0, 36.0], VNsDg_J-F8, 5682307]
[paragraph, [690.0, 366.0, 573.0, 36.0], VNsDg_J-F8, 5682307]
[paragraph, [690.0, 402.0, 573.0, 36.0], VNsDg_J-F8, 5682307]
[paragraph, [115.0, 295.0, 554.0, 36.0], shoonya_1s71SXJ56OT7LK, 5682307]
[paragraph, [115.0, 331.0, 554.0, 36.0], shoonya_1s71SXJ56OT7LK, 5682307]
[paragraph, [116.0, 413.0, 560.0, 36.0], kASYkWPX4M, 5682307]
[paragraph, [116.0, 449.0, 560.0, 36.0], kASYkWPX4M, 5682307]
[paragraph, [697.0, 497.0, 567.0, 36.0], ynzKKN6rjN, 5682307]
[paragraph, [697.0, 533.0, 567.0, 36.0], ynzKKN6rjN, 5682307]
[paragraph, [116.0, 529.0, 560.0, 36.0], ezkPLynbR-, 5682307]
[paragraph, [116.0, 565.0, 560.0, 36.0], ezkPLynbR-, 5682307]
[paragraph, [695.0, 577.0, 568.0, 36.0], NLzOwW6s5J, 5682307]
[paragraph, [695.0, 613.0, 568.0, 36.0], NLzOwW6s5J, 5682307]
[paragraph, [114.0, 605.0, 561.0, 36.0], dawmMPqEAK, 5682307]
[paragraph, [114.0, 641.0, 561.0, 36.0], dawmMPqEAK, 5682307]
[paragraph, [114.0, 677.0, 561.0, 36.0], dawmMPqEAK, 5682307]
[paragraph, [114.0, 713.0, 561.0, 36.0], dawmMPqEAK, 5682307]
[paragraph, [695.0, 655.0, 572.0, 36.0], shoonya_11s72NQ02O2P6Q, 5682307]
[paragraph, [695.0, 691.0, 572.0, 36.0], shoonya_11s72NQ02O2P6Q, 5682307]
[paragraph, [695.0, 727.0, 572.0, 36.0], shoonya_11s72NQ02O2P6Q, 5682307]
[paragraph, [695.0, 763.0, 572.0, 36.0], shoonya_11s72NQ02O2P6Q, 5682307]
[paragraph, [113.0, 761.0, 564.0, 36.0], shoonya_7sC0G62T6RB34N, 5682307]
[paragraph, [113.0, 797.0, 564.0, 36.0], shoonya_7sC0G62T6RB34N, 5682307]
[paragraph, [113.0, 833.0, 564.0, 36.0], shoonya_7sC0G62T6RB34N, 5682307]
[paragraph, [696.0, 852.0, 568.0, 36.0], lhA9AuAwLL, 5682307]
[paragraph, [696.0, 888.0, 568.0, 36.0], lhA9AuAwLL, 5682307]
[paragraph, [696.0, 924.0, 568.0, 36.0], lhA9AuAwLL, 5682307]
[paragraph, [114.0, 875.0, 563.0, 36.0], yFHBrWatF3, 5682307]
[paragraph, [114.0, 911.0, 563.0, 36.0], yFHBrWatF3, 5682307]
[paragraph, [111.0, 990.0, 559.0, 36.0], VEVDhiA4Dq, 5682307]
[paragraph, [111.0, 1026.0, 559.0, 36.0], VEVDhiA4Dq, 5682307]
[paragraph, [111.0, 1062.0, 559.0, 36.0], VEVDhiA4Dq, 5682307]
[paragraph, [700.0, 1006.0, 567.0, 36.0], NsiLEe-Vd6, 5682307]
[paragraph, [700.0, 1042.0, 567.0, 36.0], NsiLEe-Vd6, 5682307]
[paragraph, [746.0, 1088.0, 119.0, 36.0], Xs4NO_mxyN, 5682307]
[paragraph, [111.0, 1106.0, 560.0, 36.0], sTqGCqYLq-, 5682307]
[paragraph, [114.0, 1180.0, 559.0, 36.0], P9aGfQzNSs, 5682307]
[paragraph, [114.0, 1216.0, 559.0, 36.0], P9aGfQzNSs, 5682307]
[paragraph, [114.0, 1252.0, 559.0, 36.0], P9aGfQzNSs, 5682307]
[paragraph, [114.0, 1288.0, 559.0, 36.0], P9aGfQzNSs, 5682307]
[paragraph, [701.0, 1266.0, 560.0, 36.0], shoonya_2sXH7474HB68YW, 5682307]
[paragraph, [701.0, 1302.0, 560.0, 36.0], shoonya_2sXH7474HB68YW, 5682307]
[paragraph, [701.0, 1338.0, 560.0, 36.0], shoonya_2sXH7474HB68YW, 5682307]
[paragraph, [701.0, 1374.0, 560.0, 36.0], shoonya_2sXH7474HB68YW, 5682307]
[paragraph, [701.0, 1410.0, 560.0, 36.0], shoonya_2sXH7474HB68YW, 5682307]
[paragraph, [701.0, 1446.0, 560.0, 36.0], shoonya_2sXH7474HB68YW, 5682307]
[paragraph, [701.0, 1482.0, 560.0, 36.0], shoonya_2sXH7474HB68YW, 5682307]
[paragraph, [701.0, 1518.0, 560.0, 36.0], shoonya_2sXH7474HB68YW, 5682307]
[paragraph, [701.0, 1554.0, 560.0, 36.0], shoonya_2sXH7474HB68YW, 5682307]
[paragraph, [701.0, 1590.0, 560.0, 36.0], shoonya_2sXH7474HB68YW, 5682307]
[paragraph, [701.0, 1626.0, 560.0, 36.0], shoonya_2sXH7474HB68YW, 5682307]
[paragraph, [701.0, 1662.0, 560.0, 36.0], shoonya_2sXH7474HB68YW, 5682307]
[paragraph, [113.0, 1410.0, 566.0, 36.0], shoonya_5s7XESFPGKLH6P, 5682307]
[paragraph, [113.0, 1446.0, 566.0, 36.0], shoonya_5s7XESFPGKLH6P, 5682307]
[paragraph, [113.0, 1482.0, 566.0, 36.0], shoonya_5s7XESFPGKLH6P, 5682307]
[paragraph, [112.0, 1560.0, 564.0, 36.0], shoonya_3sD9C88JXOX78J, 5682307]
[paragraph, [112.0, 1596.0, 564.0, 36.0], shoonya_3sD9C88JXOX78J, 5682307]
[paragraph, [116.0, 1677.0, 565.0, 36.0], VBJom8DVPi, 5682307]
