[1320, 1176]
[folio, [70.0, 54.0, 174.0, 18.0], shoonya_0s7PX6N9XBGTJF, 5693870]
[folio, [70.0, 72.0, 174.0, 18.0], shoonya_0s7PX6N9XBGTJF, 5693870]
[folio, [70.0, 90.0, 174.0, 18.0], shoonya_0s7PX6N9XBGTJF, 5693870]
[folio, [70.0, 108.0, 174.0, 18.0], shoonya_0s7PX6N9XBGTJF, 5693870]
[folio, [70.0, 126.0, 174.0, 18.0], shoonya_0s7PX6N9XBGTJF, 5693870]
[section-title, [83.0, 186.0, 640.0, 30.0], CwVThJxRp0, 5693870]
[section-title, [83.0, 216.0, 640.0, 30.0], CwVThJxRp0, 5693870]
[section-title, [83.0, 246.0, 640.0, 30.0], CwVThJxRp0, 5693870]
[section-title, [83.0, 276.0, 640.0, 30.0], CwVThJxRp0, 5693870]
[section-title, [83.0, 306.0, 640.0, 30.0], CwVThJxRp0, 5693870]
[section-title, [83.0, 336.0, 640.0, 30.0], CwVThJxRp0, 5693870]
[paragraph, [751.0, 192.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 210.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 228.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 246.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 264.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 282.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 300.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 318.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 336.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 354.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 372.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 390.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 408.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 426.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 444.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 462.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 480.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 498.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 516.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 534.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 552.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 570.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 588.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 606.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 624.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 642.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 660.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 678.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[paragraph, [751.0, 696.0, 331.0, 18.0], J_T1I0q9fL, 5693870]
[author, [355.0, 387.0, 93.0, 18.0], OTRZDdM9i9, 5693870]
[paragraph, [67.0, 424.0, 337.0, 18.0], 3Ljt8BcA3T, 5693870]
[paragraph, [67.0, 442.0, 337.0, 18.0], 3Ljt8BcA3T, 5693870]
[paragraph, [67.0, 460.0, 337.0, 18.0], 3Ljt8BcA3T, 5693870]
[paragraph, [67.0, 478.0, 337.0, 18.0], 3Ljt8BcA3T, 5693870]
[paragraph, [67.0, 496.0, 337.0, 18.0], 3Ljt8BcA3T, 5693870]
[paragraph, [67.0, 514.0, 337.0, 18.0], 3Ljt8BcA3T, 5693870]
[paragraph, [67.0, 532.0, 337.0, 18.0], 3Ljt8BcA3T, 5693870]
[paragraph, [67.0, 550.0, 337.0, 18.0], 3Ljt8BcA3T, 5693870]
[paragraph, [67.0, 568.0, 337.0, 18.0], 3Ljt8BcA3T, 5693870]
