[1518, 1004]
[paragraph, [51.0, 80.0, 446.0, 36.0], shoonya_7s8CQXGVP59WJC, 6472228]
[paragraph, [51.0, 116.0, 446.0, 36.0], shoonya_7s8CQXGVP59WJC, 6472228]
[paragraph, [51.0, 152.0, 446.0, 36.0], shoonya_7s8CQXGVP59WJC, 6472228]
[paragraph, [51.0, 188.0, 446.0, 36.0], shoonya_7s8CQXGVP59WJC, 6472228]
[paragraph, [51.0, 224.0, 446.0, 36.0], shoonya_7s8CQXGVP59WJC, 6472228]
[paragraph, [51.0, 260.0, 446.0, 36.0], shoonya_7s8CQXGVP59WJC, 6472228]
[headline, [543.0, 102.0, 151.0, 37.5], yTfmizgojx, 6472228]
[author, [707.0, 249.0, 195.0, 36.0], 6B-rul0jUg, 6472228]
[paragraph, [52.0, 302.0, 443.0, 36.0], shoonya_5sE9CP8S2B0FK7, 6472228]
[paragraph, [52.0, 338.0, 443.0, 36.0], shoonya_5sE9CP8S2B0FK7, 6472228]
[paragraph, [52.0, 374.0, 443.0, 36.0], shoonya_5sE9CP8S2B0FK7, 6472228]
[paragraph, [52.0, 410.0, 443.0, 36.0], shoonya_5sE9CP8S2B0FK7, 6472228]
[paragraph, [52.0, 446.0, 443.0, 36.0], shoonya_5sE9CP8S2B0FK7, 6472228]
[paragraph, [728.0, 325.0, 214.0, 36.0], shoonya_1sG9BIMAMAG16I, 6472228]
[paragraph, [728.0, 361.0, 214.0, 36.0], shoonya_1sG9BIMAMAG16I, 6472228]
[paragraph, [728.0, 397.0, 214.0, 36.0], shoonya_1sG9BIMAMAG16I, 6472228]
[paragraph, [725.0, 486.0, 212.0, 36.0], 4rvljy7C85, 6472228]
[paragraph, [725.0, 522.0, 212.0, 36.0], 4rvljy7C85, 6472228]
[paragraph, [725.0, 558.0, 212.0, 36.0], 4rvljy7C85, 6472228]
[paragraph, [53.0, 512.0, 446.0, 36.0], shoonya_0sHJFN36BX1PDT, 6472228]
[paragraph, [53.0, 548.0, 446.0, 36.0], shoonya_0sHJFN36BX1PDT, 6472228]
[paragraph, [53.0, 584.0, 446.0, 36.0], shoonya_0sHJFN36BX1PDT, 6472228]
[paragraph, [53.0, 620.0, 446.0, 36.0], shoonya_0sHJFN36BX1PDT, 6472228]
[paragraph, [53.0, 656.0, 446.0, 36.0], shoonya_0sHJFN36BX1PDT, 6472228]
[paragraph, [53.0, 692.0, 446.0, 36.0], shoonya_0sHJFN36BX1PDT, 6472228]
[paragraph, [53.0, 728.0, 446.0, 36.0], shoonya_0sHJFN36BX1PDT, 6472228]
[paragraph, [707.0, 656.0, 229.0, 36.0], -RiT8RFKlz, 6472228]
[paragraph, [707.0, 692.0, 229.0, 36.0], -RiT8RFKlz, 6472228]
[paragraph, [707.0, 728.0, 229.0, 36.0], -RiT8RFKlz, 6472228]
[paragraph, [55.0, 800.0, 440.0, 36.0], shoonya_3sD1Z88KD4P769, 6472228]
[paragraph, [55.0, 836.0, 440.0, 36.0], shoonya_3sD1Z88KD4P769, 6472228]
[paragraph, [55.0, 872.0, 440.0, 36.0], shoonya_3sD1Z88KD4P769, 6472228]
[paragraph, [55.0, 908.0, 440.0, 36.0], shoonya_3sD1Z88KD4P769, 6472228]
[paragraph, [55.0, 944.0, 440.0, 36.0], shoonya_3sD1Z88KD4P769, 6472228]
[paragraph, [55.0, 980.0, 440.0, 36.0], shoonya_3sD1Z88KD4P769, 6472228]
[paragraph, [55.0, 1016.0, 440.0, 36.0], shoonya_3sD1Z88KD4P769, 6472228]
[paragraph, [750.0, 829.0, 186.0, 36.0], OkfFH6SgZO, 6472228]
[paragraph, [750.0, 865.0, 186.0, 36.0], OkfFH6SgZO, 6472228]
[paragraph, [750.0, 901.0, 186.0, 36.0], OkfFH6SgZO, 6472228]
[paragraph, [731.0, 992.0, 208.0, 36.0], HHNdcdUDRy, 6472228]
[paragraph, [731.0, 1028.0, 208.0, 36.0], HHNdcdUDRy, 6472228]
[paragraph, [731.0, 1064.0, 208.0, 36.0], HHNdcdUDRy, 6472228]
[paragraph, [54.0, 1083.0, 438.0, 36.0], shoonya_4sMCCD5BDBSQ85, 6472228]
[paragraph, [54.0, 1119.0, 438.0, 36.0], shoonya_4sMCCD5BDBSQ85, 6472228]
[paragraph, [722.0, 1161.0, 214.0, 36.0], jpv9muvvuQ, 6472228]
[paragraph, [722.0, 1197.0, 214.0, 36.0], jpv9muvvuQ, 6472228]
[paragraph, [722.0, 1233.0, 214.0, 36.0], jpv9muvvuQ, 6472228]
[paragraph, [53.0, 1190.0, 443.0, 36.0], shoonya_6sUBMDQO77W1UB, 6472228]
[paragraph, [53.0, 1226.0, 443.0, 36.0], shoonya_6sUBMDQO77W1UB, 6472228]
[paragraph, [53.0, 1262.0, 443.0, 36.0], shoonya_6sUBMDQO77W1UB, 6472228]
[paragraph, [53.0, 1298.0, 443.0, 36.0], shoonya_6sUBMDQO77W1UB, 6472228]
[paragraph, [53.0, 1334.0, 443.0, 36.0], shoonya_6sUBMDQO77W1UB, 6472228]
