[1875, 1200]
[folio, [189.0, 208.0, 231.0, 36.0], QUPIyrdMRn, 5711602]
[paragraph, [179.0, 269.0, 855.0, 36.0], shoonya_2sWI6IP0SZPD5B, 5711602]
[paragraph, [179.0, 305.0, 855.0, 36.0], shoonya_2sWI6IP0SZPD5B, 5711602]
[paragraph, [179.0, 341.0, 855.0, 36.0], shoonya_2sWI6IP0SZPD5B, 5711602]
[paragraph, [179.0, 377.0, 855.0, 36.0], shoonya_2sWI6IP0SZPD5B, 5711602]
[paragraph, [179.0, 413.0, 855.0, 36.0], shoonya_2sWI6IP0SZPD5B, 5711602]
[paragraph, [179.0, 449.0, 855.0, 36.0], shoonya_2sWI6IP0SZPD5B, 5711602]
[paragraph, [179.0, 485.0, 855.0, 36.0], shoonya_2sWI6IP0SZPD5B, 5711602]
[paragraph, [179.0, 521.0, 855.0, 36.0], shoonya_2sWI6IP0SZPD5B, 5711602]
[paragraph, [179.0, 557.0, 855.0, 36.0], shoonya_2sWI6IP0SZPD5B, 5711602]
[paragraph, [179.0, 593.0, 855.0, 36.0], shoonya_2sWI6IP0SZPD5B, 5711602]
[paragraph, [179.0, 629.0, 855.0, 36.0], shoonya_2sWI6IP0SZPD5B, 5711602]
[paragraph, [179.0, 665.0, 855.0, 36.0], shoonya_2sWI6IP0SZPD5B, 5711602]
[paragraph, [179.0, 701.0, 855.0, 36.0], shoonya_2sWI6IP0SZPD5B, 5711602]
[paragraph, [179.0, 737.0, 855.0, 36.0], shoonya_2sWI6IP0SZPD5B, 5711602]
[paragraph, [179.0, 773.0, 855.0, 36.0], shoonya_2sWI6IP0SZPD5B, 5711602]
[paragraph, [170.0, 873.0, 850.0, 36.0], shoonya_0sBDIO5XO7MOR7, 5711602]
[paragraph, [170.0, 909.0, 850.0, 36.0], shoonya_0sBDIO5XO7MOR7, 5711602]
[paragraph, [170.0, 945.0, 850.0, 36.0], shoonya_0sBDIO5XO7MOR7, 5711602]
[paragraph, [170.0, 981.0, 850.0, 36.0], shoonya_0sBDIO5XO7MOR7, 5711602]
[paragraph, [170.0, 1017.0, 850.0, 36.0], shoonya_0sBDIO5XO7MOR7, 5711602]
[paragraph, [170.0, 1053.0, 850.0, 36.0], shoonya_0sBDIO5XO7MOR7, 5711602]
[paragraph, [169.0, 1139.0, 855.0, 36.0], shoonya_1sSP4HK5X6YBBI, 5711602]
[paragraph, [169.0, 1175.0, 855.0, 36.0], shoonya_1sSP4HK5X6YBBI, 5711602]
[paragraph, [169.0, 1211.0, 855.0, 36.0], shoonya_1sSP4HK5X6YBBI, 5711602]
[paragraph, [169.0, 1247.0, 855.0, 36.0], shoonya_1sSP4HK5X6YBBI, 5711602]
[paragraph, [169.0, 1283.0, 855.0, 36.0], shoonya_1sSP4HK5X6YBBI, 5711602]
[paragraph, [169.0, 1319.0, 855.0, 36.0], shoonya_1sSP4HK5X6YBBI, 5711602]
[paragraph, [169.0, 1355.0, 855.0, 36.0], shoonya_1sSP4HK5X6YBBI, 5711602]
[paragraph, [169.0, 1391.0, 855.0, 36.0], shoonya_1sSP4HK5X6YBBI, 5711602]
[paragraph, [169.0, 1427.0, 855.0, 36.0], shoonya_1sSP4HK5X6YBBI, 5711602]
[paragraph, [169.0, 1463.0, 855.0, 36.0], shoonya_1sSP4HK5X6YBBI, 5711602]
[paragraph, [169.0, 1499.0, 855.0, 36.0], shoonya_1sSP4HK5X6YBBI, 5711602]
[paragraph, [169.0, 1535.0, 855.0, 36.0], shoonya_1sSP4HK5X6YBBI, 5711602]
[paragraph, [169.0, 1571.0, 855.0, 36.0], shoonya_1sSP4HK5X6YBBI, 5711602]
