[1625, 1211]
[folio, [115.0, 194.0, 224.0, 36.0], 9K-3GozKQY, 5742585]
[headline, [166.0, 254.0, 863.0, 37.5], hWEfZ1odo3, 5742585]
[paragraph, [68.0, 354.0, 345.0, 36.0], shoonya_3sQ1IP9U89RGTV, 5742585]
[paragraph, [68.0, 390.0, 345.0, 36.0], shoonya_3sQ1IP9U89RGTV, 5742585]
[paragraph, [68.0, 426.0, 345.0, 36.0], shoonya_3sQ1IP9U89RGTV, 5742585]
[paragraph, [68.0, 462.0, 345.0, 36.0], shoonya_3sQ1IP9U89RGTV, 5742585]
[paragraph, [68.0, 498.0, 345.0, 36.0], shoonya_3sQ1IP9U89RGTV, 5742585]
[paragraph, [68.0, 534.0, 345.0, 36.0], shoonya_3sQ1IP9U89RGTV, 5742585]
[paragraph, [68.0, 570.0, 345.0, 36.0], shoonya_3sQ1IP9U89RGTV, 5742585]
[paragraph, [68.0, 606.0, 345.0, 36.0], shoonya_3sQ1IP9U89RGTV, 5742585]
[paragraph, [68.0, 642.0, 345.0, 36.0], shoonya_3sQ1IP9U89RGTV, 5742585]
[paragraph, [68.0, 678.0, 345.0, 36.0], shoonya_3sQ1IP9U89RGTV, 5742585]
[paragraph, [68.0, 714.0, 345.0, 36.0], shoonya_3sQ1IP9U89RGTV, 5742585]
[paragraph, [68.0, 750.0, 345.0, 36.0], shoonya_3sQ1IP9U89RGTV, 5742585]
[paragraph, [68.0, 786.0, 345.0, 36.0], shoonya_3sQ1IP9U89RGTV, 5742585]
[paragraph, [796.0, 364.0, 353.0, 36.0], shoonya_0sMB7PV2S5D92W, 5742585]
[paragraph, [796.0, 400.0, 353.0, 36.0], shoonya_0sMB7PV2S5D92W, 5742585]
[paragraph, [796.0, 436.0, 353.0, 36.0], shoonya_0sMB7PV2S5D92W, 5742585]
[paragraph, [796.0, 472.0, 353.0, 36.0], shoonya_0sMB7PV2S5D92W, 5742585]
[paragraph, [796.0, 508.0, 353.0, 36.0], shoonya_0sMB7PV2S5D92W, 5742585]
[paragraph, [796.0, 544.0, 353.0, 36.0], shoonya_0sMB7PV2S5D92W, 5742585]
[paragraph, [796.0, 580.0, 353.0, 36.0], shoonya_0sMB7PV2S5D92W, 5742585]
[paragraph, [796.0, 616.0, 353.0, 36.0], shoonya_0sMB7PV2S5D92W, 5742585]
[paragraph, [796.0, 652.0, 353.0, 36.0], shoonya_0sMB7PV2S5D92W, 5742585]
[paragraph, [796.0, 688.0, 353.0, 36.0], shoonya_0sMB7PV2S5D92W, 5742585]
[paragraph, [796.0, 724.0, 353.0, 36.0], shoonya_0sMB7PV2S5D92W, 5742585]
[paragraph, [796.0, 760.0, 353.0, 36.0], shoonya_0sMB7PV2S5D92W, 5742585]
[paragraph, [796.0, 796.0, 353.0, 36.0], shoonya_0sMB7PV2S5D92W, 5742585]
[paragraph, [796.0, 832.0, 353.0, 36.0], shoonya_0sMB7PV2S5D92W, 5742585]
[paragraph, [433.0, 365.0, 346.0, 36.0], shoonya_4sHCMNH1WGK6EY, 5742585]
[paragraph, [433.0, 401.0, 346.0, 36.0], shoonya_4sHCMNH1WGK6EY, 5742585]
[paragraph, [433.0, 437.0, 346.0, 36.0], shoonya_4sHCMNH1WGK6EY, 5742585]
[paragraph, [433.0, 473.0, 346.0, 36.0], shoonya_4sHCMNH1WGK6EY, 5742585]
[paragraph, [433.0, 509.0, 346.0, 36.0], shoonya_4sHCMNH1WGK6EY, 5742585]
[paragraph, [431.0, 557.0, 346.0, 36.0], shoonya_2sUZW0FU6L8A3D, 5742585]
[paragraph, [431.0, 593.0, 346.0, 36.0], shoonya_2sUZW0FU6L8A3D, 5742585]
[paragraph, [431.0, 629.0, 346.0, 36.0], shoonya_2sUZW0FU6L8A3D, 5742585]
[paragraph, [431.0, 665.0, 346.0, 36.0], shoonya_2sUZW0FU6L8A3D, 5742585]
[paragraph, [431.0, 701.0, 346.0, 36.0], shoonya_2sUZW0FU6L8A3D, 5742585]
[paragraph, [431.0, 737.0, 346.0, 36.0], shoonya_2sUZW0FU6L8A3D, 5742585]
[paragraph, [431.0, 773.0, 346.0, 36.0], shoonya_2sUZW0FU6L8A3D, 5742585]
[paragraph, [431.0, 809.0, 346.0, 36.0], shoonya_2sUZW0FU6L8A3D, 5742585]
[paragraph, [431.0, 845.0, 346.0, 36.0], shoonya_2sUZW0FU6L8A3D, 5742585]
[paragraph, [431.0, 881.0, 346.0, 36.0], shoonya_2sUZW0FU6L8A3D, 5742585]
[paragraph, [431.0, 917.0, 346.0, 36.0], shoonya_2sUZW0FU6L8A3D, 5742585]
[paragraph, [431.0, 953.0, 346.0, 36.0], shoonya_2sUZW0FU6L8A3D, 5742585]
[paragraph, [431.0, 989.0, 346.0, 36.0], shoonya_2sUZW0FU6L8A3D, 5742585]
[paragraph, [431.0, 1025.0, 346.0, 36.0], shoonya_2sUZW0FU6L8A3D, 5742585]
[paragraph, [431.0, 1061.0, 346.0, 36.0], shoonya_2sUZW0FU6L8A3D, 5742585]
[paragraph, [431.0, 1097.0, 346.0, 36.0], shoonya_2sUZW0FU6L8A3D, 5742585]
[author, [121.0, 839.0, 235.0, 36.0], wVIAbyriII, 5742585]
[paragraph, [65.0, 892.0, 350.0, 36.0], shoonya_6sFULQD9CDSWD7, 5742585]
[paragraph, [65.0, 928.0, 350.0, 36.0], shoonya_6sFULQD9CDSWD7, 5742585]
[paragraph, [65.0, 964.0, 350.0, 36.0], shoonya_6sFULQD9CDSWD7, 5742585]
[paragraph, [65.0, 1000.0, 350.0, 36.0], shoonya_6sFULQD9CDSWD7, 5742585]
[paragraph, [65.0, 1036.0, 350.0, 36.0], shoonya_6sFULQD9CDSWD7, 5742585]
[paragraph, [65.0, 1072.0, 350.0, 36.0], shoonya_6sFULQD9CDSWD7, 5742585]
[paragraph, [65.0, 1108.0, 350.0, 36.0], shoonya_6sFULQD9CDSWD7, 5742585]
[paragraph, [65.0, 1144.0, 350.0, 36.0], shoonya_6sFULQD9CDSWD7, 5742585]
[paragraph, [65.0, 1180.0, 350.0, 36.0], shoonya_6sFULQD9CDSWD7, 5742585]
[paragraph, [65.0, 1216.0, 350.0, 36.0], shoonya_6sFULQD9CDSWD7, 5742585]
[paragraph, [65.0, 1252.0, 350.0, 36.0], shoonya_6sFULQD9CDSWD7, 5742585]
[paragraph, [65.0, 1288.0, 350.0, 36.0], shoonya_6sFULQD9CDSWD7, 5742585]
[paragraph, [65.0, 1324.0, 350.0, 36.0], shoonya_6sFULQD9CDSWD7, 5742585]
