[2084, 1289]
[section-title, [562.0, 275.0, 145.0, 52.5], jd1QB33Af2, 5660225]
[ordered-list, [118.0, 354.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 390.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 426.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 462.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 498.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 534.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 570.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 606.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 642.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 678.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 714.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 750.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 786.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 822.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 858.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 894.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 930.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 966.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 1002.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 1038.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 1074.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 1110.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 1146.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 1182.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 1218.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 1254.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 1290.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 1326.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 1362.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 1398.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[ordered-list, [118.0, 1434.0, 1052.0, 36.0], shoonya_0sE4BHEO4WUOCE, 5660225]
[section-title, [447.0, 1505.0, 389.0, 52.5], sebJt3JQOQ, 5660225]
[paragraph, [128.0, 1600.0, 1044.0, 36.0], NfyrKl-Qiz, 5660225]
[paragraph, [128.0, 1636.0, 1044.0, 36.0], NfyrKl-Qiz, 5660225]
[sub-section-title, [489.0, 1726.0, 301.0, 55.5], 6cgiQanB5w, 5660225]
[paragraph, [190.0, 1821.0, 986.0, 36.0], BNNktZPW1e, 5660225]
[folio, [628.0, 1926.0, 660.0, 36.0], OqCHnjY6lh, 5660225]
[folio, [628.0, 1962.0, 660.0, 36.0], OqCHnjY6lh, 5660225]
