[1625, 1211]
[paragraph, [424.0, 94.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 130.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 166.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 202.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 238.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 274.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 310.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 346.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 382.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 418.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 454.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 490.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 526.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 562.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 598.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 634.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 670.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 706.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 742.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 778.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 814.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 850.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [424.0, 886.0, 361.0, 36.0], DqgDCF4Y8P, 5742526]
[paragraph, [793.0, 97.0, 352.0, 36.0], ooTEWeYvQv, 5742526]
[paragraph, [793.0, 133.0, 352.0, 36.0], ooTEWeYvQv, 5742526]
[paragraph, [793.0, 169.0, 352.0, 36.0], ooTEWeYvQv, 5742526]
[paragraph, [793.0, 205.0, 352.0, 36.0], ooTEWeYvQv, 5742526]
[paragraph, [793.0, 241.0, 352.0, 36.0], ooTEWeYvQv, 5742526]
[paragraph, [793.0, 277.0, 352.0, 36.0], ooTEWeYvQv, 5742526]
[paragraph, [60.0, 98.0, 347.0, 36.0], vG8gFj9CBd, 5742526]
[paragraph, [60.0, 134.0, 347.0, 36.0], vG8gFj9CBd, 5742526]
[paragraph, [62.0, 215.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [62.0, 251.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [62.0, 287.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [62.0, 323.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [62.0, 359.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [62.0, 395.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [62.0, 431.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [62.0, 467.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [62.0, 503.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [62.0, 539.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [62.0, 575.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [62.0, 611.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [62.0, 647.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [62.0, 683.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [62.0, 719.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [62.0, 755.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [62.0, 791.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [62.0, 827.0, 358.0, 36.0], SmH-txnU0H, 5742526]
[paragraph, [795.0, 333.0, 355.0, 36.0], H6e3K8jugs, 5742526]
[paragraph, [795.0, 369.0, 355.0, 36.0], H6e3K8jugs, 5742526]
[paragraph, [795.0, 405.0, 355.0, 36.0], H6e3K8jugs, 5742526]
[paragraph, [795.0, 441.0, 355.0, 36.0], H6e3K8jugs, 5742526]
[paragraph, [795.0, 477.0, 355.0, 36.0], H6e3K8jugs, 5742526]
[paragraph, [795.0, 513.0, 355.0, 36.0], H6e3K8jugs, 5742526]
[paragraph, [799.0, 565.0, 355.0, 36.0], -oWSIoP8Cm, 5742526]
[paragraph, [799.0, 601.0, 355.0, 36.0], -oWSIoP8Cm, 5742526]
[paragraph, [799.0, 637.0, 355.0, 36.0], -oWSIoP8Cm, 5742526]
[paragraph, [799.0, 673.0, 355.0, 36.0], -oWSIoP8Cm, 5742526]
[ordered-list, [795.0, 763.0, 359.0, 36.0], -WHcA8VLCw, 5742526]
[ordered-list, [795.0, 799.0, 359.0, 36.0], -WHcA8VLCw, 5742526]
[ordered-list, [795.0, 835.0, 359.0, 36.0], -WHcA8VLCw, 5742526]
[ordered-list, [795.0, 871.0, 359.0, 36.0], -WHcA8VLCw, 5742526]
[ordered-list, [795.0, 907.0, 359.0, 36.0], -WHcA8VLCw, 5742526]
[ordered-list, [795.0, 943.0, 359.0, 36.0], -WHcA8VLCw, 5742526]
[ordered-list, [795.0, 979.0, 359.0, 36.0], -WHcA8VLCw, 5742526]
[paragraph, [72.0, 879.0, 347.0, 36.0], shoonya_3s6GUW8LXLHNWM, 5742526]
[paragraph, [72.0, 915.0, 347.0, 36.0], shoonya_3s6GUW8LXLHNWM, 5742526]
[paragraph, [72.0, 951.0, 347.0, 36.0], shoonya_3s6GUW8LXLHNWM, 5742526]
[paragraph, [72.0, 987.0, 347.0, 36.0], shoonya_3s6GUW8LXLHNWM, 5742526]
[paragraph, [430.0, 966.0, 355.0, 36.0], gUW_DVX5pO, 5742526]
[paragraph, [430.0, 1002.0, 355.0, 36.0], gUW_DVX5pO, 5742526]
[section-title, [265.0, 1048.0, 720.0, 49.5], WRyNWCZsFj, 5742526]
[paragraph, [80.0, 1108.0, 336.0, 36.0], shoonya_2sVDXUB6EG8SXV, 5742526]
[paragraph, [80.0, 1144.0, 336.0, 36.0], shoonya_2sVDXUB6EG8SXV, 5742526]
[paragraph, [80.0, 1180.0, 336.0, 36.0], shoonya_2sVDXUB6EG8SXV, 5742526]
[paragraph, [80.0, 1216.0, 336.0, 36.0], shoonya_2sVDXUB6EG8SXV, 5742526]
[paragraph, [80.0, 1252.0, 336.0, 36.0], shoonya_2sVDXUB6EG8SXV, 5742526]
[paragraph, [435.0, 1112.0, 335.0, 36.0], zHr_mwSQhc, 5742526]
[paragraph, [435.0, 1148.0, 335.0, 36.0], zHr_mwSQhc, 5742526]
[paragraph, [799.0, 1112.0, 344.0, 36.0], M3wzYa8Xaa, 5742526]
[paragraph, [799.0, 1148.0, 344.0, 36.0], M3wzYa8Xaa, 5742526]
[paragraph, [799.0, 1184.0, 344.0, 36.0], M3wzYa8Xaa, 5742526]
[paragraph, [434.0, 1216.0, 341.0, 36.0], n73P2kkTf7, 5742526]
[paragraph, [434.0, 1252.0, 341.0, 36.0], n73P2kkTf7, 5742526]
[paragraph, [434.0, 1288.0, 341.0, 36.0], n73P2kkTf7, 5742526]
[paragraph, [434.0, 1324.0, 341.0, 36.0], n73P2kkTf7, 5742526]
[paragraph, [434.0, 1360.0, 341.0, 36.0], n73P2kkTf7, 5742526]
[paragraph, [434.0, 1396.0, 341.0, 36.0], n73P2kkTf7, 5742526]
[paragraph, [434.0, 1432.0, 341.0, 36.0], n73P2kkTf7, 5742526]
[paragraph, [795.0, 1254.0, 355.0, 36.0], s5MwFRtHBm, 5742526]
[paragraph, [795.0, 1290.0, 355.0, 36.0], s5MwFRtHBm, 5742526]
[paragraph, [795.0, 1326.0, 355.0, 36.0], s5MwFRtHBm, 5742526]
[paragraph, [795.0, 1362.0, 355.0, 36.0], s5MwFRtHBm, 5742526]
[paragraph, [795.0, 1398.0, 355.0, 36.0], s5MwFRtHBm, 5742526]
[paragraph, [795.0, 1434.0, 355.0, 36.0], s5MwFRtHBm, 5742526]
[paragraph, [79.0, 1314.0, 336.0, 36.0], shoonya_1sQYX7G41S5ZUJ, 5742526]
[paragraph, [79.0, 1350.0, 336.0, 36.0], shoonya_1sQYX7G41S5ZUJ, 5742526]
[paragraph, [79.0, 1386.0, 336.0, 36.0], shoonya_1sQYX7G41S5ZUJ, 5742526]
[paragraph, [79.0, 1422.0, 336.0, 36.0], shoonya_1sQYX7G41S5ZUJ, 5742526]
[paragraph, [79.0, 1458.0, 336.0, 36.0], shoonya_1sQYX7G41S5ZUJ, 5742526]
[footnote, [754.0, 1576.0, 380.0, 36.0], PrDXMT08Uf, 5742526]
