[4666, 3194]
[folio, [1422.0, 394.0, 348.0, 52.5], shoonya_3sPJAGDZ757FA3, 5691952]
[folio, [1422.0, 446.5, 348.0, 52.5], shoonya_3sPJAGDZ757FA3, 5691952]
[paragraph, [403.0, 530.0, 946.0, 52.5], OuVwF-IDpE, 5691952]
[paragraph, [419.0, 622.0, 2363.0, 52.5], APaNWrYCLy, 5691952]
[paragraph, [419.0, 674.5, 2363.0, 52.5], APaNWrYCLy, 5691952]
[paragraph, [419.0, 727.0, 2363.0, 52.5], APaNWrYCLy, 5691952]
[paragraph, [411.0, 811.0, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 863.5, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 916.0, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 968.5, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1021.0, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1073.5, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1126.0, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1178.5, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1231.0, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1283.5, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1336.0, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1388.5, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1441.0, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1493.5, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1546.0, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1598.5, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1651.0, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1703.5, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1756.0, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1808.5, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1861.0, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1913.5, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 1966.0, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 2018.5, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 2071.0, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 2123.5, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 2176.0, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 2228.5, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [411.0, 2281.0, 2381.0, 52.5], shoonya_0sXK3FSP5AJJ3P, 5691952]
[paragraph, [534.0, 2354.0, 1884.0, 52.5], YWdHhXahWB, 5691952]
[paragraph, [407.0, 2429.0, 2390.0, 52.5], dQkVq0jh-X, 5691952]
[paragraph, [407.0, 2481.5, 2390.0, 52.5], dQkVq0jh-X, 5691952]
[paragraph, [407.0, 2534.0, 2390.0, 52.5], dQkVq0jh-X, 5691952]
[paragraph, [515.0, 2618.0, 734.0, 52.5], 6zCofS_HWI, 5691952]
[paragraph, [430.0, 2705.0, 2355.0, 52.5], shoonya_4sFRZPHQYAG5DK, 5691952]
[paragraph, [430.0, 2757.5, 2355.0, 52.5], shoonya_4sFRZPHQYAG5DK, 5691952]
[paragraph, [430.0, 2810.0, 2355.0, 52.5], shoonya_4sFRZPHQYAG5DK, 5691952]
[paragraph, [523.0, 2889.0, 351.0, 52.5], zkfgJm2sUQ, 5691952]
[paragraph, [438.0, 2978.0, 2333.0, 52.5], shoonya_1s4XPB53JLQSFZ, 5691952]
[paragraph, [438.0, 3030.5, 2333.0, 52.5], shoonya_1s4XPB53JLQSFZ, 5691952]
[paragraph, [438.0, 3083.0, 2333.0, 52.5], shoonya_1s4XPB53JLQSFZ, 5691952]
[paragraph, [438.0, 3135.5, 2333.0, 52.5], shoonya_1s4XPB53JLQSFZ, 5691952]
[paragraph, [438.0, 3188.0, 2333.0, 52.5], shoonya_1s4XPB53JLQSFZ, 5691952]
[paragraph, [438.0, 3240.5, 2333.0, 52.5], shoonya_1s4XPB53JLQSFZ, 5691952]
