[1263, 796]
[folio, [32.0, 23.0, 136.0, 18.0], shoonya_0sY64N5JH8KWVS, 5782177]
[folio, [32.0, 41.0, 136.0, 18.0], shoonya_0sY64N5JH8KWVS, 5782177]
[folio, [32.0, 59.0, 136.0, 18.0], shoonya_0sY64N5JH8KWVS, 5782177]
[section-title, [288.0, 52.0, 176.0, 30.0], bqycp-mFA_, 5782177]
[paragraph, [28.0, 98.0, 689.0, 18.0], 0bDSix1Lvd, 5782177]
[paragraph, [28.0, 116.0, 689.0, 18.0], 0bDSix1Lvd, 5782177]
[paragraph, [28.0, 134.0, 689.0, 18.0], 0bDSix1Lvd, 5782177]
[paragraph, [28.0, 152.0, 689.0, 18.0], 0bDSix1Lvd, 5782177]
[paragraph, [28.0, 170.0, 689.0, 18.0], 0bDSix1Lvd, 5782177]
[paragraph, [28.0, 188.0, 689.0, 18.0], 0bDSix1Lvd, 5782177]
[paragraph, [28.0, 206.0, 689.0, 18.0], 0bDSix1Lvd, 5782177]
[paragraph, [28.0, 224.0, 689.0, 18.0], 0bDSix1Lvd, 5782177]
[ordered-list, [28.0, 256.0, 692.0, 18.0], GLDd7MC3Zq, 5782177]
[ordered-list, [28.0, 274.0, 692.0, 18.0], GLDd7MC3Zq, 5782177]
[ordered-list, [28.0, 292.0, 692.0, 18.0], GLDd7MC3Zq, 5782177]
[ordered-list, [28.0, 310.0, 692.0, 18.0], GLDd7MC3Zq, 5782177]
[ordered-list, [28.0, 328.0, 692.0, 18.0], GLDd7MC3Zq, 5782177]
[ordered-list, [28.0, 346.0, 692.0, 18.0], GLDd7MC3Zq, 5782177]
[ordered-list, [28.0, 364.0, 692.0, 18.0], GLDd7MC3Zq, 5782177]
[ordered-list, [28.0, 382.0, 692.0, 18.0], GLDd7MC3Zq, 5782177]
[ordered-list, [28.0, 400.0, 692.0, 18.0], GLDd7MC3Zq, 5782177]
[ordered-list, [28.0, 418.0, 692.0, 18.0], GLDd7MC3Zq, 5782177]
[ordered-list, [28.0, 436.0, 692.0, 18.0], GLDd7MC3Zq, 5782177]
[ordered-list, [28.0, 460.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 478.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 496.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 514.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 532.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 550.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 568.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 586.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 604.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 622.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 640.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 658.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 676.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 694.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 712.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 730.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 748.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 766.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 784.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 802.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 820.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 838.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 856.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 874.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 892.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 910.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 928.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 946.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 964.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 982.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 1000.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 1018.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 1036.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 1054.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 1072.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 1090.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 1108.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 1126.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[ordered-list, [28.0, 1144.0, 696.0, 18.0], iUI-uOpgC3, 5782177]
[sub-ordered-list, [31.0, 462.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 480.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 498.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 516.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 534.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 552.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 570.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 588.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 606.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 624.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 642.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 660.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 678.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 696.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 714.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 732.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 750.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 768.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 786.0, 687.0, 18.0], HjupXNeljn, 5782177]
[sub-ordered-list, [31.0, 804.0, 687.0, 18.0], HjupXNeljn, 5782177]
