[1388, 1004]
[folio, [680.0, 107.0, 240.0, 18.0], THmlv_IdE7, 6478074]
[section-title, [372.0, 343.0, 126.0, 30.0], LA4QHPLlQs, 6478074]
[sub-section-title, [131.0, 388.0, 611.0, 25.5], YDztKM9l3u, 6478074]
[sub-section-title, [131.0, 413.5, 611.0, 25.5], YDztKM9l3u, 6478074]
[sub-section-title, [131.0, 439.0, 611.0, 25.5], YDztKM9l3u, 6478074]
[section-title, [149.0, 615.0, 217.0, 30.0], CFQDnXWS2k, 6478074]
[unordered-list, [148.0, 663.0, 700.0, 18.0], hYiJ9JrBWx, 6478074]
[unordered-list, [148.0, 681.0, 700.0, 18.0], hYiJ9JrBWx, 6478074]
[paragraph, [106.0, 816.0, 652.0, 18.0], shoonya_0s43Z2UK1PAU9W, 6478074]
[paragraph, [106.0, 834.0, 652.0, 18.0], shoonya_0s43Z2UK1PAU9W, 6478074]
[paragraph, [106.0, 852.0, 652.0, 18.0], shoonya_0s43Z2UK1PAU9W, 6478074]
[paragraph, [106.0, 870.0, 652.0, 18.0], shoonya_0s43Z2UK1PAU9W, 6478074]
[paragraph, [106.0, 888.0, 652.0, 18.0], shoonya_0s43Z2UK1PAU9W, 6478074]
[paragraph, [106.0, 906.0, 652.0, 18.0], shoonya_0s43Z2UK1PAU9W, 6478074]
[paragraph, [106.0, 924.0, 652.0, 18.0], shoonya_0s43Z2UK1PAU9W, 6478074]
[paragraph, [106.0, 942.0, 652.0, 18.0], shoonya_0s43Z2UK1PAU9W, 6478074]
[paragraph, [107.0, 1005.0, 653.0, 18.0], shoonya_2sTAZV75E6XGBU, 6478074]
[paragraph, [107.0, 1023.0, 653.0, 18.0], shoonya_2sTAZV75E6XGBU, 6478074]
[paragraph, [107.0, 1041.0, 653.0, 18.0], shoonya_2sTAZV75E6XGBU, 6478074]
[paragraph, [107.0, 1059.0, 653.0, 18.0], shoonya_2sTAZV75E6XGBU, 6478074]
[paragraph, [107.0, 1077.0, 653.0, 18.0], shoonya_2sTAZV75E6XGBU, 6478074]
[paragraph, [107.0, 1095.0, 653.0, 18.0], shoonya_2sTAZV75E6XGBU, 6478074]
[section-title, [110.0, 1149.0, 199.0, 30.0], shoonya_5sYR2SYPIHRXD1, 6478074]
[unordered-list, [108.0, 1196.0, 517.0, 18.0], shoonya_1sN6C56K4HDCJJ, 6478074]
[unordered-list, [108.0, 1214.0, 517.0, 18.0], shoonya_1sN6C56K4HDCJJ, 6478074]
[unordered-list, [108.0, 1232.0, 517.0, 18.0], shoonya_1sN6C56K4HDCJJ, 6478074]
[unordered-list, [108.0, 1250.0, 517.0, 18.0], shoonya_1sN6C56K4HDCJJ, 6478074]
[unordered-list, [108.0, 1268.0, 517.0, 18.0], shoonya_1sN6C56K4HDCJJ, 6478074]
[unordered-list, [108.0, 1286.0, 517.0, 18.0], shoonya_1sN6C56K4HDCJJ, 6478074]
