[2481, 1654]
[folio, [349.0, 109.0, 117.0, 36.0], TLa0ze-HjE, 5721192]
[paragraph, [223.0, 225.0, 1267.0, 36.0], tAx7nLqkU2, 5721192]
[paragraph, [223.0, 261.0, 1267.0, 36.0], tAx7nLqkU2, 5721192]
[paragraph, [223.0, 297.0, 1267.0, 36.0], tAx7nLqkU2, 5721192]
[paragraph, [223.0, 333.0, 1267.0, 36.0], tAx7nLqkU2, 5721192]
[paragraph, [223.0, 369.0, 1267.0, 36.0], tAx7nLqkU2, 5721192]
[paragraph, [223.0, 421.0, 1269.0, 36.0], AKCwRsFMuv, 5721192]
[paragraph, [223.0, 457.0, 1269.0, 36.0], AKCwRsFMuv, 5721192]
[paragraph, [291.0, 527.0, 134.0, 36.0], vo_q0NFQNP, 5721192]
[paragraph, [223.0, 576.0, 1273.0, 36.0], OD-UEg69xA, 5721192]
[paragraph, [223.0, 612.0, 1273.0, 36.0], OD-UEg69xA, 5721192]
[paragraph, [277.0, 674.0, 926.0, 36.0], uI3v4AyjyP, 5721192]
[paragraph, [215.0, 731.0, 1281.0, 36.0], GV5LleJ5mP, 5721192]
[paragraph, [215.0, 767.0, 1281.0, 36.0], GV5LleJ5mP, 5721192]
[paragraph, [215.0, 803.0, 1281.0, 36.0], GV5LleJ5mP, 5721192]
[paragraph, [215.0, 839.0, 1281.0, 36.0], GV5LleJ5mP, 5721192]
[paragraph, [215.0, 875.0, 1281.0, 36.0], GV5LleJ5mP, 5721192]
[paragraph, [215.0, 911.0, 1281.0, 36.0], GV5LleJ5mP, 5721192]
[paragraph, [215.0, 947.0, 1281.0, 36.0], GV5LleJ5mP, 5721192]
[paragraph, [215.0, 983.0, 1281.0, 36.0], GV5LleJ5mP, 5721192]
[paragraph, [215.0, 1019.0, 1281.0, 36.0], GV5LleJ5mP, 5721192]
[paragraph, [215.0, 1055.0, 1281.0, 36.0], GV5LleJ5mP, 5721192]
[paragraph, [293.0, 1130.0, 282.0, 36.0], shoonya_3sXWRU0ACQWLXD, 5721192]
[paragraph, [289.0, 1180.0, 214.0, 36.0], shoonya_1s2W19M7AQ2HPX, 5721192]
[paragraph, [221.0, 1227.0, 1274.0, 36.0], shoonya_2sZTB9CO23XALK, 5721192]
[paragraph, [221.0, 1263.0, 1274.0, 36.0], shoonya_2sZTB9CO23XALK, 5721192]
[paragraph, [221.0, 1299.0, 1274.0, 36.0], shoonya_2sZTB9CO23XALK, 5721192]
[paragraph, [221.0, 1335.0, 1274.0, 36.0], shoonya_2sZTB9CO23XALK, 5721192]
[paragraph, [221.0, 1371.0, 1274.0, 36.0], shoonya_2sZTB9CO23XALK, 5721192]
[paragraph, [221.0, 1407.0, 1274.0, 36.0], shoonya_2sZTB9CO23XALK, 5721192]
[paragraph, [221.0, 1443.0, 1274.0, 36.0], shoonya_2sZTB9CO23XALK, 5721192]
[paragraph, [287.0, 1482.0, 1199.0, 36.0], 3tpYW2ifOM, 5721192]
[paragraph, [291.0, 1534.0, 872.0, 36.0], 6wniNUXoku, 5721192]
[paragraph, [219.0, 1585.0, 1279.0, 36.0], Vw8vvBx4qo, 5721192]
[paragraph, [219.0, 1621.0, 1279.0, 36.0], Vw8vvBx4qo, 5721192]
[paragraph, [287.0, 1682.0, 430.0, 36.0], N15Th2Exrg, 5721192]
[paragraph, [215.0, 1732.0, 1281.0, 36.0], GZYB9xu9iM, 5721192]
[paragraph, [215.0, 1768.0, 1281.0, 36.0], GZYB9xu9iM, 5721192]
[paragraph, [227.0, 1833.0, 1275.0, 36.0], AfxryeOTuS, 5721192]
[paragraph, [227.0, 1869.0, 1275.0, 36.0], AfxryeOTuS, 5721192]
[paragraph, [219.0, 1935.0, 1279.0, 36.0], eFfxfMqsTj, 5721192]
[paragraph, [219.0, 1971.0, 1279.0, 36.0], eFfxfMqsTj, 5721192]
[paragraph, [219.0, 2007.0, 1279.0, 36.0], eFfxfMqsTj, 5721192]
[paragraph, [219.0, 2043.0, 1279.0, 36.0], eFfxfMqsTj, 5721192]
[paragraph, [219.0, 2079.0, 1279.0, 36.0], eFfxfMqsTj, 5721192]
[paragraph, [219.0, 2115.0, 1279.0, 36.0], eFfxfMqsTj, 5721192]
[paragraph, [219.0, 2151.0, 1279.0, 36.0], eFfxfMqsTj, 5721192]
