[1320, 1176]
[folio, [78.0, 68.0, 182.0, 18.0], dtQ7sRUGBm, 5694350]
[folio, [78.0, 86.0, 182.0, 18.0], dtQ7sRUGBm, 5694350]
[folio, [78.0, 104.0, 182.0, 18.0], dtQ7sRUGBm, 5694350]
[folio, [78.0, 122.0, 182.0, 18.0], dtQ7sRUGBm, 5694350]
[folio, [78.0, 140.0, 182.0, 18.0], dtQ7sRUGBm, 5694350]
[folio, [78.0, 158.0, 182.0, 18.0], dtQ7sRUGBm, 5694350]
[paragraph, [754.0, 192.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 210.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 228.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 246.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 264.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 282.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 300.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 318.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 336.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 354.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 372.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 390.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 408.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 426.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 444.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 462.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 480.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 498.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 516.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 534.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 552.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 570.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 588.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 606.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 624.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 642.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 660.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 678.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 696.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 714.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 732.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 750.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 768.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[paragraph, [754.0, 786.0, 326.0, 18.0], shoonya_0sS4KB7G04N1CP, 5694350]
[section-title, [97.0, 210.0, 633.0, 30.0], F-eKUx0P71, 5694350]
[section-title, [97.0, 240.0, 633.0, 30.0], F-eKUx0P71, 5694350]
[section-title, [97.0, 270.0, 633.0, 30.0], F-eKUx0P71, 5694350]
[section-title, [97.0, 300.0, 633.0, 30.0], F-eKUx0P71, 5694350]
[sub-section-title, [357.0, 366.0, 136.0, 25.5], _rACQNYVrr, 5694350]
[subsub-section-title, [78.0, 391.0, 145.0, 15.0], aZ6AiV4gCE, 5694350]
[subsub-section-title, [78.0, 406.0, 145.0, 15.0], aZ6AiV4gCE, 5694350]
[paragraph, [415.0, 404.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [415.0, 422.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [415.0, 440.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [415.0, 458.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [415.0, 476.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [415.0, 494.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [415.0, 512.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [415.0, 530.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [415.0, 548.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [415.0, 566.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [415.0, 584.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [415.0, 602.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [415.0, 620.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [415.0, 638.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [415.0, 656.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [415.0, 674.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [415.0, 692.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [415.0, 710.0, 330.0, 18.0], Dt4hmq-Ulx, 5694350]
[paragraph, [77.0, 431.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 449.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 467.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 485.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 503.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 521.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 539.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 557.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 575.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 593.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 611.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 629.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 647.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 665.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 683.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 701.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 719.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 737.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 755.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [77.0, 773.0, 332.0, 18.0], asUhR2pVnq, 5694350]
[paragraph, [416.0, 732.0, 330.0, 18.0], 90dVrl4Jjs, 5694350]
[paragraph, [416.0, 750.0, 330.0, 18.0], 90dVrl4Jjs, 5694350]
[paragraph, [416.0, 768.0, 330.0, 18.0], 90dVrl4Jjs, 5694350]
[paragraph, [416.0, 786.0, 330.0, 18.0], 90dVrl4Jjs, 5694350]
[paragraph, [416.0, 804.0, 330.0, 18.0], 90dVrl4Jjs, 5694350]
[paragraph, [416.0, 822.0, 330.0, 18.0], 90dVrl4Jjs, 5694350]
[paragraph, [416.0, 840.0, 330.0, 18.0], 90dVrl4Jjs, 5694350]
[paragraph, [75.0, 806.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 824.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 842.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 860.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 878.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 896.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 914.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 932.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 950.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 968.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 986.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 1004.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 1022.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 1040.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 1058.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 1076.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 1094.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 1112.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 1130.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 1148.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 1166.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 1184.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 1202.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 1220.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [75.0, 1238.0, 329.0, 18.0], 4pGPSmle7E, 5694350]
[paragraph, [751.0, 818.0, 329.0, 18.0], ive4t30Ua0, 5694350]
[paragraph, [751.0, 836.0, 329.0, 18.0], ive4t30Ua0, 5694350]
