[1200, 825]
[paragraph, [143.0, 109.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 127.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 145.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 163.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 181.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 199.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 217.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 235.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 253.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 271.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 289.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 307.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 325.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 343.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 361.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 379.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 397.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 415.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 433.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 451.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 469.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 487.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 505.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 523.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 541.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 559.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 577.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 595.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 613.0, 539.0, 18.0], shoonya_1s0TJA5PBL6W8L, 5690884]
[paragraph, [143.0, 634.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 652.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 670.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 688.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 706.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 724.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 742.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 760.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 778.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 796.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 814.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 832.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 850.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 868.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 886.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 904.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 922.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 940.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 958.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 976.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 994.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 1012.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
[paragraph, [143.0, 1030.0, 538.0, 18.0], shoonya_0sSU9JR6AL6ZYJ, 5690884]
